ep,stage,done_reason,action_repeat,hits,crash,return,steps,avg_steps_per_hit,med_steps_per_hit,epsilon,alpha,q_mean,q_std,q_min,q_max,r_hit,r_progress,progress_steps,r_step,r_near_boundary,r_oob,mean_return_per_step,dx_bin_counts,dy_bin_counts,vx_bin_counts,vy_bin_counts,theta_bin_counts,omega_bin_counts,vx_abs_p50,vy_abs_p50,theta_abs_p50,omega_abs_p50,vx_abs_p90,vy_abs_p90,theta_abs_p90,omega_abs_p90,near_vx_abs_p90,near_vy_abs_p90,near_theta_abs_p90,near_omega_abs_p90
10,0,max_steps,1,0,0,2.2802695777153006,2500,,,0.9950112350131176,0.1,0.0011331740533933043,0.22941918671131134,-0.041497692465782166,50.01612854003906,0.0,7.280269577714929,941,-4.999999999999671,0.0,0.0,0.0009121078310861203,"{4: 41, 5: 209}","{5: 18, 4: 17, 3: 215}",{1: 250},"{1: 234, 2: 16}",{1: 250},{1: 250},0.00948758737399926,0.012125175386483146,0.014535604095639549,0.01950137263081545,0.02352955875537468,0.05352572001651388,0.03151184054755834,0.04110615747387358,,,,
20,0,max_steps,1,0,0,0.45861598651293367,2500,,,0.9900473578023296,0.1,0.0022435826249420643,0.2727140784263611,-0.041497692465782166,56.74821090698242,0.0,5.45861598651294,952,-4.999999999999671,0.0,0.0,0.00018344639460517347,"{4: 171, 5: 79}",{3: 250},{1: 250},{1: 250},{1: 250},{1: 250},0.01178855131939285,0.01031286286875016,0.016770080854319254,0.019922902272910478,0.028408237325897357,0.024236301372231542,0.03752553328727107,0.04428921977010447,,,,
30,0,max_steps,1,0,0,0.7294862032650182,2500,,,0.98510824420837,0.1,0.004392334260046482,0.39657583832740784,-0.041497692465782166,70.21405029296875,0.0,5.729486203264975,986,-4.999999999999671,0.0,0.0,0.0002917944813060073,"{5: 178, 4: 25, 6: 47}","{4: 18, 3: 232}",{1: 250},"{1: 246, 2: 4}",{1: 250},{1: 250},0.01260444669400798,0.010246459334495996,0.017970825782591873,0.02110333096769449,0.025730129753578048,0.03181833951043001,0.037116213445187805,0.04604598439535296,,,,
40,0,max_steps,1,0,0,4.133550066484668,2500,,,0.9801937706913741,0.1,0.008551567792892456,0.6916690468788147,-0.041497692465782166,99.61918640136719,0.0,9.133550066484368,1349,-4.999999999999671,0.0,0.0,0.0016534200265938671,{5: 250},"{5: 25, 4: 18, 3: 207}",{1: 250},"{1: 244, 2: 6}",{1: 250},{1: 250},0.007932359929447727,0.014034786130322744,0.012311246392542427,0.018401275297356218,0.023816040123866577,0.045840525780882685,0.033937763669565774,0.04214526906943255,,,,
50,0,max_steps,1,1,0,518.004078385133,2500,599.0,599.0,0.9753038143277888,0.1,0.011793853715062141,0.9195054769515991,-0.041497692465782166,110.62468719482422,500.0,23.002078385121763,2177,-4.997999999999672,0.0,0.0,0.2072016313540532,"{3: 59, 2: 191}","{5: 30, 4: 23, 3: 94, 0: 33, 1: 36, 2: 34}",{1: 250},{1: 250},{1: 250},{1: 250},0.011544166507087717,0.02124808991956851,0.017284368399337335,0.0226816197005434,0.02440968753462914,0.040412384532339106,0.034293023910183566,0.044366235362667546,0.02418409328063935,0.04091496509276619,0.03198222522801346,0.03642796802415357
60,0,max_steps,1,0,0,-0.8976867044748856,2500,,,0.9704382528072976,0.1,0.01368705928325653,1.0521184206008911,-0.041497692465782166,127.02113342285156,0.0,4.102313295525118,1385,-4.999999999999671,0.0,0.0,-0.00035907468178995427,{5: 250},{3: 250},{1: 250},{1: 250},{1: 250},{1: 250},0.006521035812947098,0.008507627755674763,0.01092726085459425,0.01805354183744108,0.016692305191350006,0.02397770928222503,0.026677061940818553,0.03788038121943012,,,,
70,0,max_steps,1,0,0,-1.283643960230439,2500,,,0.9655969644297613,0.1,0.01764409989118576,1.3163362741470337,-0.041497692465782166,148.43580627441406,0.0,3.7163560397695514,797,-4.999999999999671,0.0,0.0,-0.0005134575840921756,"{5: 138, 6: 112}","{4: 28, 3: 222}",{1: 250},"{1: 248, 2: 2}",{1: 250},{1: 250},0.008465628084867645,0.012419770907014922,0.011077028837848162,0.01673533081674459,0.02526335435020627,0.03911328159267686,0.03312334885768221,0.04008852412880075,,,,
80,0,max_steps,1,0,0,1.1573390388693574,2500,,,0.9607798281021742,0.1,0.018672121688723564,1.3737744092941284,-0.041497692465782166,148.31640625,0.0,6.157339038869349,1051,-4.999999999999671,0.0,0.0,0.00046293561554774297,{6: 250},"{1: 31, 2: 26, 3: 193}",{1: 250},{1: 250},{1: 250},{1: 250},0.012808073472509694,0.01238050781713071,0.014384706910548606,0.01558878258199649,0.023640981499355496,0.03674539671208189,0.0352360221766711,0.04407534496075605,,,,
90,0,max_steps,1,0,0,6.733022384126109,2500,,,0.9559867233356352,0.1,0.020573873072862625,1.4763695001602173,-0.041497692465782166,161.31822204589844,0.0,11.733022384125938,2062,-4.999999999999671,0.0,0.0,0.0026932089536504437,{2: 250},"{1: 73, 2: 50, 3: 127}",{1: 250},{1: 250},{1: 250},{1: 250},0.006551604419041948,0.012685469130544198,0.010706901166187452,0.015358708339933061,0.01762700719552369,0.024222124145661567,0.02394422252681369,0.035310718845791685,,,,
100,0,max_steps,1,0,0,3.95026811852634,2500,,,0.951217530242334,0.1,0.020079849287867546,1.3923976421356201,-0.041497692465782166,125.00018310546875,0.0,8.950268118526182,1220,-4.999999999999671,0.0,0.0,0.0015801072474105362,"{1: 246, 0: 4}","{5: 14, 4: 17, 3: 219}",{1: 250},"{1: 234, 2: 16}",{1: 250},{1: 250},0.010435161735891468,0.007971272470601896,0.015523943905225619,0.01646043606613934,0.026496975694678584,0.053764405581097165,0.039176994157370644,0.054987632544099586,,,,
110,0,max_steps,1,1,0,512.8039740139363,2500,1719.0,1719.0,0.9464721295325524,0.1,0.021059302613139153,1.4679993391036987,-0.041497692465782166,160.52322387695312,500.0,17.80197401393563,2050,-4.997999999999672,0.0,0.0,0.20512158960557453,"{2: 158, 3: 13, 1: 79}","{5: 8, 4: 29, 3: 134, 0: 76, 1: 3}",{1: 250},{1: 250},{1: 250},{1: 250},0.00553068893927295,0.018914379393203506,0.008690514141947724,0.012148974776613697,0.021130004672156425,0.04134802048374871,0.027517923786255307,0.032279393322452776,0.01490518266154861,0.027588285863012006,0.015710882820963647,0.02337340859458173
120,0,max_steps,1,1,0,512.1304597165891,2500,694.0,694.0,0.9417504025116805,0.1,0.024852078408002853,1.7068043947219849,-0.04299892857670784,189.5677947998047,500.0,17.128459716555508,1727,-4.997999999999672,0.0,0.0,0.20485218388663565,"{3: 69, 6: 51, 5: 130}","{5: 28, 4: 36, 3: 103, 1: 50, 2: 33}",{1: 250},{1: 250},{1: 250},{1: 250},0.006658861755402775,0.021195021240384075,0.010589680490163293,0.01444511262407384,0.026894624068884914,0.03294756440008747,0.040245464773829405,0.039696043695898055,0.014036416618029086,0.027911631233238404,0.00784817251274203,0.02206498977540486
130,0,max_steps,1,0,0,1.445599816886356,2500,,,0.937052231077248,0.1,0.027650658041238785,1.8480422496795654,-0.041497692465782166,193.6583709716797,0.0,6.445599816886171,1533,-4.999999999999671,0.0,0.0,0.0005782399267545424,{4: 250},"{1: 9, 2: 41, 3: 200}",{1: 250},{1: 250},{1: 250},{1: 250},0.005012027845173442,0.007824019892781336,0.007669798970226183,0.011456006652771293,0.02160813299304285,0.028917777814713514,0.025403357950224324,0.024870235650767476,,,,
140,0,max_steps,1,0,0,0.900698951070113,2500,,,0.9323774977159699,0.1,0.027437038719654083,1.8462896347045898,-0.041497692465782166,193.6583709716797,0.0,5.9006989510699634,1280,-4.999999999999671,0.0,0.0,0.0003602795804280452,{4: 250},"{5: 1, 4: 30, 3: 219}",{1: 250},"{1: 248, 2: 2}",{1: 250},{1: 250},0.006701011201541384,0.010241085692150577,0.009659500119870625,0.011526260000690895,0.01683645940619523,0.03337838959525748,0.02107240597836104,0.028648984619204416,,,,
150,0,max_steps,1,0,0,-0.6659456482470429,2500,,,0.9277260855008077,0.1,0.029359245672822,1.940785527229309,-0.041497692465782166,202.43710327148438,0.0,4.334054351752965,1137,-4.999999999999671,0.0,0.0,-0.0002663782592988172,"{4: 16, 5: 179, 6: 55}","{1: 38, 2: 28, 3: 184}",{1: 250},{1: 250},{1: 250},{1: 250},0.012932021576752276,0.01367044063054023,0.018336196130579057,0.016702842772646637,0.02641493787378797,0.03320146773808287,0.0312197552372236,0.039528948272934655,,,,
160,0,max_steps,1,0,0,6.624992226533012,2500,,,0.923097878088044,0.1,0.03206867352128029,2.0664546489715576,-0.041497692465782166,207.44053649902344,0.0,11.624992226532749,1513,-4.999999999999671,0.0,0.0,0.0026499968906132047,"{5: 153, 4: 97}","{2: 38, 3: 212}",{1: 250},{1: 250},{1: 250},{1: 250},0.010783630560221646,0.00895885151667123,0.017984818873891917,0.019719406141726452,0.026605926784481683,0.025310429551160654,0.03643798835223195,0.05169810158776615,,,,
