ep,stage,done_reason,action_repeat,hits,crash,return,steps,avg_steps_per_hit,med_steps_per_hit,epsilon,alpha,q_mean,q_std,q_min,q_max,r_hit,r_progress,progress_steps,r_step,r_near_boundary,r_oob,r_stagnate,mean_return_per_step,vx_bin_counts,vy_bin_counts,theta_bin_counts,omega_bin_counts,near_vx_bin_counts,near_vy_bin_counts,near_theta_bin_counts,near_omega_bin_counts,vx_abs_p90,vy_abs_p90,theta_abs_p90,omega_abs_p90,near_omega_abs_p90
2870,0,max_steps,1,1,0,551.1251862466726,2500,1813.0,1813.0,0.23802992697387032,0.1,0.10628353804349899,4.8289642333984375,-62.48640441894531,244.77285766601562,500.0,56.12318624666731,1568,-4.997999999999672,0.0,0.0,0.0,0.22045007449866902,{1: 250},{1: 250},"{1: 221, 0: 23, 2: 6}",{1: 250},{1: 65},{1: 65},{1: 65},{1: 65},0.13432200556275933,0.09926209919684248,0.19620586661174355,0.22052568881430876,0.17969406390813883
2880,0,max_steps,1,0,0,18.905997524368637,2500,,,0.23684245160835285,0.1,0.10784104466438293,4.844801902770996,-62.48640441894531,224.48727416992188,0.0,23.905997524368132,1227,-4.999999999999671,0.0,0.0,0.0,0.007562399009747455,{1: 250},{1: 250},"{1: 238, 2: 5, 0: 7}",{1: 250},{1: 90},{1: 90},"{1: 83, 0: 7}",{1: 90},0.09931786052542146,0.046484185484089356,0.1366363429865552,0.17685252028491438,0.15420774462309142
2890,0,crash,1,0,1,-88.26914906502094,1560,,,0.23566090027836173,0.1,0.10759662836790085,4.866873264312744,-62.48640441894531,261.3518981933594,0.0,13.917030356582261,698,-3.119999999999878,-19.06617942160298,-80.0,0.0,-0.05658278786219291,{1: 156},{1: 156},"{1: 150, 2: 6}",{1: 156},{1: 6},{1: 6},{1: 6},{1: 6},0.1244747600510984,0.07935922903224454,0.15166974294016067,0.1821092386592122,0.18615681344258628
2900,0,max_steps,1,0,0,-77.6275752613431,2500,,,0.23448524343027585,0.1,0.10748610645532608,4.899723529815674,-63.13005065917969,257.2816467285156,0.0,21.874639930414723,1240,-4.999999999999671,-94.50221519175807,0.0,0.0,-0.03105103010453724,{1: 250},{1: 250},{1: 250},{1: 250},{1: 20},{1: 20},{1: 20},{1: 20},0.0882905979761435,0.07857651104840686,0.11413182039696196,0.09793480171760297,0.060951559698304666
2910,0,max_steps,1,0,0,16.146424604750468,2500,,,0.23331545165791032,0.1,0.10721606761217117,4.886915683746338,-63.13005065917969,235.51565551757812,0.0,21.146424604749946,1123,-4.999999999999671,0.0,0.0,0.0,0.0064585698419001875,{1: 250},{1: 250},"{1: 246, 2: 4}",{1: 250},{},{},{},{},0.10677322678670098,0.05625513926826144,0.1499978299236637,0.1763771315254605,
2920,0,max_steps,1,0,0,12.014128876967337,2500,,,0.23215149570178067,0.1,0.11156857758760452,5.021831512451172,-63.13005065917969,273.1073913574219,0.0,17.014128876967867,887,-4.999999999999671,0.0,0.0,0.0,0.004805651550786935,{1: 250},{1: 250},"{1: 242, 0: 8}",{1: 250},{},{},{},{},0.06518415722393621,0.0787165701203213,0.09596408042397203,0.10583097104579149,
2930,0,max_steps,1,0,0,16.06824263520797,2500,,,0.23099334644837125,0.1,0.11508584767580032,5.041367530822754,-63.13005065917969,270.739501953125,0.0,21.06824263520754,835,-4.999999999999671,0.0,0.0,0.0,0.006427297054083188,{1: 250},{1: 250},"{1: 207, 2: 18, 0: 25}",{1: 250},{},{},{},{},0.15454431735407798,0.07885007498762234,0.22409552453889947,0.2247097158948936,
2940,0,crash,1,0,1,-85.65427798591878,1660,,,0.22984097492940683,0.1,0.11659345775842667,5.052052021026611,-62.72198486328125,244.9118194580078,0.0,23.54048683315768,1085,-3.319999999999856,-25.87476481907663,-80.0,0.0,-0.05159896264211975,{1: 166},{1: 166},"{1: 142, 0: 24}",{1: 166},{1: 33},{1: 33},"{0: 7, 1: 26}",{1: 33},0.14451477888447803,0.08195259446046074,0.1962893633008606,0.23214517175497684,0.3194121136624443
2950,0,crash,1,0,1,-97.04881173768894,1244,,,0.2286943523211281,0.1,0.11711914092302322,5.041414737701416,-63.14065933227539,238.5696563720703,0.0,2.4086226772448227,214,-2.4879999999999476,-16.969434414933765,-80.0,0.0,-0.07801351425859239,{1: 124},{1: 124},"{1: 103, 0: 21}",{1: 124},{1: 22},{1: 22},{1: 22},{1: 22},0.16422579618894043,0.05592870636310075,0.2031022361416342,0.1967323816370445,0.11808255671503641
2960,0,max_steps,1,1,0,530.3132382870922,2500,1855.0,1855.0,0.22755344994357077,0.1,0.11968795955181122,5.108361721038818,-63.7187614440918,263.59503173828125,500.0,35.31123828706443,1083,-4.997999999999672,0.0,0.0,0.0,0.21212529531483687,{1: 250},{1: 250},"{1: 232, 0: 14, 2: 4}",{1: 250},{1: 45},{1: 45},{1: 45},{1: 45},0.11432245784455528,0.07702544487837434,0.14084294762257424,0.18969486083190928,0.14383609388946555
2970,0,max_steps,1,0,0,10.34205732934467,2500,,,0.22641823925984803,0.1,0.11985714733600616,5.014177322387695,-63.7187614440918,233.54833984375,0.0,15.34205732934508,1264,-4.999999999999671,0.0,0.0,0.0,0.0041368229317378675,{1: 250},{1: 250},{1: 250},{1: 250},{1: 104},{1: 104},{1: 104},{1: 104},0.06047892934266014,0.04851494210244762,0.08424147092500606,0.10966695873663443,0.11098040274353549
2980,0,max_steps,1,0,0,29.502677087649584,2500,,,0.22528869187543696,0.1,0.11983117461204529,5.012439727783203,-63.7187614440918,254.92579650878906,0.0,34.502677087648934,1099,-4.999999999999671,0.0,0.0,0.0,0.011801070835059834,{1: 250},{1: 250},"{1: 217, 2: 23, 0: 10}",{1: 250},{1: 30},{1: 30},{1: 30},{1: 30},0.1299818322523066,0.07760177230492539,0.19574488354482897,0.2193478791054682,0.07895484546675813
2990,0,max_steps,1,0,0,26.34068742040886,2500,,,0.22416477953746822,0.1,0.11945546418428421,4.974489212036133,-64.31047821044922,227.14718627929688,0.0,34.4511456826663,1045,-4.999999999999671,-3.1104582622577706,0.0,0.0,0.010536274968163544,"{1: 243, 2: 7}",{1: 250},"{1: 223, 2: 27}",{1: 250},{},{},{},{},0.11933525922609436,0.06781226299187391,0.19380367588774292,0.10464328679342873,
3000,0,crash,1,0,1,-92.14672210088233,1514,,,0.22304647413401948,0.1,0.121414914727211,4.977590560913086,-64.31047821044922,219.17747497558594,0.0,5.312053190303632,566,-3.027999999999888,-14.430775291186157,-80.0,0.0,-0.06086309253691039,{1: 151},{1: 151},"{1: 133, 0: 18}",{1: 151},{},{},{},{},0.13993884889931635,0.0813924836207254,0.19026329890260715,0.23779883803228272,
3010,0,max_steps,1,0,0,5.911010243819798,2500,,,0.2219337476934121,0.1,0.12196991592645645,5.004024505615234,-64.31047821044922,249.2315673828125,0.0,10.911010243819579,982,-4.999999999999671,0.0,0.0,0.0,0.0023644040975279194,{1: 250},{1: 250},{1: 250},{1: 250},{},{},{},{},0.0528000671211861,0.05008759682369615,0.06670113293592117,0.06348666390728532,
3020,0,max_steps,1,0,0,-2.207607494797295,2500,,,0.22082657238351158,0.1,0.12216202914714813,5.008526802062988,-64.31047821044922,220.52525329589844,0.0,2.7923925052026632,650,-4.999999999999671,0.0,0.0,0.0,-0.000883042997918918,{1: 250},{1: 250},{1: 250},{1: 250},{},{},{},{},0.06624498128709008,0.0581616775099015,0.07772296505019166,0.06829730915215422,
3030,0,max_steps,1,0,0,-37.22958667781233,2500,,,0.21972492051103149,0.1,0.12292172014713287,5.021786689758301,-64.48847961425781,241.68460083007812,0.0,13.023060236915034,1489,-4.999999999999671,-45.25264691472684,0.0,0.0,-0.014891834671124931,{1: 250},{1: 250},{1: 250},{1: 250},{},{},{},{},0.059579820326639436,0.09363912393863963,0.08459325623859591,0.10267226685202323,
3040,0,max_steps,1,0,0,13.418289809293299,2500,,,0.21862876452084054,0.1,0.12802526354789734,5.1381402015686035,-64.48847961425781,232.68862915039062,0.0,18.418289809293398,1471,-4.999999999999671,0.0,0.0,0.0,0.00536731592371732,{1: 250},{1: 250},{1: 250},{1: 250},{1: 5},{1: 5},{1: 5},{1: 5},0.07120347055991202,0.05037009849027433,0.10571204492183955,0.09317619825190095,0.10925393157659982
3050,0,max_steps,1,0,0,26.781438823734284,2500,,,0.21753807699527364,0.1,0.13029132783412933,5.204625606536865,-64.48847961425781,280.1987609863281,0.0,31.78143882373374,1275,-4.999999999999671,0.0,0.0,0.0,0.010712575529493713,{1: 250},{1: 250},"{1: 226, 0: 13, 2: 11}",{1: 250},{},{},{},{},0.13568658371803421,0.05522217211628646,0.1774078684165252,0.22221886751279576,
3060,0,max_steps,1,1,0,536.4358527765887,2500,389.0,389.0,0.21645283065344587,0.1,0.13335846364498138,5.204535484313965,-64.48847961425781,256.7977600097656,500.0,41.433852776546324,1439,-4.997999999999672,0.0,0.0,0.0,0.21457434111063547,{1: 250},{1: 250},"{1: 233, 2: 15, 0: 2}",{1: 250},{1: 23},{1: 23},{1: 23},{1: 23},0.11392491936785241,0.06592802277351399,0.16468927092249921,0.17427934054310273,0.04466001476660219
3070,0,max_steps,1,1,0,531.9835151428698,2500,463.0,463.0,0.21537299835057042,0.1,0.13274213671684265,5.165271759033203,-64.48847961425781,254.4196319580078,500.0,36.9815151428215,1495,-4.997999999999672,0.0,0.0,0.0,0.21279340605714792,{1: 250},{1: 250},"{1: 226, 0: 24}",{1: 250},{1: 28},{1: 28},{1: 28},{1: 28},0.12939999772552785,0.07251442442257462,0.17707813821527604,0.1921510945256116,0.059016989594181855
3080,0,crash,1,0,1,-96.3460615163515,1406,,,0.2142985530772792,0.1,0.13331349194049835,5.203620910644531,-64.48847961425781,263.1880187988281,0.0,1.055897116058976,131,-2.811999999999912,-14.589958632410479,-80.0,0.0,-0.06852493706710633,{1: 140},{1: 140},{1: 140},{1: 140},{},{},{},{},0.09633424848388533,0.058118637091690316,0.10903392567282845,0.0604270063769535,
3090,0,max_steps,1,1,0,514.0576469449385,2500,719.0,719.0,0.21322946795894776,0.1,0.13454227149486542,5.249235153198242,-65.84339904785156,264.8248291015625,500.0,19.055646944900186,1040,-4.997999999999672,0.0,0.0,0.0,0.2056230587779754,{1: 250},{1: 250},"{1: 239, 2: 11}",{1: 250},{1: 22},{1: 22},{1: 22},{1: 22},0.11184770743606597,0.08748806229541511,0.12932850410689412,0.13062186785187463,0.04941057273653468
3100,0,max_steps,1,0,0,23.43313299465634,2500,,,0.21216571625502262,0.1,0.13511823117733002,5.259209632873535,-65.84339904785156,266.2237243652344,0.0,28.43313299465593,1275,-4.999999999999671,0.0,0.0,0.0,0.009373253197862535,{1: 250},{1: 250},"{1: 245, 2: 5}",{1: 250},{1: 14},{1: 14},{1: 14},{1: 14},0.11701391809076431,0.0825451275502929,0.14460164888877733,0.15781833601887324,0.12584738748858645
3110,0,max_steps,1,1,0,523.258787727675,2500,140.0,140.0,0.21110727135835275,0.1,0.13510088622570038,5.212064743041992,-65.84339904785156,238.6773681640625,500.0,28.25678772765782,1647,-4.997999999999672,0.0,0.0,0.0,0.20930351509106998,{1: 250},{1: 250},"{1: 243, 0: 7}",{1: 250},{1: 85},{1: 85},"{1: 78, 0: 7}",{1: 85},0.06390088701251656,0.07567948969225277,0.09614373264712484,0.1168204718482842,0.13442244247642823
3120,0,max_steps,1,1,0,523.8984110810009,2500,2342.0,2342.0,0.21005410679452396,0.1,0.13471026718616486,5.198113918304443,-65.84339904785156,252.9622344970703,500.0,28.896411080993246,1030,-4.997999999999672,0.0,0.0,0.0,0.20955936443240034,{1: 250},{1: 250},"{1: 231, 2: 5, 0: 14}",{1: 250},{1: 57},{1: 57},"{1: 55, 2: 2}",{1: 57},0.12317697763019873,0.05399949106340339,0.16161107008353595,0.19713633844979514,0.19933654856069405
3130,0,max_steps,1,1,0,504.6770501427387,2500,856.0,856.0,0.2090061962211966,0.1,0.14010725915431976,5.346677303314209,-65.84339904785156,258.25006103515625,500.0,43.9647345791643,1091,-4.997999999999672,-34.28968443646129,0.0,0.0,0.2018708200570955,{1: 250},{1: 250},"{1: 183, 2: 41, 0: 26}",{1: 250},{1: 44},{1: 44},"{2: 9, 1: 20, 0: 15}",{1: 44},0.18387588255971551,0.050735190584482934,0.254000966882551,0.2857388268616668,0.3867833272825985
3140,0,max_steps,1,1,0,525.0889215935439,2500,1666.0,1666.0,0.20796351342744684,0.1,0.13923411071300507,5.282077789306641,-65.84339904785156,239.425048828125,500.0,30.08692159352531,1104,-4.997999999999672,0.0,0.0,0.0,0.21003556863741754,"{1: 244, 2: 6}",{1: 250},"{1: 230, 2: 20}",{1: 250},"{1: 81, 2: 5}",{1: 86},"{1: 81, 2: 5}",{1: 86},0.10541011898824268,0.04018611514220435,0.13629907049775608,0.19135751272561904,0.14978099803505196
3150,0,crash,1,0,1,-78.65586776538778,553,,,0.20692603233311097,0.1,0.14367586374282837,5.372975826263428,-65.84339904785156,253.46597290039062,0.0,7.185349552230316,215,-1.1060000000000008,-4.735217317618112,-80.0,0.0,-0.1422348422520575,"{1: 37, 0: 18}",{1: 55},"{1: 26, 0: 29}",{1: 55},{},{},{},{},0.3396964294245532,0.0816973467700171,0.387467004798601,0.21371674430068643,
3160,0,crash,1,0,1,-168.9845135275381,1612,,,0.20589372698813307,0.1,0.14581315219402313,5.433413982391357,-65.53363037109375,261.70220947265625,0.0,7.757765929095781,537,-3.2239999999998665,-93.51827945663385,-80.0,0.0,-0.10482910268457699,{1: 161},{1: 161},{1: 161},{1: 161},{},{},{},{},0.06095868447059724,0.07484804089071899,0.07832940903879794,0.07904995590673108,
3170,0,max_steps,1,0,0,7.225588381324648,2500,,,0.20486657157191598,0.1,0.1501263678073883,5.545469760894775,-65.95198822021484,289.2975769042969,0.0,12.225588381324526,1258,-4.999999999999671,0.0,0.0,0.0,0.0028902353525298596,{1: 250},{1: 250},{1: 250},{1: 250},{},{},{},{},0.0882891246849353,0.04063976513765053,0.12894139103571545,0.13519824805856645,
3180,0,crash,1,0,1,-79.97618815099956,1682,,,0.20384454039267538,0.1,0.14894232153892517,5.5226240158081055,-66.07128143310547,267.4473876953125,0.0,13.833035204790981,625,-3.363999999999851,-10.445223355789919,-80.0,0.0,-0.04754826881747893,{1: 168},{1: 168},"{1: 147, 0: 21}",{1: 168},{1: 13},{1: 13},{1: 13},{1: 13},0.15855108224237127,0.07201461900359064,0.195471339838348,0.201294963917528,0.1142271397540695
3190,0,crash,1,0,1,-111.25260859135288,2482,,,0.20282760788679727,0.1,0.147519052028656,5.509810924530029,-66.07128143310547,267.0323791503906,0.0,15.595286527074673,1167,-4.963999999999675,-41.88389511842741,-80.0,0.0,-0.04482377461376023,{1: 248},{1: 248},"{1: 240, 0: 8}",{1: 248},{1: 41},{1: 41},"{1: 33, 0: 8}",{1: 41},0.07437403770931472,0.05399680632900141,0.0765876510926897,0.12685566255206984,0.24705747313187348
3200,0,max_steps,1,1,0,550.0392184737821,2500,1144.0,1144.0,0.2018157486181985,0.1,0.15216581523418427,5.5703444480896,-66.07128143310547,292.7601318359375,500.0,55.03721847375469,1785,-4.997999999999672,0.0,0.0,0.0,0.22001568738951283,"{1: 227, 0: 23}",{1: 250},"{1: 191, 2: 30, 0: 29}",{1: 250},{1: 28},{1: 28},"{2: 2, 1: 26}",{1: 28},0.24199559882019211,0.06371267103648404,0.28592713352537974,0.27005219395838026,0.22140725955970736
3210,0,max_steps,1,1,0,519.9881843215817,2500,570.0,570.0,0.20080893727769064,0.1,0.15723463892936707,5.692294120788574,-66.07128143310547,296.89117431640625,500.0,24.98618432154671,1478,-4.997999999999672,0.0,0.0,0.0,0.20799527372863266,{1: 250},{1: 250},"{1: 234, 2: 8, 0: 8}",{1: 250},{1: 77},{1: 77},{1: 77},{1: 77},0.11247781798318668,0.047258053437306755,0.15652017399023285,0.1576408202596188,0.11963059496900229
3220,0,max_steps,1,0,0,17.15665317913621,2500,,,0.19980714868234667,0.1,0.15483619272708893,5.525670051574707,-66.07128143310547,254.35247802734375,0.0,22.156653179135894,1295,-4.999999999999671,0.0,0.0,0.0,0.006862661271654484,{1: 250},{1: 250},"{1: 246, 2: 4}",{1: 250},{1: 91},{1: 91},{1: 91},{1: 91},0.07591159171485981,0.05639832410655067,0.1017405691543956,0.12000486602286115,0.10231493935611485
3230,0,max_steps,1,1,0,543.9030918079794,2500,1913.0,1913.0,0.19881035777487138,0.1,0.1579943150281906,5.577099323272705,-66.07128143310547,292.1898193359375,500.0,48.90109180796629,1537,-4.997999999999672,0.0,0.0,0.0,0.21756123672319178,{1: 250},{1: 250},"{1: 232, 2: 18}",{1: 250},{1: 8},{1: 8},{1: 8},{1: 8},0.12921000188189852,0.06438381305025154,0.1692815361611467,0.15314302195213036,0.2028736696053507
3240,0,max_steps,1,1,0,566.2514187495248,2500,662.0,662.0,0.1978185396229746,0.1,0.15973423421382904,5.6293559074401855,-66.07128143310547,257.9093933105469,500.0,71.24941874949761,1950,-4.997999999999672,0.0,0.0,0.0,0.2265005674998099,{1: 250},{1: 250},"{1: 208, 0: 14, 2: 28}",{1: 250},{1: 40},{1: 40},"{1: 35, 0: 5}",{1: 40},0.1464830713510451,0.04917013046483938,0.1980818105020226,0.17319590903496987,0.14870158024921004
3250,0,max_steps,1,1,0,528.7406778667732,2500,1714.0,1714.0,0.19683166941874727,0.1,0.16296708583831787,5.6838459968566895,-66.07128143310547,275.42547607421875,500.0,33.738677866771596,1977,-4.997999999999672,0.0,0.0,0.0,0.2114962711467093,{1: 250},{1: 250},"{1: 243, 0: 7}",{1: 250},{1: 103},{1: 103},{1: 103},{1: 103},0.09021235159480746,0.0647784336858931,0.12394823650258831,0.15705348208705602,0.15973257795247836
3260,0,max_steps,1,1,0,545.6766642031185,2500,768.0,768.0,0.19584972247804144,0.1,0.16330841183662415,5.673465251922607,-65.87396240234375,249.512451171875,500.0,50.674664203100974,1516,-4.997999999999672,0.0,0.0,0.0,0.21827066568124742,{1: 250},{1: 250},"{1: 193, 0: 25, 2: 32}",{1: 250},{1: 35},{1: 35},"{1: 31, 0: 4}",{1: 35},0.14636761094090797,0.043441078450341904,0.241162400667205,0.25883800797167145,0.21255120010734974
3270,0,max_steps,1,1,0,535.7285644326997,2500,2037.0,2037.0,0.19487267423985233,0.1,0.16577506065368652,5.746142387390137,-65.87396240234375,291.7594909667969,500.0,40.72656443268539,1309,-4.997999999999672,0.0,0.0,0.0,0.21429142577307989,{1: 250},{1: 250},"{1: 215, 0: 17, 2: 18}",{1: 250},{1: 8},{1: 8},{1: 8},{1: 8},0.12817019702228516,0.09187285787376613,0.2080025406027303,0.24001290195031214,0.25130893753637457
3280,0,max_steps,1,1,0,533.890630048268,2500,1752.0,1752.0,0.19390050026570443,0.1,0.17022256553173065,5.823866844177246,-65.87396240234375,278.5619812011719,500.0,38.888630048247094,1249,-4.997999999999672,0.0,0.0,0.0,0.2135562520193072,{1: 250},{1: 250},"{1: 211, 2: 12, 0: 27}",{1: 250},{1: 13},{1: 13},{1: 13},{1: 13},0.13831322443778507,0.07761659074424654,0.19628452844009361,0.1898591314668878,0.09103422327724671
3290,0,max_steps,1,0,0,9.530580023237022,2500,,,0.19293317623903994,0.1,0.1705024093389511,5.815814018249512,-65.87396240234375,275.09100341796875,0.0,14.530580023236855,825,-4.999999999999671,0.0,0.0,0.0,0.003812232009294809,{1: 250},{1: 250},"{1: 245, 2: 5}",{1: 250},{},{},{},{},0.09746702579754081,0.03059652211257734,0.1153555042052513,0.10397703528082032,
3300,0,max_steps,1,0,0,15.730663147198262,2500,,,0.1919706779646106,0.1,0.1742735505104065,5.819123268127441,-65.87396240234375,257.3408203125,0.0,34.80032974171401,1155,-4.999999999999671,-14.069666594515967,0.0,0.0,0.006292265258879305,{1: 250},{1: 250},"{1: 239, 0: 7, 2: 4}",{1: 250},{1: 87},{1: 87},"{1: 84, 2: 3}",{1: 87},0.10394592512652003,0.0474624843084653,0.13584837417045173,0.13506176385258764,0.08598905265502328
3310,0,success,1,2,0,1025.1188778866485,800,400.0,400.0,0.1910129813678727,0.1,0.17648373544216156,5.818637371063232,-65.87396240234375,249.0867919921875,1000.0,26.71487788664919,798,-1.5960000000000012,0.0,0.0,0.0,1.2813985973583106,{1: 80},{1: 80},"{1: 64, 0: 16}",{1: 80},{1: 33},{1: 33},"{1: 19, 0: 14}",{1: 33},0.13933260157406574,0.09313036553234069,0.22080734792628856,0.20159125251600463,0.21120611003404977
3320,0,crash,1,0,1,-96.01894049300574,1239,,,0.19006006249438467,0.1,0.1812869757413864,5.84404993057251,-64.49293518066406,253.18284606933594,0.0,0.374422101176361,90,-2.4779999999999487,-13.915362594182117,-80.0,0.0,-0.07749712711299898,{1: 123},{1: 123},"{1: 111, 0: 12}",{1: 123},{},{},{},{},0.1256659393996238,0.03248357571921148,0.17543927220976105,0.2158341428873626,
3330,0,crash,1,0,1,-118.66808622948442,1730,,,0.18911189750920804,0.1,0.1826470047235489,5.923022270202637,-64.49293518066406,282.67864990234375,0.0,10.590583525937294,385,-3.4599999999998405,-45.79866975542123,-80.0,0.0,-0.0685942694968118,{1: 173},{1: 173},"{1: 160, 0: 8, 2: 5}",{1: 173},{},{},{},{},0.1258284175032607,0.03690275159545843,0.17311852600173624,0.1787439985475472,
3340,0,max_steps,1,1,0,528.0859453837002,2500,379.0,379.0,0.1881684626963112,0.1,0.1830560564994812,5.943637371063232,-64.49293518066406,294.4317932128906,500.0,33.08394538365129,1419,-4.997999999999672,0.0,0.0,0.0,0.21123437815348006,{1: 250},{1: 250},"{1: 213, 2: 21, 0: 16}",{1: 250},{1: 47},{1: 47},"{2: 2, 1: 45}",{1: 47},0.142979855764156,0.050154285159602026,0.210804953173344,0.2657766773802908,0.30175976088230017
3350,0,max_steps,1,0,0,17.532968695068604,2500,,,0.18722973445797636,0.1,0.18091219663619995,5.87448263168335,-65.78461456298828,259.43035888671875,0.0,22.532968695067655,1512,-4.999999999999671,0.0,0.0,0.0,0.007013187478027441,{1: 250},{1: 250},{1: 250},{1: 250},{1: 108},{1: 108},{1: 108},{1: 108},0.09316082850955769,0.0677212940276221,0.10914681873874421,0.09523214398406966,0.09675627427224189
3360,0,max_steps,1,1,0,540.0437673474014,2500,1170.0,1170.0,0.18629568931420912,0.1,0.1815461367368698,5.838162899017334,-65.78461456298828,268.3398742675781,500.0,45.04176734737151,1632,-4.997999999999672,0.0,0.0,0.0,0.21601750693896055,{1: 250},{1: 250},"{1: 233, 2: 4, 0: 13}",{1: 250},{1: 11},{1: 11},{1: 11},{1: 11},0.13131658936551036,0.04689273864188811,0.1602268946046363,0.16450136360250572,0.030995127783345545
3370,0,max_steps,1,0,0,4.116402817713283,2500,,,0.18536630390215128,0.1,0.17997992038726807,5.777662754058838,-65.91522216796875,238.38241577148438,0.0,9.116402817713102,869,-4.999999999999671,0.0,0.0,0.0,0.0016465611270853131,{1: 250},{1: 250},{1: 250},{1: 250},{},{},{},{},0.06248849927789271,0.060459453747019734,0.10683070627501426,0.1334494879349658,
3380,0,max_steps,1,1,0,528.3588921776158,2500,392.0,392.0,0.1844415549754964,0.1,0.18158932030200958,5.797067642211914,-65.91522216796875,268.9080505371094,500.0,33.356892177578544,1429,-4.997999999999672,0.0,0.0,0.0,0.2113435568710463,{1: 250},{1: 250},"{1: 235, 2: 15}",{1: 250},{1: 14},{1: 14},{1: 14},{1: 14},0.09608318133920461,0.09948721529289135,0.13693365688161285,0.21234504061462375,0.09852768645615777
3390,0,max_steps,1,1,0,518.0404445510297,2500,1173.0,1173.0,0.1835214194039085,0.1,0.18190062046051025,5.80177640914917,-65.91522216796875,258.60302734375,500.0,23.038444550985346,1058,-4.997999999999672,0.0,0.0,0.0,0.2072161778204119,{1: 250},{1: 250},{1: 250},{1: 250},{1: 12},{1: 12},{1: 12},{1: 12},0.08077132810600385,0.052385136165270116,0.10457305622660625,0.10588573722642751,0.08987238419253048
3400,0,max_steps,1,1,0,468.91441529443756,2500,412.0,412.0,0.1826058741724434,0.1,0.18454626202583313,5.8904032707214355,-65.96004486083984,269.84515380859375,500.0,29.071186919156773,1579,-4.997999999999672,-55.158771624761535,0.0,0.0,0.18756576611777503,{1: 250},{1: 250},{1: 250},{1: 250},{1: 53},{1: 53},{1: 53},{1: 53},0.0627238842543137,0.09934198967409834,0.07073449652079128,0.0743091423229822,0.07894966850366883
3410,0,crash,1,0,1,-77.25264375712496,1140,,,0.1816948963809729,0.1,0.18925181031227112,6.035813808441162,-65.96004486083984,274.5789489746094,0.0,19.275604575259887,750,-2.2799999999999705,-14.248248332384879,-80.0,0.0,-0.06776547697993417,{1: 114},{1: 114},{1: 114},{1: 114},{1: 32},{1: 32},{1: 32},{1: 32},0.12653910405065094,0.09585362612261047,0.14419111462233428,0.128380628672387,0.1170687648115249
3420,0,max_steps,1,1,0,545.8089519514693,2500,1616.0,1616.0,0.1807884632436123,0.1,0.19484637677669525,6.119213581085205,-65.96004486083984,272.6075439453125,500.0,50.8069519514425,1192,-4.997999999999672,0.0,0.0,0.0,0.21832358078058772,"{1: 242, 2: 8}",{1: 250},"{1: 193, 2: 41, 0: 16}",{1: 250},"{1: 43, 2: 4}",{1: 47},"{2: 10, 1: 37}",{1: 47},0.17537214102216875,0.06825288553995648,0.24476408540251104,0.23788668528382523,0.20867086663001022
3430,0,max_steps,1,1,0,542.691461667542,2500,1236.0,1236.0,0.17988655208815033,0.1,0.1997096836566925,6.199275493621826,-65.96004486083984,277.34686279296875,500.0,47.68946166751901,1319,-4.997999999999672,0.0,0.0,0.0,0.21707658466701676,{1: 250},{1: 250},"{1: 233, 2: 17}",{1: 250},{1: 68},{1: 68},{1: 68},{1: 68},0.12441660289157866,0.08185401141892122,0.162341926766235,0.1588149322402054,0.11078547347186612
3440,0,success,1,2,0,1014.0500974687009,638,319.0,319.0,0.17898914035548197,0.1,0.204563707113266,6.324243545532227,-66.42228698730469,326.6080322265625,1000.0,15.322097468701987,538,-1.272000000000001,0.0,0.0,0.0,1.5894202154681831,{1: 63},{1: 63},"{1: 53, 2: 10}",{1: 63},{1: 27},{1: 27},"{2: 6, 1: 21}",{1: 27},0.13327916800245107,0.0885687435051404,0.2075762893930624,0.21503461739937235,0.23094133452857288
3450,1,max_steps,3,0,0,13.013326902914129,3000,,,0.5988008997000376,0.1,0.2094651460647583,6.4506120681762695,-66.42228698730469,307.5982666015625,0.0,19.013326902914145,1625,-5.999999999999561,0.0,0.0,0.0,0.00433777563430471,{1: 300},{1: 300},{1: 300},{1: 300},{},{},{},{},0.03668654536707515,0.04986998155509265,0.046556883574026736,0.06360377419648824,
3460,1,max_steps,3,1,0,526.137576366427,3000,555.0,555.0,0.5958136227375005,0.1,0.20908977091312408,6.425883769989014,-66.42228698730469,303.5996398925781,500.0,32.13557636641006,1082,-5.9979999999995615,0.0,0.0,0.0,0.1753791921221423,{1: 300},{1: 300},"{1: 273, 0: 15, 2: 12}",{1: 300},{1: 29},{1: 29},"{0: 11, 1: 18}",{1: 29},0.12090750692686873,0.0547800705625478,0.1652259204214394,0.17850230761708916,0.18965306650401695
3470,1,max_steps,3,0,0,14.130708909839113,3000,,,0.5928412485976801,0.1,0.20845986902713776,6.399600028991699,-66.42228698730469,285.1753845214844,0.0,20.13070890983907,867,-5.999999999999561,0.0,0.0,0.0,0.004710236303279704,{1: 300},{1: 300},{1: 300},{1: 300},{},{},{},{},0.1050188119395095,0.03804608279827962,0.1237670161550564,0.12706122223450053,
3480,1,crash,3,0,1,-172.55390431942374,1968,,,0.5898837029338962,0.1,0.2056984156370163,6.359740257263184,-66.42228698730469,281.65283203125,0.0,5.919207118395816,696,-3.935999999999788,-94.53711143781955,-80.0,0.0,-0.08767982943060149,{1: 196},{1: 196},{1: 196},{1: 196},{},{},{},{},0.0495786871652604,0.054066950622961116,0.06871347706191455,0.08359464863634933,
