ep,stage,done_reason,action_repeat,hits,crash,return,steps,avg_steps_per_hit,med_steps_per_hit,epsilon,alpha,q_mean,q_std,q_min,q_max,r_hit,r_progress,progress_steps,r_step,r_near_boundary,r_oob,r_stagnate,mean_return_per_step,dx_bin_counts,dy_bin_counts,vx_bin_counts,vy_bin_counts,theta_bin_counts,omega_bin_counts,vx_abs_p50,vy_abs_p50,theta_abs_p50,omega_abs_p50,vx_abs_p90,vy_abs_p90,theta_abs_p90,omega_abs_p90,near_vx_abs_p90,near_vy_abs_p90,near_theta_abs_p90,near_omega_abs_p90
210,0,crash,1,1,1,371.95171115766976,1874,642.0,642.0,0.9003008814971583,0.1,-0.0022454799618571997,1.6404343843460083,-23.37674903869629,170.10948181152344,500.0,15.350674795175957,757,-3.745999999999809,-59.6529636375409,-80.0,0.0,0.19848010200515995,"{1: 29, 2: 25, 3: 32, 4: 101}","{5: 14, 4: 32, 3: 18, 0: 123}",{1: 187},{1: 187},{1: 187},{1: 187},0.02500026931338781,0.028260704635253757,0.029821808805290173,0.028783379539082974,0.06798860140382038,0.03657801945066412,0.07613452666341469,0.07211598718814467,0.05703349292744913,0.036313225596806845,0.04869683808828723,0.0723754884754467
220,0,max_steps,1,0,0,-3.5808503952754327,2500,,,0.895809491981886,0.1,-0.000993915251456201,1.764439582824707,-24.028762817382812,168.78213500976562,0.0,1.419149604724315,598,-4.999999999999671,0.0,0.0,0.0,-0.001432340158110173,"{5: 109, 6: 141}","{3: 62, 2: 64, 1: 75, 0: 49}",{1: 250},{1: 250},{1: 250},{1: 250},0.011928118987539527,0.014596881563223186,0.01591237990933899,0.01929785382822644,0.03506866384550084,0.021580524347154285,0.04499510448762276,0.0422479927032593,,,,
230,0,max_steps,1,0,0,0.686896408743532,2500,,,0.8913405089533699,0.1,-0.0004065396497026086,1.8889679908752441,-27.697542190551758,185.37278747558594,0.0,5.686896408743528,1317,-4.999999999999671,0.0,0.0,0.0,0.0002747585634974128,"{0: 171, 1: 79}","{3: 60, 2: 100, 1: 55, 0: 35}",{1: 250},{1: 250},{1: 250},{1: 250},0.0077092498602151895,0.01540297806074972,0.01219442645125111,0.015558674053637853,0.031811768259381284,0.025768648705359113,0.046851200179852816,0.05761630372044973,,,,
240,0,max_steps,1,0,0,-3.9147366984198495,2500,,,0.8868938206309135,0.1,-0.0016268262406811118,1.8955297470092773,-27.697542190551758,185.37278747558594,0.0,1.085263301579867,409,-4.999999999999671,0.0,0.0,0.0,-0.00156589467936794,{5: 250},"{3: 81, 2: 62, 1: 74, 0: 33}",{1: 250},{1: 250},{1: 250},{1: 250},0.0035687826483620042,0.015411528483533075,0.005399067713587614,0.008133668852358422,0.013626033607715079,0.02555225583132682,0.02010518375723143,0.023863942532752775,,,,
250,0,crash,1,0,1,-165.16059192855158,2296,,,0.8824693157914677,0.1,-0.00254222028888762,1.9617730379104614,-29.51982307434082,190.4691162109375,0.0,0.006617314630039117,22,-4.591999999999716,-80.57520924318176,-80.0,0.0,-0.07193405571801027,"{4: 199, 5: 30}","{2: 13, 1: 36, 0: 180}",{1: 229},{1: 229},{1: 229},{1: 229},0.010497354526240898,0.022500178632230517,0.016598136471074665,0.021961221068510298,0.025586948455236614,0.033448344337982334,0.0388085713395461,0.05021167875719361,,,,
260,0,max_steps,1,0,0,-1.8592107332971486,2500,,,0.8780668837668493,0.1,-0.002420868957415223,2.0207841396331787,-28.042211532592773,193.52748107910156,0.0,3.1407892667027912,679,-4.999999999999671,0.0,0.0,0.0,-0.0007436842933188594,"{2: 113, 3: 137}","{3: 51, 2: 35, 1: 71, 0: 93}",{1: 250},{1: 250},{1: 250},{1: 250},0.01739007036303833,0.015219002150917104,0.022312789097927596,0.019524906644924376,0.03207737911728865,0.029723873035817482,0.04692628066846804,0.04759358228820874,,,,
270,0,crash,1,1,1,354.93755742090786,2079,677.0,677.0,0.8736864144409725,0.1,-0.00013738036795984954,2.1680331230163574,-30.776212692260742,206.73297119140625,500.0,6.949443059257477,491,-4.155999999999764,-67.85588563834007,-80.0,0.0,0.17072513584459253,"{2: 63, 3: 144}","{4: 48, 3: 19, 1: 13, 0: 127}",{1: 207},{1: 207},{1: 207},{1: 207},0.01016333870532869,0.02547577789632931,0.010210320366494986,0.015888039458318754,0.035590118996435605,0.04664278204844874,0.043085153647716964,0.04784374148849546,0.03704492392567377,0.03782587850254793,0.046108393437877364,0.04294559613568167
280,0,max_steps,1,0,0,-14.794200124396392,2500,,,0.8693277982470946,0.1,-0.0007164710550568998,2.1679646968841553,-29.454944610595703,206.73297119140625,0.0,13.114916167316116,1239,-4.999999999999671,-22.909116291712667,0.0,0.0,-0.0059176800497585565,"{1: 62, 0: 188}","{4: 61, 3: 115, 2: 42, 1: 32}",{1: 250},{1: 250},{1: 250},{1: 250},0.023033988453433407,0.02055413110519376,0.0320715323150408,0.027529346010212966,0.05704711326511504,0.029022222484714984,0.07492174568613238,0.07129805557126388,,,,
290,0,max_steps,1,0,0,1.7095930288662906,2500,,,0.864990926165076,0.1,-0.0006735755014233291,2.2264747619628906,-30.822032928466797,209.4180908203125,0.0,6.709593028866046,931,-4.999999999999671,0.0,0.0,0.0,0.0006838372115465163,"{2: 208, 3: 42}","{2: 149, 1: 34, 0: 67}",{1: 250},{1: 250},{1: 250},{1: 250},0.008177103970899838,0.014592997449077643,0.011427203000389434,0.012575784237549646,0.025649448417037837,0.03275248211746773,0.030793769166024564,0.034325898364002204,,,,
300,0,max_steps,1,0,0,-16.839406190744825,2500,,,0.8606756897186528,0.1,-0.0010879746405407786,2.258359432220459,-31.414522171020508,214.9602813720703,0.0,5.42265593529853,1223,-4.999999999999671,-17.262062126043364,0.0,0.0,-0.00673576247629793,"{4: 20, 5: 77, 6: 153}","{5: 22, 4: 43, 3: 158, 2: 27}",{1: 250},{1: 250},{1: 250},{1: 250},0.011717561038901791,0.018572985770242918,0.016657871787488312,0.01892706957600534,0.04149302949051696,0.03423343955132779,0.05579615284379246,0.07135376467261915,,,,
310,0,max_steps,1,0,0,-2.858501054527192,2500,,,0.8563819809727236,0.1,-0.001115471706725657,2.314255475997925,-32.04595184326172,215.89736938476562,0.0,2.2614864414727123,651,-4.999999999999671,-0.11998749599998171,0.0,0.0,-0.0011434004218108767,{2: 250},"{3: 33, 2: 95, 1: 38, 0: 84}",{1: 250},{1: 250},{1: 250},{1: 250},0.012745715496209406,0.01608877327118887,0.01750277319968592,0.01719429911579469,0.022090755933648412,0.03364158068635839,0.031140960283876945,0.0427359193821077,,,,
320,0,crash,1,0,1,-153.18834769196576,2485,,,0.8521096925306499,0.1,-0.0018463570158928633,2.348379611968994,-34.581085205078125,213.39195251464844,0.0,9.984218571204032,1105,-4.969999999999675,-78.20256626316997,-80.0,0.0,-0.06164521033881922,"{3: 58, 4: 190}","{5: 22, 4: 34, 3: 114, 2: 62, 1: 16}",{1: 248},{1: 248},{1: 248},{1: 248},0.010206504286728757,0.01803833403758163,0.016282532875171035,0.0195358289945851,0.03494113646961382,0.03125709212683797,0.04695852496778573,0.06464139573429556,0.04274409239951377,0.02674401487753555,0.08770530377440017,0.08492366680054673
330,0,max_steps,1,0,0,2.610693303436428,2500,,,0.84785871753157,0.1,-0.0015646300744265318,2.3436243534088135,-34.581085205078125,216.1898193359375,0.0,7.610693303436406,1008,-4.999999999999671,0.0,0.0,0.0,0.0010442773213745712,"{1: 205, 2: 45}","{2: 29, 1: 79, 0: 142}",{1: 250},{1: 250},{1: 250},{1: 250},0.009733454201824466,0.014228913029100667,0.015717206584632663,0.02260220384068511,0.03641563992206698,0.025859346647615557,0.04262383521729779,0.061857402067615204,,,,
340,0,max_steps,1,0,0,-2.889368311783242,2500,,,0.8436289496477257,0.1,-0.0005123477894812822,2.500359058380127,-35.64491653442383,228.45591735839844,0.0,2.4723337046755534,544,-4.999999999999671,-0.36170201645887656,0.0,0.0,-0.0011557473247132968,"{2: 143, 3: 93, 4: 14}","{1: 63, 0: 187}",{1: 250},{1: 250},{1: 250},{1: 250},0.015316244695228094,0.0172386141951974,0.016836310222151846,0.013476677390613525,0.03753215499035489,0.037115118972077865,0.04996262138805445,0.05166386231418859,,,,
350,0,max_steps,1,0,0,4.299524485113274,2500,,,0.8394202830818028,0.1,0.0001554930495331064,2.616166353225708,-37.39899444580078,235.67784118652344,0.0,9.299524485112945,1329,-4.999999999999671,0.0,0.0,0.0,0.0017198097940453096,"{5: 97, 6: 153}","{4: 19, 3: 186, 2: 45}",{1: 250},{1: 250},{1: 250},{1: 250},0.01609365701245251,0.013534256215074585,0.024351287086226026,0.031194516704330308,0.05792155982719158,0.024730303579512357,0.07746654088528318,0.07437384121734278,,,,
360,0,max_steps,1,0,0,3.456057391685363,2500,,,0.8352326125642855,0.1,0.0010827883379533887,2.6891112327575684,-37.39899444580078,242.81900024414062,0.0,8.456057391685341,1167,-4.999999999999671,0.0,0.0,0.0,0.0013824229566741452,"{0: 103, 1: 147}","{1: 64, 0: 186}",{1: 250},{1: 250},{1: 250},{1: 250},0.0130961359007816,0.010212118474234231,0.018924949166134308,0.025486588409046423,0.03853625607379635,0.019949921675499787,0.053018703873598985,0.05782073228000659,,,,
370,0,max_steps,1,0,0,-74.54581937645568,2500,,,0.8310658333508228,0.1,-0.0002829084696713835,2.6953611373901367,-36.44744110107422,242.81900024414062,0.0,0.5646914637612479,433,-4.999999999999671,-70.11051084021717,0.0,0.0,-0.029818327750582272,"{2: 226, 3: 24}","{3: 126, 2: 31, 1: 31, 0: 62}",{1: 250},{1: 250},{1: 250},{1: 250},0.005810850877323813,0.020355004528585158,0.006735307153677157,0.010429538609097677,0.021516714081199335,0.03346512684400625,0.025686678711692366,0.026434097910510195,,,,
380,0,crash,1,0,1,-125.65488423604843,2132,,,0.8269198412196082,0.1,0.0004867191019002348,2.7883963584899902,-36.44744110107422,247.15623474121094,0.0,3.2426652022859757,879,-4.263999999999752,-44.63354943833448,-80.0,0.0,-0.05893756296249927,{2: 213},"{5: 11, 4: 54, 3: 86, 2: 39, 1: 23}",{1: 213},{1: 213},{1: 213},{1: 213},0.00449485834969664,0.02184534746492966,0.005705740199951591,0.009172446661258476,0.00997936800147071,0.03827915703420871,0.014355549506666886,0.02295528812813438,,,,
390,0,crash,1,0,1,-181.44629158924033,2156,,,0.8227945324687735,0.1,-0.0002972817455884069,2.789660930633545,-39.43762969970703,247.15623474121094,0.0,2.5826054980303197,659,-4.311999999999747,-99.71689708727061,-80.0,0.0,-0.08415876233267176,"{1: 164, 2: 51}","{4: 19, 3: 60, 2: 45, 1: 46, 0: 45}",{1: 215},{1: 215},{1: 215},{1: 215},0.007968473849118914,0.022654985500000693,0.011286065761274531,0.014194619104006918,0.02873857913371832,0.03931375230103657,0.032583394425211507,0.036682245902193066,,,,
400,0,max_steps,1,0,0,4.3410752123614875,2500,,,0.8186898039137951,0.1,-0.0010032150894403458,2.7076451778411865,-39.43762969970703,222.88194274902344,0.0,9.341075212361329,1227,-4.999999999999671,0.0,0.0,0.0,0.001736430084944595,"{1: 150, 2: 100}","{3: 31, 2: 84, 1: 128, 0: 7}",{1: 250},{1: 250},{1: 250},{1: 250},0.011041941351864568,0.01525956553776616,0.012935274168988316,0.016415050766047806,0.03090109443977158,0.02317266993557007,0.04591398169898902,0.05559201315280434,,,,
410,0,max_steps,1,1,0,463.49353617247937,2500,736.0,736.0,0.8146055528849124,0.1,0.0018415616359561682,2.8656039237976074,-40.06370544433594,254.0230255126953,500.0,18.283122065916437,1249,-4.997999999999672,-49.791585893482306,0.0,0.0,0.18539741446899174,"{4: 62, 3: 11, 0: 157, 1: 20}","{5: 31, 4: 36, 3: 6, 2: 14, 1: 65, 0: 98}",{1: 250},{1: 250},{1: 250},{1: 250},0.01295046393915564,0.01975187441862673,0.017516760470138053,0.01834754548162533,0.047878133425442074,0.032122583993981726,0.06294601442121031,0.06631120400834645,0.05386110883105697,0.02726034911079972,0.06622918457053571,0.06657429728654254
420,0,max_steps,1,0,0,3.9648593693021077,2500,,,0.8105416772245603,0.1,0.0028100803028792143,2.939800500869751,-36.44744110107422,258.82000732421875,0.0,8.964859369302081,947,-4.999999999999671,0.0,0.0,0.0,0.0015859437477208432,"{2: 100, 1: 138, 0: 12}","{1: 36, 0: 214}",{1: 250},{1: 250},{1: 250},{1: 250},0.02715820383671797,0.017312661157399812,0.04149104952640428,0.05033754288863822,0.06480414200848893,0.028876861014881832,0.09168921559066825,0.10199380823246826,,,,
430,0,crash,1,0,1,-147.77566019449114,2140,,,0.8064980752848135,0.1,0.00517353555187583,3.145895004272461,-41.3472900390625,279.30035400390625,0.0,0.08376937113170613,51,-4.279999999999751,-63.57942956562289,-80.0,0.0,-0.06905404681985568,"{3: 135, 4: 44, 5: 35}","{2: 15, 1: 41, 0: 158}",{1: 214},{1: 214},{1: 214},{1: 214},0.0159842550895131,0.025055105253787253,0.0196115933397785,0.02174594344869215,0.06129433348854629,0.03520069732706075,0.07417840071663742,0.06111698329739479,,,,
440,0,crash,1,0,1,-141.57566415314824,2332,,,0.8024746459248447,0.1,0.004085054621100426,3.1484735012054443,-41.489994049072266,279.30035400390625,0.0,7.582520550009859,1108,-4.663999999999708,-64.49418470315825,-80.0,0.0,-0.06070997605195036,{2: 233},"{5: 12, 4: 39, 3: 108, 2: 43, 1: 31}",{1: 233},{1: 233},{1: 233},{1: 233},0.008002892633875163,0.020719992326667942,0.013022330987835853,0.014513148701942355,0.021779668015885073,0.029722437673861717,0.02775326826107776,0.03210133934556685,,,,
450,0,crash,1,1,1,318.87487846524584,2456,717.0,717.0,0.7984712885083941,0.1,0.005387383047491312,3.239814519882202,-41.489994049072266,280.53985595703125,500.0,7.834285060131197,957,-4.909999999999681,-104.04940659487687,-80.0,0.0,0.12983504823503494,"{4: 163, 3: 54, 5: 28}","{4: 26, 3: 45, 0: 174}",{1: 245},{1: 245},{1: 245},{1: 245},0.023461128068020445,0.02125308269180869,0.03414530302026347,0.030730571832329814,0.06087275735315414,0.033141066326394804,0.0765619459021823,0.07861716514995015,0.03291963228894712,0.039640185607840245,0.04609804425143894,0.036593068760341144
460,0,crash,1,0,1,-136.01356080091978,2167,,,0.7944879029012528,0.1,0.0055241710506379604,3.286856174468994,-41.489994049072266,277.55999755859375,0.0,13.006118807686978,1169,-4.333999999999745,-64.68567960860649,-80.0,0.0,-0.06276583331837553,"{1: 44, 2: 142, 3: 30}","{5: 14, 4: 27, 3: 111, 2: 38, 1: 26}",{1: 216},{1: 216},{1: 216},{1: 216},0.013218061675405839,0.021279706945817583,0.01818740968316779,0.026046281448629464,0.054570168043487154,0.036335211838157494,0.0710596299505454,0.0715079619570156,,,,
470,0,max_steps,1,0,0,5.783461018722595,2500,,,0.7905243894687576,0.1,0.004146276973187923,3.284416675567627,-42.98963165283203,277.55999755859375,0.0,10.783461018722429,993,-4.999999999999671,0.0,0.0,0.0,0.002313384407489038,"{3: 248, 4: 2}","{1: 64, 0: 186}",{1: 250},{1: 250},{1: 250},{1: 250},0.010676756301187335,0.021649197826899023,0.01534829186153686,0.01696982746276416,0.027471995273300288,0.03511784719110305,0.03693665228468809,0.04131898988410596,,,,
480,0,crash,1,0,1,-169.5356271772481,2104,,,0.7865806490732993,0.1,0.003947051707655191,3.3366284370422363,-43.08980941772461,296.0299987792969,0.0,0.18742744108726506,79,-4.207999999999759,-85.51505461833547,-80.0,0.0,-0.0805777695709354,"{4: 97, 3: 113}","{2: 23, 1: 38, 0: 149}",{1: 210},{1: 210},{1: 210},{1: 210},0.020973796346827382,0.018604448526549473,0.02671839885418376,0.023474155639848452,0.054818948141774154,0.05109452680725606,0.07503065327654965,0.06391300160952508,,,,
490,0,max_steps,1,0,0,0.672064875813862,2500,,,0.7826565830718433,0.1,0.002386354375630617,3.344679117202759,-44.73857498168945,296.0299987792969,0.0,5.672064875813853,951,-4.999999999999671,0.0,0.0,0.0,0.0002688259503255448,{2: 250},"{3: 50, 2: 143, 1: 57}",{1: 250},{1: 250},{1: 250},{1: 250},0.011673319595905314,0.0107432375280428,0.016157540479148698,0.01856852229576935,0.03025280059236495,0.0240579185483231,0.04042074886556011,0.0414396088418916,,,,
