ep,stage,done_reason,action_repeat,hits,crash,return,steps,avg_steps_per_hit,med_steps_per_hit,epsilon,alpha,q_mean,q_std,q_min,q_max,r_hit,r_progress,progress_steps,r_step,r_near_boundary,r_oob,r_stagnate,mean_return_per_step,vx_bin_counts,vy_bin_counts,theta_bin_counts,omega_bin_counts,near_vx_bin_counts,near_vy_bin_counts,near_theta_bin_counts,near_omega_bin_counts,vx_abs_p90,vy_abs_p90,theta_abs_p90,omega_abs_p90,near_omega_abs_p90
6340,2,crash,3,0,1,-100.80774840265265,3250,,,0.3962161592671245,0.1,0.9793090224266052,13.343693733215332,-75.56367492675781,433.3487548828125,0.0,24.21169775222642,1325,-6.499999999999506,-38.51944615487909,-80.0,0.0,-0.031017768739277737,{1: 325},{1: 325},{1: 325},{1: 325},{},{},{},{},0.1051377407313061,0.06016449624325191,0.12928336263484896,0.11587390686586693,
6350,2,max_steps,3,0,0,5.846974593351027,3500,,,0.39227177993878687,0.1,0.9781273603439331,13.28063678741455,-75.22972106933594,433.3487548828125,0.0,46.088681467002466,1657,-6.999999999999451,-33.24170687365135,0.0,0.0,0.001670564169528865,{1: 350},{1: 350},"{1: 315, 2: 15, 0: 20}",{1: 350},{1: 30},{1: 30},"{1: 26, 0: 4}",{1: 30},0.12007574290846097,0.05750422097374799,0.17770717503014774,0.1993022732538444,0.31192748781839214
6360,2,crash,3,0,1,-111.0476780237795,1063,,,0.38836666737916087,0.1,0.9742176532745361,13.193490028381348,-75.22972106933594,433.3487548828125,0.0,0.0,0,-2.1259999999999875,-28.92167802377948,-80.0,0.0,-0.10446630105717733,{1: 106},{1: 106},{1: 106},{1: 106},{},{},{},{},0.04650644577516836,0.061452632905249105,0.06791808368516813,0.064933098367096,
6370,2,crash,3,0,1,-110.2651061828176,3292,,,0.38450043068286044,0.1,0.9708544611930847,13.169886589050293,-74.862548828125,433.3487548828125,0.0,26.03197959178447,1041,-6.583999999999497,-49.713085774602156,-80.0,0.0,-0.03349486822078299,{1: 329},{1: 329},"{1: 280, 0: 39, 2: 10}",{1: 329},{},{},{},{},0.13040712098141613,0.050463242716027014,0.20382366587125594,0.22108842333815576,
6380,2,max_steps,3,0,0,-3.8687364843024237,3500,,,0.380672682836009,0.1,0.9717686772346497,13.219823837280273,-75.00968933105469,433.3487548828125,0.0,38.5655694228559,1094,-6.999999999999451,-35.43430590715822,0.0,0.0,-0.001105353281229264,{1: 350},{1: 350},"{1: 278, 0: 37, 2: 35}",{1: 350},{},{},{},{},0.1678373361166603,0.053329660010217265,0.22611303135854355,0.162018881138804,
6390,2,crash,3,0,1,-67.81508748393557,2486,,,0.3768830406775001,0.1,0.9687663912773132,13.144941329956055,-75.05094146728516,433.3487548828125,0.0,29.388144075704897,1513,-4.9719999999996745,-12.2312315596404,-80.0,0.0,-0.027278796252588725,{1: 248},{1: 248},"{1: 217, 2: 20, 0: 11}",{1: 248},{1: 93},{1: 93},"{1: 84, 2: 9}",{1: 93},0.13935700345773994,0.05467500242974291,0.18665423938254977,0.16818461282232827,0.14056382648488647
6400,2,max_steps,3,0,0,9.301051692670754,3500,,,0.3731311248606412,0.1,0.9640332460403442,13.061326026916504,-75.05094146728516,433.3487548828125,0.0,41.013982506818515,1591,-6.999999999999451,-24.712930814147708,0.0,0.0,0.0026574433407630725,{1: 350},{1: 350},"{1: 344, 0: 5, 2: 1}",{1: 350},{1: 92},{1: 92},{1: 92},{1: 92},0.1327014611093688,0.05819540848242696,0.1584736620704095,0.13492942322359902,0.18812182120316973
6410,2,crash,3,0,1,-249.40262132539436,3311,,,0.36941655981518207,0.1,0.9600043892860413,13.025644302368164,-76.1741943359375,433.3487548828125,0.0,1.8875711929948358,387,-6.621999999999493,-164.6681925183894,-80.0,0.0,-0.07532546702669718,{1: 331},{1: 331},"{1: 312, 0: 19}",{1: 331},{},{},{},{},0.06848789943986913,0.028324525491048563,0.08146101151295332,0.095512485725,
6420,2,crash,3,1,1,352.0996687446893,1777,1181.0,1181.0,0.36573897370971914,0.1,0.958175539970398,13.027493476867676,-76.02796936035156,433.3487548828125,500.0,23.844449167536133,1025,-3.5519999999998304,-88.19278042284898,-80.0,0.0,0.19814275112250385,{1: 177},{1: 177},{1: 177},{1: 177},{1: 16},{1: 16},{1: 16},{1: 16},0.08562834613785154,0.10978346539052798,0.10727722100585067,0.09455983926136981,0.08138753975565448
6430,2,max_steps,3,1,0,540.7202025041051,3500,337.0,337.0,0.36209799841447515,0.1,0.9552575945854187,13.022496223449707,-76.60968780517578,433.3487548828125,500.0,47.71820250408676,1540,-6.997999999999451,0.0,0.0,0.0,0.15449148642974433,{1: 350},{1: 350},"{1: 289, 2: 25, 0: 36}",{1: 350},{1: 18},{1: 18},{1: 18},{1: 18},0.1466602055636843,0.05591028684798069,0.2483969708295136,0.2472968256588013,0.0730100727485202
6440,2,crash,3,0,1,-197.99205309554935,1573,,,0.3584932694644487,0.1,0.9514635801315308,12.97066593170166,-76.60968780517578,426.03509521484375,0.0,22.534000916926708,966,-3.145999999999875,-137.3800540124759,-80.0,0.0,-0.12586907380518078,{1: 157},{1: 157},"{1: 122, 2: 23, 0: 12}",{1: 157},{1: 83},{1: 83},"{1: 65, 2: 18}",{1: 83},0.17578289827101912,0.07147392139833039,0.21987094289253614,0.18641629388520772,0.062153244958735476
6450,2,crash,3,0,1,-348.2736503049397,2487,,,0.3549244260229311,0.1,0.9478190541267395,12.971558570861816,-76.60968780517578,426.03509521484375,0.0,42.00532510599985,1221,-4.973999999999674,-305.3049754109393,-80.0,0.0,-0.14003765593282658,{1: 248},{1: 248},"{1: 210, 0: 26, 2: 12}",{1: 248},{},{},{},{},0.14591465943565898,0.06732189949149603,0.2029377624205256,0.25145599354301706,
6460,2,max_steps,3,0,0,-74.48900174034566,3500,,,0.3513911108453865,0.1,0.9417535662651062,12.913196563720703,-76.60968780517578,426.03509521484375,0.0,12.382801668002582,2014,-6.999999999999451,-79.87180340834826,0.0,0.0,-0.021282571925813044,{1: 350},{1: 350},{1: 350},{1: 350},{1: 21},{1: 21},{1: 21},{1: 21},0.03716336405126612,0.036029325336417284,0.057114541903270595,0.060913134767340824,0.10529642900839027
6470,2,crash,3,0,1,-394.3574745359639,3366,,,0.34789297024369104,0.1,0.9375050067901611,12.868939399719238,-76.94181823730469,426.03509521484375,0.0,53.93141954080447,1911,-6.731999999999481,-361.5568940767686,-80.0,0.0,-0.1171590833440178,{1: 336},{1: 336},"{1: 297, 0: 12, 2: 27}",{1: 336},{1: 71},{1: 71},{1: 71},{1: 71},0.13570850608965607,0.06569658046865064,0.19529708686347658,0.2261199377518556,0.1460153762651579
6480,2,crash,3,0,1,-127.609801066606,3168,,,0.34442965405072856,0.1,0.9329830408096313,12.777749061584473,-77.29942321777344,419.0826416015625,0.0,12.710543677368324,1005,-6.335999999999524,-53.98434474397435,-80.0,0.0,-0.040280871548802395,{1: 316},{1: 316},{1: 316},{1: 316},{},{},{},{},0.055040640064419506,0.06004753367821388,0.07360066458644696,0.07239272056713797,
6490,2,max_steps,3,0,0,22.78651741737601,3500,,,0.34100081558533857,0.1,0.929304301738739,12.694426536560059,-77.29942321777344,419.0826416015625,0.0,29.948622128352707,2143,-6.999999999999451,-0.16210471097668164,0.0,0.0,0.006510433547821717,{1: 350},{1: 350},"{1: 328, 2: 5, 0: 17}",{1: 350},{1: 2},{1: 2},{1: 2},{1: 2},0.10995978751395796,0.050587095520144294,0.13686657322096568,0.1480710298171262,0.2337184278991978
6500,2,crash,3,0,1,-87.63718640365225,2757,,,0.33760611161761295,0.1,0.9247922897338867,12.644370079040527,-77.29942321777344,419.0826416015625,0.0,28.887270478035877,1543,-5.513999999999615,-31.010456881688107,-80.0,0.0,-0.03178715502490107,{1: 275},{1: 275},{1: 275},{1: 275},{1: 60},{1: 60},{1: 60},{1: 60},0.07958418442826289,0.054236826811613084,0.10858240477647581,0.11954028679349372,0.0947935442596159
6510,2,max_steps,3,1,0,523.6090467940728,3500,3161.0,3161.0,0.3342452023345385,0.1,0.9216174483299255,12.607354164123535,-76.85368347167969,419.0826416015625,500.0,30.60704679407193,1670,-6.997999999999451,0.0,0.0,0.0,0.14960258479830651,{1: 350},{1: 350},"{1: 347, 2: 3}",{1: 350},{1: 16},{1: 16},{1: 16},{1: 16},0.07193801633146464,0.03149896141353226,0.10240309043494013,0.10790605533278891,0.07871844273715221
6520,2,max_steps,3,0,0,15.323517904083085,3500,,,0.3309177513059812,0.1,0.9195551872253418,12.574872016906738,-76.5480728149414,419.0826416015625,0.0,22.32351790408319,1446,-6.999999999999451,0.0,0.0,0.0,0.004378147972595167,{1: 350},{1: 350},"{1: 345, 0: 5}",{1: 350},{},{},{},{},0.0770055545646811,0.061589990563406444,0.10822514860781185,0.12185018548995115,
6530,2,crash,3,1,1,420.5017675362212,1412,418.0,418.0,0.3276234254510094,0.1,0.9200412631034851,12.602919578552246,-76.5480728149414,419.0826416015625,500.0,19.401191798232475,533,-2.821999999999911,-16.07742426201866,-80.0,0.0,0.29780578437409433,{1: 141},{1: 141},"{1: 133, 0: 8}",{1: 141},{1: 12},{1: 12},{1: 12},{1: 12},0.1177388699819745,0.0680852266339807,0.1303497988374997,0.1538768312441152,0.13980412250634658
6540,2,max_steps,3,0,0,53.06391594218281,3500,,,0.324361895004552,0.1,0.9143531918525696,12.495108604431152,-76.5480728149414,419.0826416015625,0.0,60.06391594218297,2059,-6.999999999999451,0.0,0.0,0.0,0.01516111884062366,{1: 350},{1: 350},"{1: 329, 0: 14, 2: 7}",{1: 350},{1: 59},{1: 59},{1: 59},{1: 59},0.11847322500672676,0.05236555830373274,0.1606345434881905,0.2008337232980117,0.14510683766189267
6550,2,max_steps,3,0,0,17.416751324714287,3500,,,0.3211328334843886,0.1,0.9131371378898621,12.484405517578125,-76.74144744873047,419.0826416015625,0.0,50.23036437512547,2057,-6.999999999999451,-25.813613050411114,0.0,0.0,0.004976214664204082,{1: 350},{1: 350},"{1: 300, 0: 34, 2: 16}",{1: 350},{1: 32},{1: 32},"{0: 7, 1: 25}",{1: 32},0.13220550429448902,0.05672857753719805,0.20118190054714932,0.2530201522328722,0.2774543863938828
6560,2,max_steps,3,0,0,41.81345227910578,3500,,,0.3179359176584685,0.1,0.9171891212463379,12.548284530639648,-76.98059844970703,410.0664367675781,0.0,48.81345227910584,1372,-6.999999999999451,0.0,0.0,0.0,0.01194670065117308,{1: 350},{1: 350},"{1: 273, 2: 44, 0: 33}",{1: 350},{},{},{},{},0.15035908403211312,0.0646517555147159,0.23165670072965644,0.27631454620301904,
6570,2,crash,3,1,1,405.8274025382866,2031,119.0,119.0,0.3147708275125548,0.1,0.9198291897773743,12.567252159118652,-76.98059844970703,416.8179626464844,500.0,10.53635421694974,600,-4.059999999999775,-20.648951678675076,-80.0,0.0,0.19981654482436564,{1: 203},{1: 203},"{1: 192, 2: 11}",{1: 203},{1: 11},{1: 11},{1: 11},{1: 11},0.11375295384573934,0.07628796919721566,0.16872692956126636,0.20277350883585474,0.026808448654019226
6580,2,max_steps,3,1,0,540.0440278792357,3500,3239.0,3239.0,0.31163724621819056,0.1,0.91452556848526,12.436216354370117,-76.98059844970703,416.8179626464844,500.0,47.042027879235725,1768,-6.997999999999451,0.0,0.0,0.0,0.15429829367978162,{1: 350},{1: 350},"{1: 326, 2: 4, 0: 20}",{1: 350},{1: 47},{1: 47},{1: 47},{1: 47},0.12002874960889273,0.06477847734990831,0.15236810688850908,0.1199123362350448,0.1752217266006315
6590,2,max_steps,3,0,0,19.788170784470562,3500,,,0.3085348601009843,0.1,0.9129679203033447,12.434852600097656,-76.72098541259766,416.8179626464844,0.0,26.78817078447069,1702,-6.999999999999451,0.0,0.0,0.0,0.0056537630812773035,{1: 350},{1: 350},"{1: 342, 0: 8}",{1: 350},{},{},{},{},0.06146780466940145,0.050070518273140206,0.07682147654716869,0.08213534773488862,
6600,2,max_steps,3,1,0,542.0686280369307,3500,2626.0,2626.0,0.3054633586092105,0.1,0.912632942199707,12.454109191894531,-76.72098541259766,410.5966491699219,500.0,49.0666280369271,2047,-6.997999999999451,0.0,0.0,0.0,0.15487675086769448,{1: 350},{1: 350},"{1: 317, 2: 14, 0: 19}",{1: 350},{1: 8},{1: 8},"{1: 2, 2: 6}",{1: 8},0.13231088989331546,0.039986677369554004,0.17842911328087233,0.17271699257240192,0.10356638885138447
6610,2,max_steps,3,0,0,9.948959068759777,3500,,,0.3024224342827231,0.1,0.9114946722984314,12.45771312713623,-73.76995849609375,400.9842529296875,0.0,16.94895906875982,1558,-6.999999999999451,0.0,0.0,0.0,0.0028425597339313646,{1: 350},{1: 350},"{1: 346, 0: 4}",{1: 350},{1: 8},{1: 8},{1: 8},{1: 8},0.08048550436554235,0.05301919723412736,0.10925998537339762,0.12320191798173312,0.1680754109847184
6620,2,crash,3,0,1,-98.20889856904807,1024,,,0.29941178272217905,0.1,0.9098770022392273,12.439470291137695,-71.12603759765625,395.74163818359375,0.0,3.291605235133589,321,-2.047999999999996,-19.452503804181678,-80.0,0.0,-0.09590712750883601,{1: 102},{1: 102},{1: 102},{1: 102},{},{},{},{},0.10863383321696776,0.12950133769133132,0.13016216518129312,0.11975738837722597,
6630,2,crash,3,0,1,-67.7082137134328,693,,,0.296431102558567,0.1,0.9065538048744202,12.409810066223145,-71.90178680419922,395.74163818359375,0.0,24.46841896964556,609,-1.386000000000001,-10.790632683078352,-80.0,0.0,-0.09770305009153361,{1: 69},{1: 69},"{1: 44, 2: 25}",{1: 69},{},{},{},{},0.21242248896902843,0.03587449390890648,0.27711904633190065,0.315002041687801,
6640,2,crash,3,0,1,-106.72777507101956,1225,,,0.29348009542304,0.1,0.9040290117263794,12.393855094909668,-72.68251037597656,395.74163818359375,0.0,5.195551669100513,643,-2.4499999999999518,-29.47332674012011,-80.0,0.0,-0.08712471434368944,{1: 122},{1: 122},{1: 122},{1: 122},{},{},{},{},0.09898142060507366,0.0866408410085914,0.12833537067170464,0.10038244047476129,
6650,2,max_steps,3,0,0,-47.79489199031434,3500,,,0.2905584659170492,0.1,0.9020588397979736,12.3479585647583,-73.20603942871094,395.74163818359375,0.0,36.4503779173547,1696,-6.999999999999451,-77.24526990766915,0.0,0.0,-0.013655683425804097,{1: 350},{1: 350},"{1: 330, 0: 20}",{1: 350},{},{},{},{},0.09945942689053844,0.08086504049174725,0.11266462783629562,0.14667219125111544,
6660,2,crash,3,0,1,-136.91225058798682,2668,,,0.2876659215827732,0.1,0.9010564088821411,12.344765663146973,-73.20603942871094,395.74163818359375,0.0,7.164182146918965,765,-5.335999999999634,-58.74043273490577,-80.0,0.0,-0.051316435752618746,{1: 266},{1: 266},"{1: 255, 0: 11}",{1: 266},{},{},{},{},0.10281987382690708,0.06980864853350999,0.14043031965585406,0.14466979597995036,
6670,2,crash,3,1,1,471.8465524128072,2714,1247.0,1247.0,0.2848021728738436,0.1,0.8993690609931946,12.332415580749512,-73.97755432128906,395.74163818359375,500.0,84.99172668291943,1564,-5.4259999999996245,-27.719174270117083,-80.0,0.0,0.1738565042051611,{1: 271},{1: 271},"{1: 168, 0: 57, 2: 46}",{1: 271},{1: 16},{1: 16},"{1: 9, 2: 7}",{1: 16},0.1965258753541506,0.06954618430191388,0.2615439099466771,0.2937725157216278,0.4361168135331287
6680,2,max_steps,3,0,0,12.34253031449579,3500,,,0.28196693312636045,0.1,0.896634042263031,12.286876678466797,-73.97755432128906,395.74163818359375,0.0,19.342530314495836,1643,-6.999999999999451,0.0,0.0,0.0,0.0035264372327130826,{1: 350},{1: 350},{1: 350},{1: 350},{1: 208},{1: 208},{1: 208},{1: 208},0.05536844474615376,0.04975358950576742,0.08367056681173883,0.08782877360219962,0.08472208418022976
6690,2,max_steps,3,1,0,534.6125046349038,3500,2881.0,2881.0,0.27915991853019756,0.1,0.9041241407394409,12.415821075439453,-73.97755432128906,395.74163818359375,500.0,48.4735269418649,2083,-6.997999999999451,-6.8630223069631775,0.0,0.0,0.1527464298956868,{1: 350},{1: 350},"{1: 324, 0: 13, 2: 13}",{1: 350},{1: 38},{1: 38},{1: 38},{1: 38},0.11933892367097461,0.055492887365206786,0.15853331638051096,0.15485676663144443,0.1436345359616215
6700,2,max_steps,3,0,0,-180.12025852281172,3500,,,0.27638084810059255,0.1,0.9036545157432556,12.357965469360352,-73.94336700439453,392.0501708984375,0.0,34.80750167318729,1859,-6.999999999999451,-207.92776019599873,0.0,0.0,-0.05146293100651764,{1: 350},{1: 350},"{1: 343, 2: 7}",{1: 350},{1: 69},{1: 69},{1: 69},{1: 69},0.11686908089748732,0.07157227379880575,0.16218880919390577,0.16877629608940872,0.16326958505108066
6710,2,max_steps,3,0,0,10.98048582917652,3500,,,0.2736294436500198,0.1,0.908301055431366,12.391356468200684,-73.94336700439453,408.9051208496094,0.0,44.155585455274796,1539,-6.999999999999451,-26.17509962609807,0.0,0.0,0.0031372816654790057,{1: 350},{1: 350},"{1: 286, 2: 32, 0: 32}",{1: 350},{1: 40},{1: 40},{1: 40},{1: 40},0.14697164182143652,0.09084586765834311,0.2146107147601387,0.23771815638482088,0.1431787749401944
6720,2,max_steps,3,0,0,44.28091705883123,3500,,,0.270905429760344,0.1,0.908094048500061,12.338357925415039,-73.94336700439453,403.2509765625,0.0,51.28091705883128,1760,-6.999999999999451,0.0,0.0,0.0,0.012651690588237494,{1: 350},{1: 350},"{1: 302, 2: 17, 0: 31}",{1: 350},{1: 64},{1: 64},"{1: 54, 0: 10}",{1: 64},0.13533516455210873,0.07831214701009151,0.1965371087480959,0.2864297397990636,0.2779234159698994
6730,2,max_steps,3,0,0,9.878543620313417,3500,,,0.2682085337552501,0.1,0.9076420664787292,12.323891639709473,-73.94336700439453,403.2509765625,0.0,64.3328784533959,1627,-6.999999999999451,-47.45433483308255,0.0,0.0,0.002822441034375262,{1: 350},{1: 350},"{1: 272, 2: 40, 0: 38}",{1: 350},{1: 38},{1: 38},"{0: 7, 1: 15, 2: 16}",{1: 38},0.1596324286535713,0.10704353041939436,0.22327250121778575,0.2471294449182182,0.2604842941979564
6740,2,max_steps,3,0,0,11.627024085111579,3500,,,0.26553848567294885,0.1,0.9092642664909363,12.336697578430176,-73.94336700439453,403.2509765625,0.0,36.02298006870819,1797,-6.999999999999451,-17.395955983596565,0.0,0.0,0.0033220068814604512,{1: 350},{1: 350},"{1: 311, 0: 27, 2: 12}",{1: 350},{},{},{},{},0.12256639938916206,0.0436840496141221,0.1868250739632495,0.21690356424350749,
6750,2,max_steps,3,1,0,536.0243746538368,3500,1555.0,1555.0,0.26289501823915257,0.1,0.9107593297958374,12.307610511779785,-73.13931274414062,403.2509765625,500.0,43.02237465382604,1653,-6.997999999999451,0.0,0.0,0.0,0.15314982132966767,{1: 350},{1: 350},"{1: 315, 0: 35}",{1: 350},{1: 48},{1: 48},"{0: 10, 1: 38}",{1: 48},0.14439751118398805,0.05508345460261305,0.17772560414217303,0.18688012904885565,0.20936396755720585
6760,2,crash,3,3,1,1470.7815625465525,3156,1019.6666666666666,918.0,0.26027786684032134,0.1,0.9172142148017883,12.382296562194824,-74.39479064941406,404.2670593261719,1500.0,67.070790258466,2329,-6.3059999999995275,-9.983227711909313,-80.0,0.0,0.4660271110730521,"{1: 312, 2: 3}",{1: 315},"{1: 267, 2: 48}",{1: 315},{1: 94},{1: 94},"{1: 84, 2: 10}",{1: 94},0.1682913756431744,0.07160636673899333,0.21845449191387378,0.19208720382031938,0.2640327258948685
6770,2,crash,3,1,1,416.7365608081516,708,157.0,157.0,0.25768676949717473,0.1,0.9215318560600281,12.425203323364258,-74.39479064941406,404.2670593261719,500.0,3.069479453499798,237,-1.414000000000001,-4.918918645352262,-80.0,0.0,0.5886109615934344,"{1: 65, 0: 5}",{1: 70},"{1: 41, 0: 29}",{1: 70},{1: 15},{1: 15},"{1: 12, 0: 3}",{1: 15},0.21264342094915772,0.07873285769606936,0.3910713448028558,0.31143089386014516,0.23943671728020294
6780,2,max_steps,3,2,0,1115.44965613505,3500,1403.5,1403.5,0.2551214668384673,0.1,0.9252712726593018,12.354215621948242,-74.27377319335938,398.490478515625,1000.0,123.51446228107326,1977,-6.9959999999994515,-1.068806146014826,0.0,0.0,0.31869990175287144,"{1: 328, 2: 12, 0: 10}",{1: 350},"{1: 201, 2: 69, 0: 80}","{1: 347, 0: 3}","{1: 16, 2: 4}",{1: 20},"{1: 12, 0: 6, 2: 2}",{1: 20},0.22343956715674398,0.07089029094872715,0.31304199529019383,0.3727983603056413,0.40244689122741156
6790,2,crash,3,2,1,972.7085435756744,3007,1075.5,1075.5,0.2525817020750256,0.1,0.9333698749542236,12.466718673706055,-74.17900848388672,413.21612548828125,1000.0,71.87624249220022,1683,-6.00999999999956,-13.157698916513098,-80.0,0.0,0.32348139127890735,"{1: 286, 2: 14}",{1: 300},"{1: 209, 2: 51, 0: 40}","{1: 299, 0: 1}","{2: 4, 1: 9}",{1: 13},"{2: 8, 1: 5}",{1: 13},0.17294235672075056,0.10175177924462048,0.26785414325755563,0.29042544636497186,0.37496846674724654
6800,2,crash,3,1,1,416.7577837289052,2920,933.0,933.0,0.25006722097404305,0.1,0.9387374520301819,12.544087409973145,-74.17900848388672,413.21612548828125,500.0,65.1307670449643,1949,-5.837999999999579,-62.534983316064746,-80.0,0.0,0.14272526840031,"{1: 280, 0: 12}",{1: 292},"{1: 235, 0: 40, 2: 17}",{1: 292},{1: 13},{1: 13},{1: 13},{1: 13},0.15521858359051,0.08127118363852225,0.21408969550341453,0.222732515110365,0.12133417341872962
6810,2,crash,3,0,1,-72.63324564811265,1910,,,0.24757777183363108,0.1,0.9374637603759766,12.507776260375977,-74.17900848388672,413.21612548828125,0.0,20.044723044985876,869,-3.819999999999801,-8.857968693098544,-80.0,0.0,-0.03802787730267678,{1: 191},{1: 191},"{1: 171, 0: 20}",{1: 191},{1: 32},{1: 32},"{1: 30, 0: 2}",{1: 32},0.13236620453605338,0.03138960709755803,0.18206505894381875,0.12932726239874848,0.23880624421426214
6820,2,crash,3,0,1,-96.66085725223833,2948,,,0.2451131054576237,0.1,0.9355977177619934,12.408802032470703,-71.78126525878906,402.33026123046875,0.0,5.102080909961361,833,-5.895999999999573,-15.866938162199714,-80.0,0.0,-0.03278862186303878,{1: 294},{1: 294},"{1: 279, 0: 15}",{1: 294},{},{},{},{},0.09353344702615711,0.06480211278434538,0.12767439936082353,0.14190318919059688,
6830,2,crash,3,0,1,-69.61954612885005,2578,,,0.2426729751306324,0.1,0.9330111145973206,12.35760498046875,-71.78126525878906,402.33026123046875,0.0,30.289894216408495,1409,-5.155999999999654,-14.753440345258523,-80.0,0.0,-0.027005254510802965,{1: 257},{1: 257},"{1: 190, 0: 44, 2: 23}",{1: 257},{1: 95},{1: 95},"{1: 57, 0: 35, 2: 3}",{1: 95},0.16934908532308465,0.04552320766441455,0.25327369240030645,0.2887805989423278,0.3145117255559002
6840,2,max_steps,3,0,0,11.822930256369233,3500,,,0.24025713659335013,0.1,0.9313763976097107,12.305866241455078,-71.78126525878906,421.4649658203125,0.0,20.090820079710483,1125,-6.999999999999451,-1.2678898233413205,0.0,0.0,0.0033779800732483523,{1: 350},{1: 350},"{1: 336, 2: 9, 0: 5}",{1: 350},{},{},{},{},0.08055111148007597,0.04841436837634281,0.11932805439000084,0.12145884896789089,
6850,2,crash,3,2,1,928.2487400181606,538,162.5,162.5,0.23786534801810041,0.1,0.9388265013694763,12.452802658081055,-71.78126525878906,434.25421142578125,1000.0,19.640105482328043,361,-1.0720000000000007,-10.319365464168214,-80.0,0.0,1.7253694052382167,{1: 53},{1: 53},"{1: 32, 0: 21}",{1: 53},{1: 21},{1: 21},"{1: 13, 0: 8}",{1: 21},0.2281803177129788,0.05201576063091233,0.2869738114434254,0.2241493563352471,0.25769244095967025
6860,2,max_steps,3,1,0,561.184479864645,3500,447.0,447.0,0.23549736998463025,0.1,0.9505670070648193,12.596090316772461,-70.8271255493164,447.9181823730469,500.0,68.18247986463251,2063,-6.997999999999451,0.0,0.0,0.0,0.16033842281847,{1: 350},{1: 350},"{1: 303, 2: 26, 0: 21}",{1: 350},{1: 16},{1: 16},{1: 16},{1: 16},0.1456781350427512,0.081068618308855,0.19028852535770846,0.20458164994553277,0.1713384685874395
6870,2,crash,3,0,1,-87.04615932284452,1178,,,0.233152965456144,0.1,0.9479745030403137,12.529083251953125,-70.26425170898438,447.9181823730469,0.0,14.399651147394199,605,-2.355999999999962,-19.0898104702387,-80.0,0.0,-0.07389317429783065,"{1: 106, 0: 11}",{1: 117},"{1: 71, 0: 38, 2: 8}",{1: 117},{},{},{},{},0.24572696730927432,0.09495155538776666,0.37519722134501154,0.3750884622865686,
6880,2,crash,3,0,1,-101.92052351849183,908,,,0.23083189975557566,0.1,0.9456602334976196,12.484376907348633,-70.26425170898438,447.9181823730469,0.0,0.0,0,-1.8160000000000014,-20.10452351849183,-80.0,0.0,-0.11224727259745797,{1: 90},{1: 90},"{1: 73, 0: 17}",{1: 90},{},{},{},{},0.19283886145825413,0.05155817520107599,0.2508414896125424,0.17315354246072512,
6890,2,max_steps,3,0,0,47.45394632411545,3500,,,0.22853394054209752,0.1,0.9465770125389099,12.467207908630371,-70.26425170898438,435.514404296875,0.0,54.45394632411552,2142,-6.999999999999451,0.0,0.0,0.0,0.0135582703783187,"{1: 347, 0: 3}",{1: 350},"{1: 303, 2: 23, 0: 24}",{1: 350},{1: 38},{1: 38},"{1: 33, 0: 5}",{1: 38},0.13944300776882015,0.06499569634062297,0.19612902463479534,0.24456664942655862,0.2435558924228158
6900,2,max_steps,3,0,0,19.315073102656026,3500,,,0.22625885778786267,0.1,0.94633948802948,12.47121810913086,-70.26425170898438,435.514404296875,0.0,26.315073102656104,2280,-6.999999999999451,0.0,0.0,0.0,0.005518592315044579,{1: 350},{1: 350},{1: 350},{1: 350},{1: 3},{1: 3},{1: 3},{1: 3},0.08562064639313063,0.05063431880874996,0.11561769375972782,0.11757345620236917,0.04439909485764089
6910,2,max_steps,3,2,0,1090.6721198989114,3500,1615.0,1615.0,0.22400642375497895,0.1,0.9452869296073914,12.428095817565918,-70.26425170898438,398.677490234375,1000.0,97.6681198989046,2108,-6.9959999999994515,0.0,0.0,0.0,0.3116206056854033,"{1: 342, 2: 8}",{1: 350},"{1: 270, 2: 41, 0: 39}",{1: 350},"{1: 13, 2: 2}",{1: 15},"{2: 4, 1: 11}",{1: 15},0.16589565049727165,0.05533100253172356,0.23189426473939348,0.21854555573460108,0.06583891484653177
6920,2,crash,3,0,1,-92.79293326198993,1661,,,0.22177641297271225,0.1,0.9498072266578674,12.461390495300293,-70.26425170898438,408.7485656738281,0.0,32.15750283114431,973,-3.3219999999998557,-41.628436093134226,-80.0,0.0,-0.05586570334857913,{1: 166},{1: 166},"{1: 138, 0: 28}",{1: 166},{1: 48},{1: 48},"{0: 13, 1: 35}",{1: 48},0.15287782957710527,0.05510621268961295,0.22238724406542715,0.21270382570840038,0.2482908178822717
6930,2,crash,3,1,1,430.0249469795356,3434,552.0,552.0,0.21956860221491656,0.1,0.9550772905349731,12.506645202636719,-70.26425170898438,406.2949523925781,500.0,30.364531138610392,1176,-6.865999999999466,-13.473584159092248,-80.0,0.0,0.12522566889328351,{1: 343},{1: 343},"{1: 338, 0: 5}",{1: 343},{1: 10},{1: 10},{1: 10},{1: 10},0.08721825983787418,0.05129690358837773,0.10637155030156399,0.1287853043232425,0.12940690428825752
