ep,stage,done_reason,action_repeat,hits,crash,return,steps,avg_steps_per_hit,med_steps_per_hit,epsilon,alpha,q_mean,q_std,q_min,q_max,r_hit,r_progress,progress_steps,r_step,r_near_boundary,r_oob,r_stagnate,mean_return_per_step
10,0,max_steps,1,0,0,131.9999999999946,2500,,,0.9950112350131176,0.1,0.0013640742981806397,0.06710951775312424,-0.09640104323625565,5.0440826416015625,0.0,137.0,137,-4.999999999999671,0.0,0.0,0.0,0.05279999999999784
20,0,max_steps,1,0,0,-4.999999999999671,2500,,,0.9900473578023296,0.1,0.0036944877356290817,0.2655356824398041,-0.13686451315879822,51.11430740356445,0.0,0.0,0,-4.999999999999671,0.0,0.0,0.0,-0.0019999999999998686
30,0,max_steps,1,0,0,-4.999999999999671,2500,,,0.98510824420837,0.1,0.004019218496978283,0.2676970958709717,-0.2085924744606018,51.11430740356445,0.0,0.0,0,-4.999999999999671,0.0,0.0,0.0,-0.0019999999999998686
40,0,max_steps,1,0,0,10.000000000000187,2500,,,0.9801937706913741,0.1,0.005691891070455313,0.313557505607605,-0.2472911775112152,58.3123893737793,0.0,15.0,15,-4.999999999999671,0.0,0.0,0.0,0.004000000000000075
50,0,max_steps,1,0,0,-4.999999999999671,2500,,,0.9753038143277888,0.1,0.006276351399719715,0.32150906324386597,-0.317782998085022,58.3123893737793,0.0,0.0,0,-4.999999999999671,0.0,0.0,0.0,-0.0019999999999998686
60,0,max_steps,1,0,0,-4.999999999999671,2500,,,0.9704382528072976,0.1,0.006647760048508644,0.31817054748535156,-0.3682263195514679,58.3123893737793,0.0,0.0,0,-4.999999999999671,0.0,0.0,0.0,-0.0019999999999998686
70,0,max_steps,1,0,0,-4.999999999999671,2500,,,0.9655969644297613,0.1,0.006392437964677811,0.31163379549980164,-0.42882418632507324,58.3123893737793,0.0,0.0,0,-4.999999999999671,0.0,0.0,0.0,-0.0019999999999998686
80,0,max_steps,1,0,0,9.999999999998792,2500,,,0.9607798281021742,0.1,0.0063081542029976845,0.31059086322784424,-0.42882418632507324,58.3123893737793,0.0,15.0,15,-4.999999999999671,0.0,0.0,0.0,0.003999999999999517
90,0,max_steps,1,0,0,33.749999999997485,2500,,,0.9559867233356352,0.1,0.007533245254307985,0.3739018738269806,-0.42882418632507324,66.12541198730469,0.0,38.75,61,-4.999999999999671,0.0,0.0,0.0,0.013499999999998994
100,0,max_steps,1,0,0,-4.999999999999671,2500,,,0.951217530242334,0.1,0.008326229639351368,0.38122016191482544,-0.42882418632507324,66.12541198730469,0.0,0.0,0,-4.999999999999671,0.0,0.0,0.0,-0.0019999999999998686
110,0,max_steps,1,0,0,-4.999999999999671,2500,,,0.9464721295325524,0.1,0.008230969309806824,0.2972666621208191,-0.42882418632507324,23.678783416748047,0.0,0.0,0,-4.999999999999671,0.0,0.0,0.0,-0.0019999999999998686
120,0,max_steps,1,0,0,193.99999999999395,2500,,,0.9417504025116805,0.1,0.009033078327775002,0.3174445331096649,-0.42882418632507324,23.678783416748047,0.0,199.0,199,-4.999999999999671,0.0,0.0,0.0,0.07759999999999757
130,0,max_steps,1,0,0,-4.999999999999671,2500,,,0.937052231077248,0.1,0.01267909910529852,0.5162241458892822,-0.42914196848869324,71.69930267333984,0.0,0.0,0,-4.999999999999671,0.0,0.0,0.0,-0.0019999999999998686
140,0,max_steps,1,0,0,70.7500000000096,2500,,,0.9323774977159699,0.1,0.01291509997099638,0.4614253640174866,-0.44917476177215576,34.79254150390625,0.0,75.75,101,-4.999999999999671,0.0,0.0,0.0,0.028300000000003843
150,0,max_steps,1,0,0,70.00000000000509,2500,,,0.9277260855008077,0.1,0.014462645165622234,0.5705152750015259,-0.44917476177215576,78.61197662353516,0.0,75.0,75,-4.999999999999671,0.0,0.0,0.0,0.028000000000002034
160,0,max_steps,1,0,0,132.7500000000076,2500,,,0.923097878088044,0.1,0.015323456376791,0.632206916809082,-0.44917476177215576,85.02680969238281,0.0,137.75,158,-4.999999999999671,0.0,0.0,0.0,0.053100000000003034
170,0,max_steps,1,0,0,-4.999999999999671,2500,,,0.9184927597143733,0.1,0.01694357953965664,0.7245837450027466,-0.4300585985183716,89.46400451660156,0.0,0.0,0,-4.999999999999671,0.0,0.0,0.0,-0.0019999999999998686
180,0,max_steps,1,0,0,-4.999999999999671,2500,,,0.9139106151940054,0.1,0.01794157736003399,0.802459716796875,-0.4425356388092041,100.54554748535156,0.0,0.0,0,-4.999999999999671,0.0,0.0,0.0,-0.0019999999999998686
190,0,max_steps,1,0,0,-4.999999999999671,2500,,,0.9093513299157857,0.1,0.02018897794187069,0.9032203555107117,-0.4425356388092041,108.62007904052734,0.0,0.0,0,-4.999999999999671,0.0,0.0,0.0,-0.0019999999999998686
200,0,max_steps,1,0,0,-4.999999999999671,2500,,,0.9048147898403269,0.1,0.021591369062662125,0.9725953340530396,-0.48411932587623596,79.89283752441406,0.0,0.0,0,-4.999999999999671,0.0,0.0,0.0,-0.0019999999999998686
