ep,stage,done_reason,action_repeat,hits,crash,return,steps,avg_steps_per_hit,med_steps_per_hit,epsilon,alpha,q_mean,q_std,q_min,q_max,r_hit,r_progress,progress_steps,r_step,r_near_boundary,r_oob,r_stagnate,mean_return_per_step
10,0,max_steps,1,1,0,503.4779283491491,2500,1550.0,1550.0,0.9950112350131176,0.1,0.0009999467292800546,0.229386106133461,-0.07263423502445221,50.01310348510742,500.0,8.475928349155943,536,-4.997999999999672,0.0,0.0,0.0,0.20139117133965964
20,0,max_steps,1,0,0,-3.865779602941935,2500,,,0.9900473578023296,0.1,0.0019745342433452606,0.27767226099967957,-0.15104977786540985,57.56424331665039,0.0,1.134220397057826,104,-4.999999999999671,0.0,0.0,0.0,-0.001546311841176774
30,0,max_steps,1,0,0,-2.4341102659008302,2500,,,0.98510824420837,0.1,0.0029811242129653692,0.3865472376346588,-0.16518284380435944,78.0704574584961,0.0,2.5658897340990756,222,-4.999999999999671,0.0,0.0,0.0,-0.0009736441063603321
40,0,max_steps,1,0,0,-1.7457170866779388,2500,,,0.9801937706913741,0.1,0.003973957151174545,0.42062655091285706,-0.21298299729824066,70.41783905029297,0.0,3.2542829133218403,232,-4.999999999999671,0.0,0.0,0.0,-0.0006982868346711755
50,0,max_steps,1,0,0,2.8489897670000204,2500,,,0.9753038143277888,0.1,0.003930060658603907,0.42063096165657043,-0.21298299729824066,70.41783905029297,0.0,7.848989766999743,537,-4.999999999999671,0.0,0.0,0.0,0.001139595906800008
60,0,max_steps,1,0,0,-2.4574681158349363,2500,,,0.9704382528072976,0.1,0.003890336723998189,0.36347296833992004,-0.21298299729824066,38.00782012939453,0.0,2.5425318841649993,207,-4.999999999999671,0.0,0.0,0.0,-0.0009829872463339745
70,0,max_steps,1,0,0,-4.862642528734447,2500,,,0.9655969644297613,0.1,0.0038257718551903963,0.36347541213035583,-0.24017183482646942,38.00782012939453,0.0,0.13735747126523978,12,-4.999999999999671,0.0,0.0,0.0,-0.0019450570114937786
80,0,max_steps,1,0,0,-3.4853638029884775,2500,,,0.9607798281021742,0.1,0.0037095011211931705,0.3512095510959625,-0.34133002161979675,31.730731964111328,0.0,1.5146361970112243,135,-4.999999999999671,0.0,0.0,0.0,-0.001394145521195391
90,0,max_steps,1,0,0,-4.786648552914576,2500,,,0.9559867233356352,0.1,0.003631642321124673,0.34362879395484924,-0.34133002161979675,31.019987106323242,0.0,0.21335144708511805,20,-4.999999999999671,0.0,0.0,0.0,-0.0019146594211658303
100,0,max_steps,1,0,0,-2.943076033662821,2500,,,0.951217530242334,0.1,0.003561300691217184,0.3436633050441742,-0.38135743141174316,31.019987106323242,0.0,2.056923966336885,151,-4.999999999999671,0.0,0.0,0.0,-0.0011772304134651285
110,0,max_steps,1,0,0,3.6200224304032282,2500,,,0.9464721295325524,0.1,0.0034982101060450077,0.30853140354156494,-0.4151862859725952,27.782222747802734,0.0,8.620022430403012,503,-4.999999999999671,0.0,0.0,0.0,0.0014480089721612913
120,0,max_steps,1,0,0,-4.999999999999671,2500,,,0.9417504025116805,0.1,0.0034091719426214695,0.3077778220176697,-0.4151862859725952,27.782222747802734,0.0,0.0,0,-4.999999999999671,0.0,0.0,0.0,-0.0019999999999998686
130,0,max_steps,1,0,0,-2.589006206162636,2500,,,0.937052231077248,0.1,0.004394891206175089,0.44211429357528687,-0.46320343017578125,74.44878387451172,0.0,2.410993793837302,209,-4.999999999999671,0.0,0.0,0.0,-0.0010356024824650545
140,0,max_steps,1,0,0,-4.999999999999671,2500,,,0.9323774977159699,0.1,0.00431537302210927,0.44190502166748047,-0.5302714109420776,74.44878387451172,0.0,0.0,0,-4.999999999999671,0.0,0.0,0.0,-0.0019999999999998686
150,0,max_steps,1,0,0,-0.6039857272695853,2500,,,0.9277260855008077,0.1,0.004240742418915033,0.44185009598731995,-0.5302714109420776,74.44878387451172,0.0,4.39601427273041,342,-4.999999999999671,0.0,0.0,0.0,-0.00024159429090783412
160,0,max_steps,1,0,0,-3.5007361883548547,2500,,,0.923097878088044,0.1,0.004173309076577425,0.44180217385292053,-0.586247980594635,74.44878387451172,0.0,1.4992638116448431,129,-4.999999999999671,0.0,0.0,0.0,-0.0014002944753419419
170,0,max_steps,1,0,0,-2.6477394547546185,2500,,,0.9184927597143733,0.1,0.005140568129718304,0.5135059952735901,-0.5782641172409058,80.77937316894531,0.0,2.3522605452451875,157,-4.999999999999671,0.0,0.0,0.0,-0.0010590957819018474
180,0,max_steps,1,0,0,-4.458010488737241,2500,,,0.9139106151940054,0.1,0.006154525093734264,0.6099945902824402,-0.5767421126365662,92.10446166992188,0.0,0.541989511262489,47,-4.999999999999671,0.0,0.0,0.0,-0.0017832041954948964
190,0,max_steps,1,0,0,-3.2796375999824883,2500,,,0.9093513299157857,0.1,0.007108870893716812,0.6689154505729675,-0.5767421126365662,93.16073608398438,0.0,1.7203624000173696,161,-4.999999999999671,0.0,0.0,0.0,-0.0013118550399929953
200,0,max_steps,1,1,0,497.2030093931896,2500,1413.0,1413.0,0.9048147898403269,0.1,0.00805098470300436,0.7385581135749817,-0.580747127532959,100.65174865722656,500.0,2.201009393199977,165,-4.997999999999672,0.0,0.0,0.0,0.19888120375727583
210,0,max_steps,1,0,0,-2.447925137187469,2500,,,0.9003008814971583,0.1,0.007941532880067825,0.7025015354156494,-0.5679649114608765,64.36463928222656,0.0,2.5520748628123457,222,-4.999999999999671,0.0,0.0,0.0,-0.0009791700548749877
220,0,max_steps,1,0,0,-1.9028990991418173,2500,,,0.895809491981886,0.1,0.007841439917683601,0.702235758304596,-0.5734723806381226,64.36463928222656,0.0,3.097100900858185,202,-4.999999999999671,0.0,0.0,0.0,-0.000761159639656727
230,0,max_steps,1,0,0,5.899107977582955,2500,,,0.8913405089533699,0.1,0.007788578514009714,0.7018944025039673,-0.5783470869064331,64.36463928222656,0.0,10.899107977582796,724,-4.999999999999671,0.0,0.0,0.0,0.002359643191033182
240,0,max_steps,1,0,0,-4.999999999999671,2500,,,0.8868938206309135,0.1,0.007712359540164471,0.7016923427581787,-0.610226571559906,64.36463928222656,0.0,0.0,0,-4.999999999999671,0.0,0.0,0.0,-0.0019999999999998686
250,0,max_steps,1,0,0,-4.999999999999671,2500,,,0.8824693157914677,0.1,0.007662010379135609,0.7016075253486633,-0.6397368311882019,64.36463928222656,0.0,0.0,0,-4.999999999999671,0.0,0.0,0.0,-0.0019999999999998686
260,0,max_steps,1,0,0,-4.999999999999671,2500,,,0.8780668837668493,0.1,0.009669951163232327,0.8949784636497498,-0.6397368311882019,123.94511413574219,0.0,0.0,0,-4.999999999999671,0.0,0.0,0.0,-0.0019999999999998686
