ep,stage,done_reason,action_repeat,hits,crash,return,steps,avg_steps_per_hit,med_steps_per_hit,epsilon,alpha,q_mean,q_std,q_min,q_max,r_hit,r_progress,progress_steps,r_step,r_near_boundary,r_oob,r_stagnate,mean_return_per_step
10,0,max_steps,1,0,0,27.500000000000362,2500,,,0.9950112350131176,0.1,0.007044452708214521,0.2304069846868515,-0.05759924650192261,11.096660614013672,0.0,32.5,65,-4.999999999999671,0.0,0.0,0.0,0.011000000000000145
20,0,max_steps,1,0,0,222.49999999998144,2500,,,0.9900473578023296,0.1,0.010911683551967144,0.27679574489593506,-0.06980389356613159,12.869117736816406,0.0,227.5,455,-4.999999999999671,0.0,0.0,0.0,0.08899999999999257
30,0,max_steps,1,0,0,301.99999999998204,2500,,,0.98510824420837,0.1,0.017569003626704216,0.45291319489479065,-0.05759924650192261,19.79531478881836,0.0,307.0,614,-4.999999999999671,0.0,0.0,0.0,0.12079999999999282
40,0,max_steps,1,0,0,356.99999999998477,2500,,,0.9801937706913741,0.1,0.02523036114871502,0.6884320378303528,-0.05759924650192261,68.86997985839844,0.0,362.0,724,-4.999999999999671,0.0,0.0,0.0,0.1427999999999939
50,0,max_steps,1,0,0,662.0000000000016,2500,,,0.9753038143277888,0.1,0.03089723363518715,0.7791942358016968,-0.05759924650192261,68.86997985839844,0.0,667.0,1334,-4.999999999999671,0.0,0.0,0.0,0.26480000000000065
60,0,max_steps,1,0,0,375.9999999999863,2500,,,0.9704382528072976,0.1,0.03650641813874245,0.8356893658638,-0.05759924650192261,41.612396240234375,0.0,381.0,762,-4.999999999999671,0.0,0.0,0.0,0.1503999999999945
70,0,max_steps,1,0,0,52.999999999994074,2500,,,0.9655969644297613,0.1,0.03997950255870819,0.8979151844978333,-0.05759924650192261,37.78871154785156,0.0,58.0,116,-4.999999999999671,0.0,0.0,0.0,0.02119999999999763
80,0,max_steps,1,0,0,193.49999999997905,2500,,,0.9607798281021742,0.1,0.042800601571798325,0.9533730745315552,-0.05759924650192261,37.78871154785156,0.0,198.5,397,-4.999999999999671,0.0,0.0,0.0,0.07739999999999161
90,0,max_steps,1,1,0,1115.0020000000325,2500,1598.0,1598.0,0.9559867233356352,0.1,0.04622863233089447,1.0577946901321411,-0.05759924650192261,83.71482849121094,500.0,620.0,1240,-4.997999999999672,0.0,0.0,0.0,0.44600080000001296
100,0,max_steps,1,0,0,644.5000000000191,2500,,,0.951217530242334,0.1,0.051123008131980896,1.1713740825653076,-0.05759924650192261,83.71482849121094,0.0,649.5,1299,-4.999999999999671,0.0,0.0,0.0,0.25780000000000763
110,0,max_steps,1,0,0,403.9999999999905,2500,,,0.9464721295325524,0.1,0.05346255376935005,1.189733862876892,-0.07120919227600098,51.30641174316406,0.0,409.0,818,-4.999999999999671,0.0,0.0,0.0,0.1615999999999962
120,0,max_steps,1,0,0,40.499999999994095,2500,,,0.9417504025116805,0.1,0.058398663997650146,1.3154841661453247,-0.07120919227600098,57.43853759765625,0.0,45.5,91,-4.999999999999671,0.0,0.0,0.0,0.016199999999997636
130,0,max_steps,1,0,0,406.4999999999806,2500,,,0.937052231077248,0.1,0.06140928342938423,1.345000982284546,-0.07120919227600098,56.520057678222656,0.0,411.5,823,-4.999999999999671,0.0,0.0,0.0,0.16259999999999225
140,0,max_steps,1,0,0,328.49999999997914,2500,,,0.9323774977159699,0.1,0.06406528502702713,1.3657580614089966,-0.12491869926452637,56.520057678222656,0.0,333.5,667,-4.999999999999671,0.0,0.0,0.0,0.13139999999999166
150,0,max_steps,1,0,0,423.49999999998295,2500,,,0.9277260855008077,0.1,0.0650133565068245,1.3799084424972534,-0.12491869926452637,59.95443344116211,0.0,428.5,857,-4.999999999999671,0.0,0.0,0.0,0.16939999999999317
160,0,max_steps,1,0,0,18.000000000002725,2500,,,0.923097878088044,0.1,0.06708504259586334,1.4123262166976929,-0.12491869926452637,62.04997634887695,0.0,23.0,46,-4.999999999999671,0.0,0.0,0.0,0.00720000000000109
170,0,max_steps,1,0,0,367.49999999998084,2500,,,0.9184927597143733,0.1,0.07099605351686478,1.464839220046997,-0.057517051696777344,60.99150848388672,0.0,372.5,745,-4.999999999999671,0.0,0.0,0.0,0.14699999999999233
180,0,max_steps,1,0,0,-4.999999999999671,2500,,,0.9139106151940054,0.1,0.07682295888662338,1.5863937139511108,-0.057517051696777344,69.92882537841797,0.0,0.0,0,-4.999999999999671,0.0,0.0,0.0,-0.0019999999999998686
190,0,max_steps,1,0,0,263.9999999999892,2500,,,0.9093513299157857,0.1,0.08031222224235535,1.6748121976852417,-0.057517051696777344,75.52265930175781,0.0,269.0,538,-4.999999999999671,0.0,0.0,0.0,0.10559999999999568
200,0,max_steps,1,0,0,117.0000000000085,2500,,,0.9048147898403269,0.1,0.08345508575439453,1.723491907119751,-0.03896583989262581,76.94039154052734,0.0,122.0,244,-4.999999999999671,0.0,0.0,0.0,0.0468000000000034
210,0,max_steps,1,0,0,449.4999999999829,2500,,,0.9003008814971583,0.1,0.0898694396018982,1.89801824092865,-0.03896583989262581,128.1978759765625,0.0,454.5,909,-4.999999999999671,0.0,0.0,0.0,0.17979999999999316
220,0,max_steps,1,0,0,-1.4999999999998386,2500,,,0.895809491981886,0.1,0.09288103878498077,1.9838871955871582,-0.03896583989262581,132.54022216796875,0.0,3.5,7,-4.999999999999671,0.0,0.0,0.0,-0.0005999999999999354
230,0,max_steps,1,0,0,488.99999999999073,2500,,,0.8913405089533699,0.1,0.09724310785531998,2.0848276615142822,-0.03896583989262581,116.13394165039062,0.0,494.0,988,-4.999999999999671,0.0,0.0,0.0,0.1955999999999963
