ep,stage,done_reason,action_repeat,hits,crash,return,steps,avg_steps_per_hit,med_steps_per_hit,epsilon,alpha,q_mean,q_std,q_min,q_max,r_hit,r_progress,progress_steps,r_step,r_near_boundary,r_oob,mean_return_per_step,dx_bin_counts,dy_bin_counts,vx_bin_counts,vy_bin_counts,theta_bin_counts,omega_bin_counts,vx_abs_p50,vy_abs_p50,theta_abs_p50,omega_abs_p50,vx_abs_p90,vy_abs_p90,theta_abs_p90,omega_abs_p90,near_vx_abs_p90,near_vy_abs_p90,near_theta_abs_p90,near_omega_abs_p90
10,0,success,1,2,0,1021.8891853448745,709,354.5,354.5,0.19900224700262353,0.1,0.0068663922138512135,0.7541549205780029,-2.8693931102752686,94.98370361328125,1000.0,78.44918534487468,707,-56.55999999999915,0.0,0.0,1.4413105576091318,"{1: 22, 2: 14, 3: 34}","{2: 7, 3: 30, 6: 5, 5: 15, 4: 13}","{1: 30, 0: 36, 2: 4}","{1: 25, 0: 19, 2: 26}","{1: 45, 0: 25}","{1: 40, 0: 17, 2: 13}",0.05509494312819101,0.03415862384011292,0.0877165545338835,0.09871388760277303,0.1432428471421972,0.09119737809026733,0.17120048531347348,0.13580798414691866,0.14952864693211404,0.10751092064302278,0.12137421265643819,0.14497155772636927
20,0,max_steps,1,1,0,357.47769454890073,2500,1011.0,1011.0,0.19800947156046594,0.1,0.009374171495437622,0.9190617203712463,-3.185089588165283,94.98370361328125,500.0,57.39769454888462,1356,-199.92000000000886,0.0,0.0,0.1429910778195603,"{1: 59, 2: 39, 3: 3, 6: 149}","{5: 8, 4: 67, 3: 168, 2: 7}","{1: 223, 0: 27}","{1: 104, 2: 85, 0: 61}","{1: 237, 0: 13}","{1: 234, 0: 8, 2: 8}",0.01143867880558176,0.03156047169240858,0.016466441045549757,0.020611668143325088,0.05063458690512012,0.0712992144164065,0.06315424014048249,0.08505220962913393,0.04538786541121991,0.01319588760259423,0.06312188946391405,0.08485846458512848
30,0,success,1,2,0,970.0618356000048,1709,854.5,854.5,0.197021648841674,0.1,0.013414233922958374,1.2450953722000122,-3.612257480621338,172.00717163085938,1000.0,106.62183559999838,1271,-136.55999999999895,0.0,0.0,0.5676195644236424,"{3: 13, 4: 67, 5: 90}","{5: 13, 4: 16, 3: 135, 2: 6}","{1: 93, 2: 59, 0: 18}","{1: 125, 2: 42, 0: 3}","{1: 122, 2: 35, 0: 13}","{1: 87, 2: 44, 0: 39}",0.043272035006010345,0.019158789117587574,0.06979616903606387,0.09962084233262092,0.08929011149581967,0.05805008143403869,0.13955719697425387,0.14544615066181005,0.1234610638224811,0.14448266248920555,0.20106562811896064,0.16254506124793985
40,0,max_steps,1,0,0,-158.04042671773806,2500,,,0.19603875413827485,0.1,0.0183083638548851,1.6082112789154053,-10.76372241973877,233.23834228515625,0.0,41.95957328226078,1594,-200.00000000000887,0.0,0.0,-0.06321617068709522,"{6: 229, 5: 21}","{4: 18, 3: 92, 2: 131, 1: 9}","{1: 215, 2: 12, 0: 23}","{1: 91, 2: 95, 0: 64}","{1: 228, 2: 6, 0: 16}","{1: 213, 2: 20, 0: 17}",0.01587528745460739,0.032356031123787724,0.022681053364866026,0.029686382373199507,0.06713408926808556,0.06950903467206647,0.08809306365927584,0.11986029127029668,,,,
50,0,max_steps,1,0,0,-177.96931892250007,2500,,,0.1950607628655578,0.1,0.02473706379532814,1.6422935724258423,-10.76372241973877,217.99517822265625,0.0,22.030681077503772,1330,-200.00000000000887,0.0,0.0,-0.07118772756900002,{2: 250},"{4: 42, 3: 180, 2: 28}",{1: 250},"{1: 167, 2: 40, 0: 43}",{1: 250},{1: 250},0.00516822631836901,0.01045942576097993,0.009507743646178287,0.01074468542627783,0.02501214021530069,0.04004963864208355,0.03534583286546167,0.03804609782182993,,,,
60,0,max_steps,1,0,0,-119.7068908610688,2500,,,0.1940876505614596,0.1,0.03224847465753555,1.7154760360717773,-10.76372241973877,153.49085998535156,0.0,80.29310913892924,1386,-200.00000000000887,0.0,0.0,-0.04788275634442752,"{2: 102, 1: 148}","{2: 51, 3: 134, 4: 65}","{1: 160, 2: 48, 0: 42}","{1: 149, 0: 71, 2: 30}","{1: 207, 2: 25, 0: 18}","{1: 203, 2: 22, 0: 25}",0.03714710522431129,0.025955733242409455,0.046775845612698166,0.05055851081203561,0.08039418106509756,0.06673907170608429,0.11060501353072129,0.12283957774627345,,,,
70,0,max_steps,1,0,0,-176.89009180313874,2500,,,0.1931193928859523,0.1,0.032126232981681824,1.7771239280700684,-10.76372241973877,153.49085998535156,0.0,23.109908196863444,1259,-200.00000000000887,0.0,0.0,-0.0707560367212555,"{5: 61, 6: 189}","{1: 8, 2: 103, 3: 73, 4: 66}","{1: 225, 0: 25}","{1: 89, 0: 105, 2: 56}","{1: 236, 0: 14}","{1: 235, 0: 7, 2: 8}",0.011361275734220532,0.03187140994920766,0.019330324293074658,0.025129394307237908,0.04559175662645841,0.06485957211213711,0.06423744015450018,0.08150455104663756,,,,
80,0,crash,1,1,1,168.32101635064384,2017,1315.0,1315.0,0.19215596562043488,0.1,0.03674454987049103,1.9626884460449219,-13.253467559814453,163.06053161621094,500.0,72.02673958190532,1262,-161.28000000000281,-162.42572323126896,-80.0,0.08345117320309561,"{0: 54, 1: 20, 2: 53, 3: 4, 6: 70}","{4: 12, 3: 107, 2: 82}","{1: 112, 0: 79, 2: 10}","{1: 112, 2: 43, 0: 46}","{1: 158, 0: 35, 2: 8}","{1: 147, 0: 28, 2: 26}",0.041612706415199055,0.026307089742785655,0.05135782947396171,0.05816954135697857,0.08054857163426192,0.0573441109465553,0.11097809378123372,0.1863347583100895,0.04219620456438191,0.02971336299813515,0.08713682362884402,0.096826496350478
90,0,max_steps,1,1,0,-2676.8139403704913,2500,175.0,175.0,0.19119734466712712,0.1,0.01946161314845085,2.157604455947876,-41.05094909667969,153.49085998535156,500.0,59.19631086507491,1070,-199.92000000000886,-3036.0902512355788,0.0,-1.0707255761481966,"{3: 44, 4: 43, 5: 35, 6: 128}","{5: 6, 4: 56, 0: 24, 1: 9, 2: 19, 3: 136}","{1: 177, 0: 73}","{1: 110, 2: 58, 0: 82}","{1: 212, 0: 38}","{1: 193, 0: 27, 2: 30}",0.018964802841203415,0.03149282381455065,0.028476391658148692,0.040681268487055076,0.08845334409785105,0.08854630305986713,0.1186659037004443,0.11551505928540463,0.04950386775022682,0.14700640643561178,0.12509787531955124,0.1211054158804311
100,0,max_steps,1,0,0,-150.4235543780441,2500,,,0.19024350604846688,0.1,0.024467552080750465,2.2093183994293213,-41.05094909667969,177.24412536621094,0.0,49.57644562195754,1136,-200.00000000000887,0.0,0.0,-0.06016942175121764,"{5: 100, 6: 150}","{2: 44, 1: 45, 3: 161}","{1: 186, 0: 45, 2: 19}","{1: 165, 2: 21, 0: 64}","{1: 208, 0: 27, 2: 15}","{1: 207, 0: 24, 2: 19}",0.018776819327573177,0.017356762635078186,0.026694229914846684,0.035541685608835145,0.07808459238159597,0.04238619871890448,0.11672245991910168,0.1123972684751564,,,,
110,0,max_steps,1,0,0,-110.55455048725997,2500,,,0.18929442590651052,0.1,0.02399921603500843,2.2617673873901367,-47.82811737060547,166.71861267089844,0.0,89.44544951273824,1255,-200.00000000000887,0.0,0.0,-0.04422182019490399,"{0: 73, 1: 177}","{2: 62, 3: 188}","{1: 134, 0: 59, 2: 57}","{1: 138, 2: 55, 0: 57}","{1: 179, 0: 38, 2: 33}","{1: 162, 0: 46, 2: 42}",0.046198850685616494,0.025375034178999795,0.059814168999277786,0.08352321878757828,0.08431962544260706,0.04992519189013161,0.12360557047412385,0.12852285663197766,,,,
120,0,max_steps,1,1,0,404.18671232166133,2500,2278.0,2278.0,0.18835008050233615,0.1,0.02439580298960209,2.466684341430664,-57.81310272216797,174.6016845703125,500.0,104.10671232165727,1337,-199.92000000000886,0.0,0.0,0.16167468492866452,"{2: 130, 1: 97, 6: 23}","{2: 18, 3: 204, 4: 8, 6: 10, 5: 10}","{1: 122, 2: 47, 0: 81}","{1: 170, 0: 49, 2: 31}","{1: 157, 0: 61, 2: 32}","{1: 133, 2: 60, 0: 57}",0.050484405681476,0.021180420428635896,0.07764878632399003,0.09514878035223975,0.09580589512086453,0.05021915266533421,0.139137809136497,0.16740338177964595,0.13032839994478698,0.028815683081801012,0.15385797712405333,0.09856843868777937
130,0,max_steps,1,0,0,-120.43939283808606,2500,,,0.18741044621544964,0.1,0.032127540558576584,2.646230459213257,-57.81310272216797,199.99261474609375,0.0,79.56060716191172,1086,-200.00000000000887,0.0,0.0,-0.04817575713523443,"{5: 152, 6: 98}","{5: 13, 4: 29, 3: 182, 2: 26}","{1: 159, 0: 39, 2: 52}","{1: 155, 2: 57, 0: 38}","{1: 197, 2: 29, 0: 24}","{1: 176, 2: 33, 0: 41}",0.037938658236434324,0.023264058029711765,0.05046654228321663,0.0667151459950416,0.08000499324479063,0.07471884821558197,0.12072868421385556,0.12870425059478596,,,,
140,0,max_steps,1,1,0,294.015783285265,2500,910.0,910.0,0.186475499543194,0.1,0.04428242892026901,2.961568593978882,-57.81310272216797,238.50674438476562,500.0,158.8520114356761,1923,-199.92000000000886,-164.91622815041595,0.0,0.117606313314106,"{6: 23, 5: 30, 4: 37, 0: 160}","{5: 16, 4: 25, 3: 105, 2: 47, 0: 38, 1: 19}","{1: 127, 2: 71, 0: 52}","{1: 80, 2: 71, 0: 99}","{1: 153, 2: 56, 0: 41}","{1: 158, 2: 33, 0: 59}",0.04809120001722805,0.04500041114506567,0.07457488696574088,0.08012566247727622,0.10936329660491328,0.07707947874593259,0.17599347015904732,0.17612183172579907,0.1632571376551975,0.006688717785337907,0.2351569928665622,0.07889195065004344
150,1,max_steps,3,0,0,-122.83385000031107,3000,,,0.59940015,0.1,0.047514330595731735,3.210538625717163,-83.42831420898438,238.8358154296875,0.0,117.16614999968802,1535,-240.00000000001512,0.0,0.0,-0.04094461666677036,"{6: 82, 5: 139, 4: 79}","{2: 44, 3: 248, 4: 8}","{1: 138, 2: 76, 0: 86}","{1: 197, 0: 67, 2: 36}","{1: 207, 2: 39, 0: 54}","{1: 200, 2: 45, 0: 55}",0.05435553989166851,0.025213820660892703,0.0739599421788962,0.07836341013741405,0.09280870474039342,0.04251536567299099,0.12104144167426055,0.14162422278641293,,,,
160,1,crash,3,0,1,-477.9005904609043,2924,,,0.5964098835185481,0.1,0.042362090200185776,3.1968767642974854,-83.13408660888672,218.01039123535156,0.0,29.201541225465512,1180,-233.92000000001417,-193.18213168636834,-80.0,-0.16344069441207398,{6: 292},"{1: 14, 2: 86, 3: 190, 4: 2}","{1: 194, 0: 87, 2: 11}","{1: 195, 0: 71, 2: 26}","{1: 246, 0: 46}","{1: 222, 0: 36, 2: 34}",0.026733437838091935,0.020246107080909004,0.04116742843544917,0.05743368959179282,0.09044714899788867,0.05577615660210297,0.13406227430862294,0.14259811810447873,,,,
170,1,max_steps,3,0,0,-171.55076896874937,3000,,,0.5934345347738201,0.1,0.037136781960725784,3.316356658935547,-81.09366607666016,230.53677368164062,0.0,68.44923103125157,1356,-240.00000000001512,0.0,0.0,-0.05718358965624979,"{4: 36, 5: 64, 6: 200}","{2: 117, 3: 182, 4: 1}","{1: 193, 0: 74, 2: 33}","{1: 203, 0: 50, 2: 47}","{1: 242, 0: 47, 2: 11}","{1: 214, 0: 46, 2: 40}",0.033418154375589204,0.020559082252855555,0.04536656674052296,0.06905487941408774,0.08776188606860194,0.051891933573292144,0.12105172889030573,0.12996615189409388,,,,
180,1,crash,3,0,1,-575.0061463764723,2135,,,0.5904740293447336,0.1,0.029229627922177315,3.4162137508392334,-77.50577545166016,230.53677368164062,0.0,17.597801403034367,633,-170.8000000000043,-341.80394777950715,-80.0,-0.26932372195619314,"{6: 189, 5: 24}","{0: 6, 1: 33, 2: 71, 3: 103}","{1: 128, 0: 85}","{1: 107, 0: 71, 2: 35}","{1: 164, 0: 49}","{1: 162, 0: 23, 2: 28}",0.031624653168606624,0.029771338816769875,0.04983408468978102,0.06427626002955064,0.09256214479675696,0.06623034845908853,0.12189365335652508,0.11484711269488065,,,,
190,1,max_steps,3,0,0,-189.80474826686657,3000,,,0.5875282931814751,0.1,0.021528884768486023,3.514008045196533,-73.04959106445312,230.53677368164062,0.0,50.195251733134135,1331,-240.00000000001512,0.0,0.0,-0.06326824942228886,"{5: 97, 6: 196, 4: 7}","{0: 15, 1: 15, 2: 109, 3: 161}","{1: 235, 2: 20, 0: 45}","{1: 188, 0: 73, 2: 39}","{1: 267, 2: 11, 0: 22}","{1: 258, 0: 28, 2: 14}",0.02279128250350937,0.02160591691053941,0.034364386550504694,0.04879201664776744,0.07539315687699898,0.06599516984762686,0.10078415597373164,0.10949134945610393,,,,
