ep,stage,done_reason,action_repeat,hits,crash,return,steps,avg_steps_per_hit,med_steps_per_hit,epsilon,alpha,q_mean,q_std,q_min,q_max,r_hit,r_progress,progress_steps,r_step,r_near_boundary,r_oob,r_stagnate,mean_return_per_step
10,0,max_steps,1,0,0,17.30227761809994,2500,,,0.9950112350131176,0.1,0.0011417208006605506,0.09557269513607025,-0.039996419101953506,8.596786499023438,0.0,22.3022776180996,1457,-4.999999999999671,0.0,0.0,0.0,0.006920911047239976
20,0,max_steps,1,0,0,-0.2874984443120272,2500,,,0.9900473578023296,0.1,0.0012767664156854153,0.0940260961651802,-0.039996419101953506,8.428382873535156,0.0,4.71250155568797,784,-4.999999999999671,0.0,0.0,0.0,-0.00011499937772481088
30,0,max_steps,1,1,0,509.556296638554,2500,1990.0,1990.0,0.98510824420837,0.1,0.0024447853211313486,0.27494990825653076,-0.039996419101953506,57.20423889160156,500.0,14.554296638556348,1443,-4.997999999999672,0.0,0.0,0.0,0.2038225186554216
40,0,max_steps,1,0,0,21.99778765439001,2500,,,0.9801937706913741,0.1,0.002540644258260727,0.17674021422863007,-0.039996419101953506,15.907018661499023,0.0,26.99778765439009,1490,-4.999999999999671,0.0,0.0,0.0,0.008799115061756005
50,0,max_steps,1,0,0,14.712415623618497,2500,,,0.9753038143277888,0.1,0.0026269748341292143,0.16153886914253235,-0.04274766892194748,14.394775390625,0.0,19.712415623618973,1300,-4.999999999999671,0.0,0.0,0.0,0.005884966249447399
60,0,max_steps,1,0,0,7.900948821271305,2500,,,0.9704382528072976,0.1,0.002729585627093911,0.16155366599559784,-0.039996419101953506,14.394775390625,0.0,12.90094882127129,1437,-4.999999999999671,0.0,0.0,0.0,0.0031603795285085217
70,0,max_steps,1,0,0,11.049290515923174,2500,,,0.9655969644297613,0.1,0.0028518009930849075,0.16180036962032318,-0.05394182726740837,14.394775390625,0.0,16.049290515923172,1546,-4.999999999999671,0.0,0.0,0.0,0.0044197162063692695
80,0,max_steps,1,0,0,11.910469335082412,2500,,,0.9607798281021742,0.1,0.004050206393003464,0.24382303655147552,-0.039996419101953506,23.036325454711914,0.0,16.91046933508249,1589,-4.999999999999671,0.0,0.0,0.0,0.004764187734032965
90,0,max_steps,1,0,0,0.508932458415883,2500,,,0.9559867233356352,0.1,0.004040996078401804,0.22260403633117676,-0.039996419101953506,19.843120574951172,0.0,5.5089324584158845,1008,-4.999999999999671,0.0,0.0,0.0,0.0002035729833663532
100,0,max_steps,1,0,0,21.343539542285615,2500,,,0.951217530242334,0.1,0.004127155058085918,0.20754662156105042,-0.039996419101953506,18.21915626525879,0.0,26.34353954228534,1524,-4.999999999999671,0.0,0.0,0.0,0.008537415816914246
110,0,max_steps,1,0,0,25.845796606734044,2500,,,0.9464721295325524,0.1,0.004298212472349405,0.19883809983730316,-0.039996419101953506,17.272058486938477,0.0,30.845796606733128,1365,-4.999999999999671,0.0,0.0,0.0,0.010338318642693618
120,0,max_steps,1,0,0,-2.045692269579029,2500,,,0.9417504025116805,0.1,0.004364529624581337,0.19271211326122284,-0.039996419101953506,16.559106826782227,0.0,2.9543077304208762,834,-4.999999999999671,0.0,0.0,0.0,-0.0008182769078316117
130,0,max_steps,1,0,0,2.026432370634781,2500,,,0.937052231077248,0.1,0.004339628852903843,0.18227827548980713,-0.039996419101953506,15.554145812988281,0.0,7.026432370634777,966,-4.999999999999671,0.0,0.0,0.0,0.0008105729482539123
140,0,max_steps,1,0,0,5.498183353428772,2500,,,0.9323774977159699,0.1,0.0044171931222081184,0.18031325936317444,-0.039996419101953506,15.259501457214355,0.0,10.498183353428466,878,-4.999999999999671,0.0,0.0,0.0,0.0021992733413715086
150,0,max_steps,1,0,0,-2.3513578888129514,2500,,,0.9277260855008077,0.1,0.004531943704932928,0.1811741143465042,-0.039996419101953506,15.259501457214355,0.0,2.6486421111870113,643,-4.999999999999671,0.0,0.0,0.0,-0.0009405431555251806
160,0,max_steps,1,0,0,2.007474780884035,2500,,,0.923097878088044,0.1,0.007650338113307953,0.40974026918411255,-0.039996419101953506,36.72388458251953,0.0,7.007474780883963,858,-4.999999999999671,0.0,0.0,0.0,0.000802989912353614
170,0,max_steps,1,0,0,9.18694532021299,2500,,,0.9184927597143733,0.1,0.008540588431060314,0.45167362689971924,-0.039996419101953506,39.864261627197266,0.0,14.186945320213532,1370,-4.999999999999671,0.0,0.0,0.0,0.003674778128085196
