ep,stage,done_reason,action_repeat,hits,crash,return,steps,avg_steps_per_hit,med_steps_per_hit,epsilon,alpha,q_mean,q_std,q_min,q_max,r_hit,r_progress,progress_steps,r_step,r_near_boundary,r_oob,r_stagnate,mean_return_per_step
10,0,max_steps,1,0,0,9.150242137419726,2500,,,0.9950112350131176,0.1,7.565030682599172e-05,0.011256306432187557,-0.06913264095783234,0.4094284474849701,0.0,14.150242137419674,1783,-4.999999999999671,0.0,0.0,0.0,0.00366009685496789
20,0,max_steps,1,0,0,1.3251155277896174,2500,,,0.9900473578023296,0.1,0.0013619307428598404,0.2297401875257492,-0.085947185754776,50.03538131713867,0.0,6.325115527789429,1099,-4.999999999999671,0.0,0.0,0.0,0.000530046211115847
30,0,max_steps,1,0,0,3.4801868136391505,2500,,,0.98510824420837,0.1,0.0013078164774924517,0.2297751009464264,-0.13010631501674652,50.03538131713867,0.0,8.480186813639063,1203,-4.999999999999671,0.0,0.0,0.0,0.0013920747254556603
40,0,max_steps,1,0,0,16.203332833668238,2500,,,0.9801937706913741,0.1,0.001433792058378458,0.2300024926662445,-0.17853863537311554,50.03538131713867,0.0,21.203332833668245,1075,-4.999999999999671,0.0,0.0,0.0,0.006481333133467295
50,0,max_steps,1,1,0,544.8851518076408,2500,1573.0,1573.0,0.9753038143277888,0.1,0.0038139678072184324,0.34737035632133484,-0.20406724512577057,65.2569580078125,500.0,49.88315180764101,2139,-4.997999999999672,0.0,0.0,0.0,0.21795406072305631
60,0,max_steps,1,0,0,1.4719926601849118,2500,,,0.9704382528072976,0.1,0.005942178890109062,0.484366774559021,-0.20350618660449982,78.22341918945312,0.0,6.471992660184804,1211,-4.999999999999671,0.0,0.0,0.0,0.0005887970640739647
70,0,max_steps,1,0,0,12.610560824701697,2500,,,0.9655969644297613,0.1,0.009260307066142559,0.7074193954467773,-0.21190011501312256,97.54702758789062,0.0,17.610560824701604,1592,-4.999999999999671,0.0,0.0,0.0,0.005044224329880678
80,0,max_steps,1,0,0,35.15959658432498,2500,,,0.9607798281021742,0.1,0.011498985812067986,0.8320311307907104,-0.21190011501312256,107.9957275390625,0.0,40.159596584324966,1808,-4.999999999999671,0.0,0.0,0.0,0.014063838633729992
90,0,max_steps,1,0,0,34.91407689157429,2500,,,0.9559867233356352,0.1,0.012744953855872154,0.9113680124282837,-0.20350618660449982,113.13145446777344,0.0,39.91407689157448,1524,-4.999999999999671,0.0,0.0,0.0,0.013965630756629715
100,0,max_steps,1,0,0,8.290977122286531,2500,,,0.951217530242334,0.1,0.013916782103478909,0.9857041239738464,-0.20350618660449982,114.38106536865234,0.0,13.290977122286447,1317,-4.999999999999671,0.0,0.0,0.0,0.0033163908489146124
110,0,max_steps,1,0,0,-11.229579805667289,2500,,,0.9464721295325524,0.1,0.013879287987947464,0.9524431228637695,-0.3032486140727997,90.9483871459961,0.0,-6.229579805667352,612,-4.999999999999671,0.0,0.0,0.0,-0.0044918319222669156
120,0,max_steps,1,0,0,-3.7049375007811225,2500,,,0.9417504025116805,0.1,0.015993257984519005,1.1153242588043213,-0.3032486140727997,131.15744018554688,0.0,1.295062499218751,772,-4.999999999999671,0.0,0.0,0.0,-0.001481975000312449
130,0,max_steps,1,0,0,2.077156195034048,2500,,,0.937052231077248,0.1,0.01684417389333248,1.1394236087799072,-0.3032486140727997,133.87213134765625,0.0,7.077156195034163,1079,-4.999999999999671,0.0,0.0,0.0,0.0008308624780136192
140,0,max_steps,1,0,0,23.093208676546848,2500,,,0.9323774977159699,0.1,0.019047431647777557,1.2697750329971313,-0.3032486140727997,143.88168334960938,0.0,28.09320867654688,2065,-4.999999999999671,0.0,0.0,0.0,0.009237283470618739
150,0,max_steps,1,0,0,22.09071664716862,2500,,,0.9277260855008077,0.1,0.02109469287097454,1.406224012374878,-0.36548587679862976,154.31759643554688,0.0,27.090716647168552,2114,-4.999999999999671,0.0,0.0,0.0,0.008836286658867447
160,0,max_steps,1,0,0,10.346565507209913,2500,,,0.923097878088044,0.1,0.021993359550833702,1.4005554914474487,-0.36548587679862976,124.81672668457031,0.0,15.346565507209869,1272,-4.999999999999671,0.0,0.0,0.0,0.004138626202883965
170,0,max_steps,1,0,0,12.152304085398098,2500,,,0.9184927597143733,0.1,0.021875014528632164,1.3508553504943848,-0.35722893476486206,120.19815826416016,0.0,17.152304085398065,1241,-4.999999999999671,0.0,0.0,0.0,0.00486092163415924
180,0,max_steps,1,0,0,13.524720463404284,2500,,,0.9139106151940054,0.1,0.02489650249481201,1.5487841367721558,-0.38896963000297546,165.73631286621094,0.0,18.524720463404222,1431,-4.999999999999671,0.0,0.0,0.0,0.005409888185361714
190,0,max_steps,1,0,0,0.3891132205711878,2500,,,0.9093513299157857,0.1,0.025846652686595917,1.5596438646316528,-0.30507582426071167,142.59506225585938,0.0,5.389113220571119,1131,-4.999999999999671,0.0,0.0,0.0,0.00015564528822847512
200,0,max_steps,1,0,0,-3.066443445485251,2500,,,0.9048147898403269,0.1,0.025703996419906616,1.556180715560913,-0.36219266057014465,142.59506225585938,0.0,1.9335565545146347,854,-4.999999999999671,0.0,0.0,0.0,-0.0012265773781941003
