ep,stage,done_reason,action_repeat,hits,crash,return,steps,avg_steps_per_hit,med_steps_per_hit,epsilon,alpha,q_mean,q_std,q_min,q_max,r_hit,r_progress,progress_steps,r_step,r_near_boundary,r_oob,mean_return_per_step,dx_bin_counts,dy_bin_counts,vx_bin_counts,vy_bin_counts,theta_bin_counts,omega_bin_counts,vx_abs_p50,vy_abs_p50,theta_abs_p50,omega_abs_p50,vx_abs_p90,vy_abs_p90,theta_abs_p90,omega_abs_p90,near_vx_abs_p90,near_vy_abs_p90,near_theta_abs_p90,near_omega_abs_p90
10,0,max_steps,1,0,0,5.401316516571067,2500,,,0.9950112350131176,0.1,8.407799759879708e-05,0.012778861448168755,-0.30114108324050903,0.4680010676383972,0.0,30.401316516570926,1691,-25.00000000000111,0.0,0.0,0.002160526606628427,{2: 250},"{1: 5, 2: 65, 3: 180}",{1: 250},"{1: 209, 0: 41}",{1: 250},{1: 250},0.01030571113402168,0.010447335347670903,0.012080008335994666,0.011391228902208063,0.015972547420411785,0.036865163662549334,0.02182730920395776,0.025006703644768685,,,,
20,0,max_steps,1,0,0,10.206344910040263,2500,,,0.9900473578023296,0.1,0.005604852456599474,0.48711252212524414,-0.2759172320365906,57.9657096862793,0.0,35.20634491004009,1484,-25.00000000000111,0.0,0.0,0.0040825379640161055,"{1: 43, 2: 207}","{3: 233, 2: 17}",{1: 250},{1: 250},{1: 250},{1: 250},0.011139880814849963,0.007136388799405719,0.01589085306455959,0.01593826090301284,0.023964790499030334,0.01769059067978959,0.03126068349089018,0.04058870674584376,,,,
30,0,max_steps,1,0,0,-11.384774524019083,2500,,,0.98510824420837,0.1,0.008840177208185196,0.5559206008911133,-0.3694145977497101,65.05885314941406,0.0,13.615225475980662,999,-25.00000000000111,0.0,0.0,-0.004553909809607633,{2: 250},"{4: 16, 3: 188, 2: 46}",{1: 250},"{1: 215, 2: 35}",{1: 250},{1: 250},0.005912035703960555,0.011636887223057227,0.007664771462356345,0.008915654394828101,0.010293713392122776,0.03485093045089159,0.01618661428969591,0.022352368984528883,0.0034999821863962756,0.04192150141197427,0.004009000926168764,0.010821295121412356
40,0,max_steps,1,0,0,-0.7692198991573966,2500,,,0.9801937706913741,0.1,0.010057453997433186,0.5827118754386902,-0.31140533089637756,65.05885314941406,0.0,24.230780100842342,1422,-25.00000000000111,0.0,0.0,-0.00030768795966295865,{2: 250},"{4: 23, 3: 190, 2: 37}",{1: 250},"{1: 220, 2: 29, 0: 1}",{1: 250},{1: 250},0.005013429992814236,0.010944129835594068,0.00819714730197264,0.012435574325371714,0.019132004915454137,0.032653814164578784,0.025900427818375458,0.03469366213170583,,,,
50,0,max_steps,1,0,0,0.6727643946187454,2500,,,0.9753038143277888,0.1,0.01214499119669199,0.6542985439300537,-0.5987536907196045,72.3845443725586,0.0,25.672764394618582,1278,-25.00000000000111,0.0,0.0,0.00026910575784749814,{6: 250},"{1: 23, 2: 36, 3: 191}",{1: 250},"{1: 208, 0: 42}",{1: 250},{1: 250},0.006404586726003986,0.009322556949526896,0.010021493752018995,0.015909057532981982,0.021596360845072216,0.06134270538945984,0.03205552102952013,0.036459758085408765,,,,
60,0,success,1,2,0,1009.6736104349538,1015,507.5,507.5,0.9704382528072976,0.1,0.016423534601926804,0.7928911447525024,-0.5243933796882629,82.8953857421875,1000.0,19.803610434953193,938,-10.129999999999828,0.0,0.0,0.9947523255516787,"{3: 40, 2: 61}","{4: 22, 3: 60, 2: 19}",{1: 101},"{1: 72, 2: 29}",{1: 101},{1: 101},0.005775181938638902,0.010831554755852388,0.006649608177037763,0.01128611140677456,0.011371439841301631,0.053881894703202406,0.015597057369460113,0.025764922888734814,0.011941558412693069,0.05002690511197354,0.016696225564662617,0.026116422359803635
70,0,max_steps,1,0,0,3.883970410999355,2500,,,0.9655969644297613,0.1,0.016558080911636353,0.792936384677887,-0.5955623984336853,82.8953857421875,0.0,28.88397041099949,990,-25.00000000000111,0.0,0.0,0.0015535881643997421,"{4: 188, 5: 62}","{5: 13, 4: 20, 3: 182, 2: 35}",{1: 250},"{1: 198, 2: 48, 0: 4}",{1: 250},{1: 250},0.00808252105808029,0.013733557853991347,0.01115832517922408,0.016862329417402247,0.027568151156231478,0.05907581809355935,0.032819477790893725,0.040108399142458576,0.010725768441207394,0.07878004474144136,0.021134291276064147,0.034600986394078485
80,0,max_steps,1,0,0,11.611339769487177,2500,,,0.9607798281021742,0.1,0.01863769441843033,0.8793151378631592,-0.6797283291816711,88.88318634033203,0.0,36.61133976948696,1358,-25.00000000000111,0.0,0.0,0.0046445359077948705,{2: 250},"{5: 3, 4: 25, 3: 190, 2: 32}",{1: 250},"{1: 210, 2: 40}",{1: 250},{1: 250},0.008924175997646958,0.00848145463901341,0.014946564657656099,0.01669984403086272,0.02681169497890332,0.05037311792567554,0.03862587143624422,0.04449101276281435,0.022604196304341625,0.007835394877851029,0.026808471942308922,0.035607286923385516
90,0,max_steps,1,0,0,8.214209433673625,2500,,,0.9559867233356352,0.1,0.020777104422450066,0.8994039297103882,-0.7174217104911804,83.98336791992188,0.0,33.2142094336734,1775,-25.00000000000111,0.0,0.0,0.00328568377346945,"{1: 25, 2: 225}","{2: 42, 3: 208}",{1: 250},"{1: 221, 0: 29}",{1: 250},{1: 250},0.007205220545366963,0.007633457372943225,0.010453731653301677,0.015197717583204417,0.020133708054897864,0.045323905821576214,0.029634525246188932,0.03441014393883728,,,,
100,0,max_steps,1,0,0,13.470453603290839,2500,,,0.951217530242334,0.1,0.02177451178431511,0.9727361798286438,-0.8916661739349365,95.54032897949219,0.0,38.470453603290956,1535,-25.00000000000111,0.0,0.0,0.005388181441316336,{2: 250},"{5: 5, 4: 21, 3: 187, 2: 37}",{1: 250},"{1: 214, 2: 36}",{1: 250},{1: 250},0.009293905607743876,0.01062048476915893,0.014345952094848322,0.016949267250668972,0.025320172664132,0.05441533577429666,0.03363943071061617,0.04074456997885583,0.014422504295131476,0.01999521686867713,0.02126356836508596,0.0292587638867509
110,0,max_steps,1,1,0,514.0751334085786,2500,192.0,192.0,0.9464721295325524,0.1,0.024980053305625916,1.073306918144226,-0.9850106239318848,95.54032897949219,500.0,39.06513340857417,1741,-24.990000000001107,0.0,0.0,0.20563005336343143,"{3: 19, 0: 23, 1: 208}","{4: 19, 3: 186, 2: 45}",{1: 250},"{1: 221, 2: 26, 0: 3}",{1: 250},{1: 250},0.009358002044364256,0.010134810438085406,0.013298333779361104,0.01535956979498079,0.02081855500091626,0.031440993512354444,0.025446188107040225,0.029368884168259866,0.006485114879946997,0.07515037629327662,0.015835513901306452,0.023863284530960698
120,0,max_steps,1,0,0,-0.46406012058073304,2500,,,0.9417504025116805,0.1,0.02809186838567257,1.18290114402771,-0.9877207279205322,101.20147705078125,0.0,24.535939879419118,1355,-25.00000000000111,0.0,0.0,-0.00018562404823229322,"{5: 201, 4: 49}","{2: 34, 3: 216}",{1: 250},"{1: 230, 0: 20}",{1: 250},{1: 250},0.0058022144514451104,0.00959889531789122,0.008649181597615031,0.012884842334822065,0.026232131081857075,0.023177271751210565,0.03478500177740676,0.03697134969398981,,,,
130,0,max_steps,1,1,0,510.18597763148364,2500,1669.0,1669.0,0.937052231077248,0.1,0.0290509220212698,1.1712342500686646,-0.9049504399299622,103.97990417480469,500.0,35.17597763147929,1548,-24.990000000001107,0.0,0.0,0.20407439105259345,"{2: 221, 3: 6, 1: 23}","{4: 33, 3: 205, 2: 12}",{1: 250},"{1: 213, 2: 37}",{1: 250},{1: 250},0.011609781905714597,0.011408543617515645,0.016039631492081752,0.019078670509909076,0.030632619781021456,0.04226121428025966,0.03933234015550914,0.041058579545533665,0.029766204366148196,0.015894144115295966,0.03840129990834927,0.030378705179784006
140,0,max_steps,1,0,0,11.865787769993126,2500,,,0.9323774977159699,0.1,0.031041665002703667,1.2253239154815674,-0.8991979360580444,94.39060974121094,0.0,36.865787769993524,1415,-25.00000000000111,0.0,0.0,0.00474631510799725,{2: 250},"{5: 22, 4: 24, 3: 170, 2: 34}",{1: 250},"{1: 204, 2: 46}",{1: 250},{1: 250},0.00862483632084309,0.010091429628910992,0.013241529631481789,0.013532543210530332,0.0198998576255178,0.05302201636706909,0.028098549792262822,0.04087206560365327,,,,
150,0,max_steps,1,0,0,2.823113124213293,2500,,,0.9277260855008077,0.1,0.03313014283776283,1.2653847932815552,-1.0248281955718994,94.39060974121094,0.0,27.823113124213005,1072,-25.00000000000111,0.0,0.0,0.0011292452496853172,"{3: 37, 4: 213}","{1: 6, 2: 64, 3: 180}",{1: 250},"{1: 209, 0: 38, 2: 3}",{1: 250},{1: 250},0.01116774893325894,0.009262356889068533,0.015919490891750255,0.017565477093087978,0.028640747162698196,0.04215097210384053,0.035771449518086924,0.04080452295023053,0.032601658602120796,0.04980495526437986,0.04721421955034434,0.035344010823041824
160,0,max_steps,1,0,0,6.549725278242296,2500,,,0.923097878088044,0.1,0.03727192059159279,1.3592114448547363,-1.0419012308120728,96.11243438720703,0.0,31.54972527824272,1461,-25.00000000000111,0.0,0.0,0.0026198901112969184,{4: 250},"{4: 21, 3: 181, 2: 48}",{1: 250},"{1: 225, 2: 25}",{1: 250},{1: 250},0.009433092515401906,0.010988509848939424,0.011467052375945207,0.009678758867446477,0.026807652922836808,0.029306511339174286,0.030526645871978172,0.026990116490929913,0.023281658247016536,0.017172850260654918,0.028894470422508898,0.026972251895075235
170,0,max_steps,1,0,0,-20.622376891516744,2500,,,0.9184927597143733,0.1,0.04035785421729088,1.512324333190918,-0.9788419008255005,118.4563217163086,0.0,4.377623108483606,1003,-25.00000000000111,0.0,0.0,-0.008248950756606697,{4: 250},"{3: 208, 2: 42}",{1: 250},{1: 250},{1: 250},{1: 250},0.003120710156198885,0.00739045625415576,0.004000085992796445,0.006438608714585271,0.0071543751788442555,0.016882500372162417,0.010038624984825169,0.017811732584816976,,,,
