ep,stage,done_reason,action_repeat,hits,crash,return,steps,avg_steps_per_hit,med_steps_per_hit,epsilon,alpha,q_mean,q_std,q_min,q_max,r_hit,r_progress,progress_steps,r_step,r_near_boundary,r_oob,r_stagnate,mean_return_per_step,dx_bin_counts,dy_bin_counts,vx_bin_counts,vy_bin_counts,theta_bin_counts,omega_bin_counts,vx_abs_p50,vy_abs_p50,theta_abs_p50,omega_abs_p50,vx_abs_p90,vy_abs_p90,theta_abs_p90,omega_abs_p90,near_vx_abs_p90,near_vy_abs_p90,near_theta_abs_p90,near_omega_abs_p90
10,0,max_steps,1,0,0,-6.006304747941589,2500,,,0.9950112350131176,0.1,-0.0013230370823293924,0.07448771595954895,-8.994993209838867,0.04302950203418732,0.0,0.2973343113495591,280,-4.999999999999671,-1.303639059291428,0.0,0.0,-0.0024025218991766354,"{5: 243, 6: 7}","{2: 52, 1: 66, 0: 132}",{1: 250},{1: 250},{1: 250},{1: 250},0.007615719304823031,0.014846033474921813,0.010194984344399595,0.013543765754239547,0.02100779143676338,0.028591528740126534,0.02733675872799811,0.029388973447653136,,,,
20,0,max_steps,1,0,0,-108.90979534110056,2500,,,0.9900473578023296,0.1,-0.002438642317429185,0.11201217025518417,-8.994993209838867,0.04302950203418732,0.0,0.6803645984220619,528,-4.999999999999671,-104.59015993952282,0.0,0.0,-0.04356391813644023,"{4: 109, 5: 141}","{3: 77, 2: 45, 1: 41, 0: 87}",{1: 250},{1: 250},{1: 250},{1: 250},0.00536440426129239,0.018980439868662633,0.007337575627611034,0.009340227193244737,0.01890036518606366,0.03161326300625668,0.025173482786564342,0.027736357215407806,,,,
30,0,crash,1,0,1,-180.03323598237156,2495,,,0.98510824420837,0.1,-0.0023353584110736847,0.3274868130683899,-18.20942497253418,56.588531494140625,0.0,0.0,0,-4.9899999999996725,-95.04323598237173,-80.0,0.0,-0.07215760961217298,{5: 249},"{1: 6, 0: 243}",{1: 249},{1: 249},{1: 249},{1: 249},0.0044847614736724635,0.020283076649187114,0.006107801957461707,0.008783113121154889,0.011651295633160585,0.030062556410973006,0.015548440619213118,0.018421825144592955,,,,
40,0,max_steps,1,0,0,-55.049676945819265,2500,,,0.9801937706913741,0.1,-0.003229769878089428,0.33065569400787354,-12.81006908416748,56.588531494140625,0.0,0.0019014878124029577,10,-4.999999999999671,-50.05157843363181,0.0,0.0,-0.022019870778327705,"{3: 157, 4: 93}","{2: 17, 1: 48, 0: 185}",{1: 250},{1: 250},{1: 250},{1: 250},0.006771779184332064,0.018330423117514153,0.007648970789287964,0.010862226925152506,0.018648026522822336,0.03040151367872753,0.02592228919462201,0.029845514314850153,,,,
50,0,max_steps,1,0,0,2.4240950749470658,2500,,,0.9753038143277888,0.1,-0.001991675700992346,0.46502724289894104,-13.305678367614746,71.02430725097656,0.0,7.424095074946985,1269,-4.999999999999671,0.0,0.0,0.0,0.0009696380299788263,"{1: 200, 2: 50}","{4: 14, 3: 142, 2: 91, 1: 3}",{1: 250},{1: 250},{1: 250},{1: 250},0.0068969660538737735,0.012635356392190515,0.009971390517600404,0.01315686066988705,0.027994986953927048,0.022499025800226093,0.03440858226794599,0.04694710866993395,,,,
60,0,max_steps,1,0,0,-53.91502534512993,2500,,,0.9704382528072976,0.1,-0.0033465393353253603,0.4262574017047882,-16.04878044128418,32.445858001708984,0.0,0.07774881215039942,64,-4.999999999999671,-48.9927741572805,0.0,0.0,-0.021566010138051973,"{1: 199, 2: 51}","{1: 5, 0: 245}",{1: 250},{1: 250},{1: 250},{1: 250},0.006106383806727351,0.018899306222998284,0.009107639447122593,0.009484740660362864,0.015343774432605055,0.030120337956141198,0.01924748318168459,0.025549888945239428,,,,
70,0,max_steps,1,0,0,-19.69947273251272,2500,,,0.9655969644297613,0.1,-0.004006587900221348,0.5384511351585388,-18.050121307373047,75.93865966796875,0.0,0.7714706167961244,276,-4.999999999999671,-15.470943349309032,0.0,0.0,-0.007879789093005088,"{4: 7, 5: 243}","{3: 62, 2: 52, 1: 57, 0: 79}",{1: 250},{1: 250},{1: 250},{1: 250},0.005650800864495658,0.017531426250932035,0.008414991288302818,0.009875283803697697,0.014498147376570288,0.029291981011363988,0.01818608331912659,0.02260922847912447,,,,
80,0,max_steps,1,0,0,-25.36644171324811,2500,,,0.9607798281021742,0.1,-0.004699460230767727,0.548204779624939,-17.8367919921875,75.93865966796875,0.0,0.5027716259060566,198,-4.999999999999671,-20.86921333915443,0.0,0.0,-0.010146576685299245,"{5: 27, 6: 223}","{2: 26, 1: 49, 0: 175}",{1: 250},{1: 250},{1: 250},{1: 250},0.00804209233788681,0.018733620587552985,0.012735541417238316,0.015425237537027445,0.017186205786685164,0.027698908176556427,0.028733137369850337,0.03931482363632984,,,,
90,0,max_steps,1,0,0,-10.234977839090908,2500,,,0.9559867233356352,0.1,-0.005330937448889017,0.552768349647522,-18.08015251159668,75.93865966796875,0.0,1.7552041910666625,352,-4.999999999999671,-6.990182030157674,0.0,0.0,-0.004093991135636363,"{2: 247, 1: 3}","{3: 38, 2: 77, 1: 43, 0: 92}",{1: 250},{1: 250},{1: 250},{1: 250},0.0075897521543899175,0.017674543601485047,0.010433742306895356,0.00972307371238063,0.01644668458594174,0.026278293193558195,0.02198239481944888,0.026280474193536994,,,,
100,0,max_steps,1,0,0,-40.42954217155422,2500,,,0.951217530242334,0.1,-0.006288247182965279,0.5678682327270508,-19.33464813232422,75.93865966796875,0.0,0.41474163728404123,242,-4.999999999999671,-35.844283808838505,0.0,0.0,-0.016171816868621687,"{5: 238, 6: 12}","{2: 27, 1: 51, 0: 172}",{1: 250},{1: 250},{1: 250},{1: 250},0.0077192689134504885,0.019539886806033892,0.010876464962712839,0.011564682724900289,0.017741627627944758,0.03311391925792488,0.02197075156231884,0.02219518085695131,,,,
110,0,max_steps,1,0,0,-9.359933500809685,2500,,,0.9464721295325524,0.1,-0.006098530720919371,0.6429776549339294,-20.77322769165039,79.03782653808594,0.0,0.08885553240075561,203,-4.999999999999671,-4.448789033210718,0.0,0.0,-0.003743973400323874,"{5: 76, 6: 174}","{3: 92, 2: 51, 1: 53, 0: 54}",{1: 250},{1: 250},{1: 250},{1: 250},0.006390529150393303,0.017236127901766297,0.007647406443610366,0.011982187139929708,0.021078762597469786,0.025863882819161573,0.027360103926625964,0.026766333006210518,,,,
120,0,max_steps,1,0,0,-12.97413931774468,2500,,,0.9417504025116805,0.1,-0.005865262355655432,0.7514019012451172,-18.295663833618164,108.85321044921875,0.0,0.0961936244569861,108,-4.999999999999671,-8.070332942201954,0.0,0.0,-0.005189655727097872,"{4: 93, 5: 157}","{3: 28, 2: 51, 1: 54, 0: 117}",{1: 250},{1: 250},{1: 250},{1: 250},0.0070086980815884554,0.01944180511433784,0.008390609965136568,0.011140448980006695,0.017132977048015356,0.027460170309342846,0.021955830599565972,0.02430112396354404,,,,
130,0,max_steps,1,0,0,-8.258346035026202,2500,,,0.937052231077248,0.1,-0.006805709097534418,0.6956915259361267,-20.10249137878418,51.83136749267578,0.0,0.9765274969624149,440,-4.999999999999671,-4.234873531988826,0.0,0.0,-0.0033033384140104807,{2: 250},"{1: 41, 0: 209}",{1: 250},{1: 250},{1: 250},{1: 250},0.010855643065538968,0.016720748053461784,0.015669448441580712,0.016269079484635306,0.025729041338099477,0.030845402382879222,0.032153014682182575,0.03236221935656421,,,,
140,0,max_steps,1,0,0,-5.408266203602859,2500,,,0.9323774977159699,0.1,-0.008750871755182743,0.7165330052375793,-20.10249137878418,51.83136749267578,0.0,0.0382413633082862,42,-4.999999999999671,-0.44650756691145876,0.0,0.0,-0.0021633064814411437,"{2: 91, 3: 159}","{2: 6, 1: 46, 0: 198}",{1: 250},{1: 250},{1: 250},{1: 250},0.004599890569175284,0.016317131664529735,0.00764924931422771,0.009285158137336444,0.009139205764076602,0.025093973825997793,0.013633754830976265,0.02032187028966695,,,,
150,0,crash,1,0,1,-142.0451170348351,2188,,,0.9277260855008077,0.1,-0.010421719402074814,0.7348430156707764,-24.85862922668457,51.83136749267578,0.0,11.948688031850374,1559,-4.37599999999974,-69.61780506668566,-80.0,0.0,-0.0649200717709484,"{0: 70, 1: 119, 2: 29}","{5: 54, 4: 26, 3: 90, 2: 34, 1: 14}",{1: 218},{1: 218},{1: 218},{1: 218},0.008493218887526327,0.02261310403160065,0.011740210698516908,0.01291361191725603,0.032131013891718935,0.038270268540087644,0.039845432943610586,0.03480006068223454,,,,
160,0,max_steps,1,0,0,-51.37421646252246,2500,,,0.923097878088044,0.1,-0.012141293846070766,0.7590382099151611,-26.437091827392578,51.83136749267578,0.0,0.20290589904605472,146,-4.999999999999671,-46.57712236156875,0.0,0.0,-0.020549686585008983,{5: 250},"{2: 50, 1: 50, 0: 150}",{1: 250},{1: 250},{1: 250},{1: 250},0.002593008798142073,0.02005251461652488,0.004249896773932568,0.008981569183450309,0.01280110653628216,0.031029992036202287,0.017905093480166667,0.02800379256383366,,,,
170,0,crash,1,0,1,-158.9637810278731,2481,,,0.9184927597143733,0.1,-0.013815154321491718,0.7864900827407837,-28.470073699951172,51.83136749267578,0.0,0.0811781166642156,70,-4.961999999999676,-74.08295914453744,-80.0,0.0,-0.06407246313094442,"{5: 56, 6: 192}","{1: 12, 0: 236}",{1: 248},{1: 248},{1: 248},{1: 248},0.006369086773906685,0.020287207146027407,0.008351415846140173,0.009926069287816171,0.015403280044050368,0.031127233072475776,0.020792792428690483,0.028710201509764104,,,,
180,0,crash,1,0,1,-169.17010297884065,2476,,,0.9139106151940054,0.1,-0.015127134509384632,0.8135050535202026,-28.911954879760742,51.83136749267578,0.0,0.05507728009575413,92,-4.951999999999677,-84.27318025893656,-80.0,0.0,-0.06832395112231043,"{2: 196, 3: 51}","{3: 12, 2: 47, 1: 46, 0: 142}",{1: 247},{1: 247},{1: 247},{1: 247},0.007115614428574988,0.020366987791338387,0.009363653557855622,0.011385368930046026,0.017048575960662248,0.028274486867374878,0.022973829899429064,0.02742062106134605,,,,
190,0,crash,1,0,1,-169.49095236292484,2362,,,0.9093513299157857,0.1,-0.01480780728161335,0.9760696291923523,-27.718873977661133,103.82774353027344,0.0,0.7290687261250567,371,-4.723999999999702,-85.49602108905002,-80.0,0.0,-0.07175738880733482,{1: 236},"{3: 31, 2: 41, 1: 52, 0: 112}",{1: 236},{1: 236},{1: 236},{1: 236},0.00646023683791219,0.022184677747288502,0.008629972176376977,0.010640715898373176,0.014862872870842786,0.029521620328265018,0.020367405330483746,0.029980136260066608,,,,
200,0,crash,1,0,1,-174.9477708593637,2493,,,0.9048147898403269,0.1,-0.01611805520951748,0.9903157949447632,-30.424728393554688,103.82774353027344,0.0,3.1756329777965235,1076,-4.985999999999673,-93.13740383716035,-80.0,0.0,-0.07017560002381215,{1: 249},"{5: 39, 4: 42, 3: 78, 2: 65, 1: 25}",{1: 249},{1: 249},{1: 249},{1: 249},0.005238835359530976,0.01934449230143368,0.006731772928581775,0.007073385080806305,0.008869159906967978,0.037132223208187584,0.01473472487939428,0.01872915497893079,,,,
210,0,max_steps,1,0,0,-4.407622901789417,2500,,,0.9003008814971583,0.1,-0.016034182161092758,1.067280888557434,-30.424728393554688,119.55040740966797,0.0,0.6482890726655024,369,-4.999999999999671,-0.05591197445517318,0.0,0.0,-0.001763049160715767,{4: 250},"{3: 104, 2: 64, 1: 66, 0: 16}",{1: 250},{1: 250},{1: 250},{1: 250},0.005470218312577798,0.015967957702226532,0.007544737079203822,0.008031328249803727,0.009876691219779314,0.023550892135526084,0.013298732095838308,0.01986464489539488,,,,
220,0,max_steps,1,0,0,-20.685404076771956,2500,,,0.895809491981886,0.1,-0.016709737479686737,1.0742636919021606,-30.424728393554688,119.55040740966797,0.0,2.003606000234773,516,-4.999999999999671,-17.68901007700679,0.0,0.0,-0.008274161630708782,"{2: 191, 3: 59}","{1: 122, 0: 128}",{1: 250},{1: 250},{1: 250},{1: 250},0.011018351728224105,0.018554020806868382,0.01953159516754413,0.02465494736410461,0.042070212134870354,0.03344469713264446,0.05045094847550421,0.04860526016236582,,,,
230,0,max_steps,1,0,0,-1.8095649135415293,2500,,,0.8913405089533699,0.1,-0.018319949507713318,1.0945972204208374,-36.014686584472656,119.55040740966797,0.0,3.190435086458402,714,-4.999999999999671,0.0,0.0,0.0,-0.0007238259654166117,{1: 250},"{2: 38, 1: 78, 0: 134}",{1: 250},{1: 250},{1: 250},{1: 250},0.006557710376000117,0.013124950391219881,0.010260567871932129,0.009820489998057302,0.02300708635851051,0.02758474052307059,0.030891311597442638,0.029748699580317454,,,,
240,0,max_steps,1,0,0,-6.492578221976572,2500,,,0.8868938206309135,0.1,-0.019233880564570427,1.1080602407455444,-32.06930923461914,119.55040740966797,0.0,7.882598098167483,1352,-4.999999999999671,-9.375176320144295,0.0,0.0,-0.002597031288790629,"{6: 222, 5: 28}","{5: 16, 4: 83, 3: 102, 2: 44, 1: 5}",{1: 250},{1: 250},{1: 250},{1: 250},0.009230102094761237,0.016653283371096825,0.011164717743149073,0.012174758769539721,0.02270552180980871,0.039718610742366614,0.031846878776330266,0.029833596249300917,,,,
250,0,max_steps,1,0,0,-53.03679201850087,2500,,,0.8824693157914677,0.1,-0.020437387749552727,1.126463532447815,-33.32380676269531,119.55040740966797,0.0,0.17872499553303473,126,-4.999999999999671,-48.21551701403414,0.0,0.0,-0.021214716807400346,"{2: 70, 3: 180}","{3: 24, 2: 48, 1: 30, 0: 148}",{1: 250},{1: 250},{1: 250},{1: 250},0.008337940335905947,0.017496900257904645,0.012013100429485297,0.012318844000850381,0.01831958302246662,0.03188432739487536,0.02328774720863189,0.030525709020406574,,,,
260,0,crash,1,0,1,-150.0654653117142,2129,,,0.8780668837668493,0.1,-0.021895963698625565,1.1384690999984741,-35.24463653564453,119.55040740966797,0.0,9.40044978157845,941,-4.257999999999753,-75.2079150932929,-80.0,0.0,-0.07048636228826408,{4: 212},"{5: 38, 4: 27, 3: 95, 2: 50, 1: 2}",{1: 212},{1: 212},{1: 212},{1: 212},0.006523479172440769,0.023105209464672913,0.00894587314480091,0.010280804520903354,0.013663565219620224,0.03728532100352035,0.018669382425773106,0.022926276350132196,0.012677698987478525,0.03547609410716125,0.018623240225535454,0.022523034416988934
270,0,max_steps,1,0,0,-59.17317879003177,2500,,,0.8736864144409725,0.1,-0.02196708880364895,1.2003130912780762,-38.541542053222656,110.43498229980469,0.0,3.3495932192244577,799,-4.999999999999671,-57.52277200925624,0.0,0.0,-0.023669271516012707,"{5: 230, 4: 20}","{3: 68, 2: 44, 1: 38, 0: 100}",{1: 250},{1: 250},{1: 250},{1: 250},0.010488739600345427,0.01860692927351347,0.01329304703265199,0.01582182905065543,0.03010140211096748,0.028655968865639213,0.042764963525687184,0.04146384539481395,,,,
280,0,max_steps,1,0,0,-5.429986635897011,2500,,,0.8693277982470946,0.1,-0.022115519270300865,1.2749847173690796,-38.541542053222656,121.59169006347656,0.0,1.906728362515836,255,-4.999999999999671,-2.3367149984131266,0.0,0.0,-0.0021719946543588046,"{4: 201, 3: 49}","{1: 12, 0: 238}",{1: 250},{1: 250},{1: 250},{1: 250},0.007215529639262053,0.019816462851137,0.008548594160088966,0.011633575418115487,0.0243861014633452,0.029600368353532146,0.03224005267905558,0.029533665221954546,,,,
290,0,max_steps,1,1,0,469.4672238318406,2500,805.0,805.0,0.864990926165076,0.1,-0.022085217759013176,1.338318109512329,-38.541542053222656,125.87133026123047,500.0,9.994648914113585,1122,-4.997999999999672,-35.52942508226328,0.0,0.0,0.18778688953273626,"{4: 204, 3: 46}","{5: 19, 4: 50, 3: 11, 1: 1, 0: 169}",{1: 250},{1: 250},{1: 250},{1: 250},0.015762859422344656,0.018676467418167073,0.01996658956253812,0.020799137365738504,0.03415348043791992,0.03711070703935912,0.047542444808327096,0.05553714805848244,0.016277723544169186,0.024934232233694058,0.020925346982753504,0.054214945162694955
300,0,crash,1,0,1,-157.44137479004468,2097,,,0.8606756897186528,0.1,-0.02300248295068741,1.4223177433013916,-36.109474182128906,128.9051055908203,0.0,7.969246390165603,1011,-4.19399999999976,-81.21662118021038,-80.0,0.0,-0.07507933943254395,{5: 209},"{5: 27, 4: 20, 3: 96, 2: 57, 1: 9}",{1: 209},{1: 209},{1: 209},{1: 209},0.006405387547912004,0.02014147148227221,0.008350950403916743,0.010361642062763287,0.017391176899684273,0.04285771336122563,0.021108381152779836,0.02244916132102302,,,,
310,0,crash,1,0,1,-146.9852343689817,2361,,,0.8563819809727236,0.1,-0.02468554489314556,1.4428067207336426,-38.23820495605469,128.9051055908203,0.0,7.632774351687811,1160,-4.721999999999702,-69.89600872066973,-80.0,0.0,-0.06225549952095794,"{0: 213, 1: 23}","{5: 50, 4: 23, 3: 103, 2: 54, 1: 6}",{1: 236},{1: 236},{1: 236},{1: 236},0.008857763025929891,0.020132862581790936,0.011807804226079101,0.011920934383301465,0.01799469674080012,0.038176344998952644,0.023648217589628033,0.02752423386671727,,,,
320,0,max_steps,1,0,0,-2.092650900592579,2500,,,0.8521096925306499,0.1,-0.02478327788412571,1.5151491165161133,-42.600372314453125,135.97511291503906,0.0,2.9073490994073996,653,-4.999999999999671,0.0,0.0,0.0,-0.0008370603602370317,"{5: 169, 6: 81}","{2: 62, 1: 64, 0: 124}",{1: 250},{1: 250},{1: 250},{1: 250},0.018749230305098542,0.014748339378773295,0.024764483203568825,0.02995168474608795,0.041694488688283855,0.028503272115192428,0.059564702605867735,0.06799022429346634,,,,
330,0,max_steps,1,0,0,0.9726706168496027,2500,,,0.84785871753157,0.1,-0.025041209533810616,1.5192978382110596,-43.670719146728516,135.97511291503906,0.0,5.972670616849456,1111,-4.999999999999671,0.0,0.0,0.0,0.0003890682467398411,"{2: 155, 3: 95}","{1: 167, 2: 18, 0: 65}",{1: 250},{1: 250},{1: 250},{1: 250},0.006142193327689115,0.011771415207711407,0.008915264038889835,0.01195630728939395,0.02801944339384688,0.02409077868422251,0.03607874336732071,0.03284978436580421,,,,
340,0,max_steps,1,0,0,-0.07299403985696815,2500,,,0.8436289496477257,0.1,-0.02370467223227024,1.6451749801635742,-43.670719146728516,152.10968017578125,0.0,4.927005960142961,668,-4.999999999999671,0.0,0.0,0.0,-2.9197615942787258e-05,"{1: 120, 2: 130}","{2: 41, 1: 73, 0: 136}",{1: 250},{1: 250},{1: 250},{1: 250},0.005509828562828447,0.014490218814555356,0.007536763486158237,0.009584363034529832,0.016916749271330758,0.024245066986642787,0.022714697651542333,0.02303715872654442,,,,
350,0,max_steps,1,0,0,-20.018863958383132,2500,,,0.8394202830818028,0.1,-0.024520456790924072,1.6503111124038696,-45.03388214111328,152.10968017578125,0.0,0.20735243094752442,299,-4.999999999999671,-15.226216389330892,0.0,0.0,-0.008007545583353252,"{5: 138, 4: 112}","{3: 45, 2: 36, 1: 67, 0: 102}",{1: 250},{1: 250},{1: 250},{1: 250},0.006608057890374245,0.01795192508336972,0.009809523657752034,0.01293916999831276,0.022017385887329988,0.027719261736511167,0.03285953437672448,0.037526162903799225,,,,
360,0,max_steps,1,0,0,-1.6638085341943343,2500,,,0.8352326125642855,0.1,-0.02449686825275421,1.6966280937194824,-45.03388214111328,127.77818298339844,0.0,3.3361914658054856,822,-4.999999999999671,0.0,0.0,0.0,-0.0006655234136777337,"{5: 38, 6: 212}","{1: 23, 0: 227}",{1: 250},{1: 250},{1: 250},{1: 250},0.007642185594187164,0.011939217732650421,0.01143266443797279,0.015080559872460764,0.028446291006202173,0.027287575004383113,0.03718327669196599,0.035322629113064136,,,,
370,0,max_steps,1,1,0,505.63371232746226,2500,1212.0,1212.0,0.8310658333508228,0.1,-0.02353835105895996,1.8261785507202148,-45.03388214111328,164.04833984375,500.0,17.413656196544462,1267,-4.997999999999672,-6.781943869108117,0.0,0.0,0.2022534849309849,"{2: 81, 1: 32, 3: 8, 6: 129}","{5: 67, 4: 41, 3: 13, 2: 68, 1: 43, 0: 18}",{1: 250},{1: 250},{1: 250},{1: 250},0.01592887589866311,0.016723890833162593,0.019994758196472603,0.023112892942199235,0.040120754174235274,0.027081238565949704,0.04717731879909715,0.04574169346727378,0.06043308738617667,0.02952367401431381,0.04740231810143901,0.057770034823356534
380,0,max_steps,1,0,0,-1.177733629925614,2500,,,0.8269198412196082,0.1,-0.023501534014940262,1.8245846033096313,-45.03388214111328,164.04833984375,0.0,3.8222663700743857,693,-4.999999999999671,0.0,0.0,0.0,-0.00047109345197024564,"{5: 190, 6: 60}","{1: 57, 0: 193}",{1: 250},{1: 250},{1: 250},{1: 250},0.01744190853953985,0.02154333620661026,0.025493183579462644,0.020616917749571827,0.031081054185326244,0.042160215379260554,0.03917257633420663,0.043422600483392575,,,,
390,0,max_steps,1,0,0,-19.40155829872435,2500,,,0.8227945324687735,0.1,-0.022521598264575005,1.9266769886016846,-45.03388214111328,176.60023498535156,0.0,0.06241156672863457,93,-4.999999999999671,-14.463969865453254,0.0,0.0,-0.00776062331948974,"{4: 138, 5: 112}","{1: 17, 0: 233}",{1: 250},{1: 250},{1: 250},{1: 250},0.00950487126633141,0.018747070821326595,0.012186142135175207,0.015879782161034903,0.03943496587562311,0.031737894745057366,0.0541450517850781,0.05379966042997484,,,,
400,0,max_steps,1,0,0,-1.372169702522857,2500,,,0.8186898039137951,0.1,-0.023392781615257263,1.9326341152191162,-46.298133850097656,176.60023498535156,0.0,3.6278302974771472,785,-4.999999999999671,0.0,0.0,0.0,-0.0005488678810091428,"{6: 245, 5: 5}","{1: 90, 2: 31, 0: 129}",{1: 250},{1: 250},{1: 250},{1: 250},0.008907498653379253,0.013870446354227487,0.01475965047507681,0.02185410053316887,0.034126265862041316,0.027360780968313937,0.05285240337673959,0.06866704381736138,,,,
410,0,max_steps,1,0,0,-4.55904097332747,2500,,,0.8146055528849124,0.1,-0.0228740181773901,1.961016058921814,-46.298133850097656,177.35263061523438,0.0,0.4409590266722413,377,-4.999999999999671,0.0,0.0,0.0,-0.001823616389330988,{6: 250},"{3: 99, 2: 62, 1: 74, 0: 15}",{1: 250},{1: 250},{1: 250},{1: 250},0.005133433414825399,0.0163346705726609,0.007404383305737527,0.011438849027825545,0.025376542306254146,0.023853317791783842,0.031129394043619113,0.03031486712440808,,,,
420,0,max_steps,1,0,0,-0.9802117432838026,2500,,,0.8105416772245603,0.1,-0.02368517965078354,1.964847207069397,-43.62461853027344,177.35263061523438,0.0,4.019788256716053,818,-4.999999999999671,0.0,0.0,0.0,-0.000392084697313521,{4: 250},"{3: 3, 2: 76, 1: 39, 0: 132}",{1: 250},{1: 250},{1: 250},{1: 250},0.0037720404406361976,0.01808865151151741,0.005813527188540526,0.010496148962124696,0.02525384551400189,0.03129933788166637,0.03247869734399265,0.030746380129300924,,,,
430,0,max_steps,1,0,0,-34.48377656403068,2500,,,0.8064980752848135,0.1,-0.023923669010400772,2.0301778316497803,-47.17718505859375,182.17674255371094,0.0,9.955888012566762,1358,-4.999999999999671,-39.43966457659756,0.0,0.0,-0.01379351062561227,"{2: 221, 3: 29}","{4: 79, 5: 4, 3: 97, 2: 36, 1: 34}",{1: 250},{1: 250},{1: 250},{1: 250},0.008976990528391456,0.019188534353264473,0.012879252996909375,0.014647540528359527,0.023243416196813433,0.04293905802672233,0.027980670515011425,0.029924727499215775,0.01173616033182982,0.05049753118022845,0.018050075301869736,0.02217152057315395
440,0,crash,1,0,1,-166.5559047416079,2304,,,0.8024746459248447,0.1,-0.025463541969656944,2.0484459400177,-47.17718505859375,182.17674255371094,0.0,0.02480924038826271,77,-4.6079999999997145,-81.97271398199636,-80.0,0.0,-0.07228988921076732,{6: 230},"{3: 13, 2: 69, 1: 56, 0: 92}",{1: 230},{1: 230},{1: 230},{1: 230},0.006896073126715272,0.017539527450471437,0.009263825404645494,0.008636802594756052,0.02353545055271769,0.05456419246519373,0.025039829852649406,0.02406230517934288,,,,
450,0,max_steps,1,0,0,2.6601174605564326,2500,,,0.7984712885083941,0.1,-0.02612597867846489,2.124429225921631,-46.176326751708984,199.9667205810547,0.0,7.660117460556273,1628,-4.999999999999671,0.0,0.0,0.0,0.0010640469842225731,{1: 250},"{5: 28, 4: 25, 3: 197}",{1: 250},{1: 250},{1: 250},{1: 250},0.007362946572614499,0.016957336907219327,0.011230465883001408,0.011421515259236261,0.016420739246980485,0.03588822980537883,0.02442216986811856,0.02944760639563361,,,,
460,0,crash,1,1,1,327.99619011140044,1977,502.0,502.0,0.7944879029012528,0.1,-0.02656295895576477,2.1628003120422363,-46.176326751708984,189.1623992919922,500.0,5.462380185220867,498,-3.9519999999997864,-93.51419007381273,-80.0,0.0,0.16590601421922127,"{3: 94, 4: 103}","{5: 9, 4: 27, 3: 14, 0: 147}",{1: 197},{1: 197},{1: 197},{1: 197},0.021699920626748255,0.023766844507591926,0.03134007032370283,0.03597163234085626,0.04906384433545097,0.04156706407817241,0.06822239935013907,0.07196308504393988,0.030187103326228686,0.039580880700295244,0.05320903176543355,0.0517239894129227
470,0,max_steps,1,0,0,-1.2006336196182343,2500,,,0.7905243894687576,0.1,-0.027819747105240822,2.0795538425445557,-46.176326751708984,154.9223175048828,0.0,3.799366380381718,790,-4.999999999999671,0.0,0.0,0.0,-0.00048025344784729374,{6: 250},"{2: 61, 1: 67, 0: 122}",{1: 250},{1: 250},{1: 250},{1: 250},0.014295981901418696,0.016412228254324833,0.019495148721548408,0.02585593623278882,0.03552603954299172,0.027967843306810274,0.05033733176543789,0.06067619966196744,,,,
480,0,max_steps,1,0,0,-75.79381245307292,2500,,,0.7865806490732993,0.1,-0.026495937258005142,2.191690444946289,-45.212806701660156,187.64947509765625,0.0,9.247223209588382,1503,-4.999999999999671,-80.04103566266151,0.0,0.0,-0.030317524981229166,{1: 250},"{5: 59, 4: 18, 3: 86, 2: 80, 1: 7}",{1: 250},{1: 250},{1: 250},{1: 250},0.006462642756233334,0.017087140629864387,0.008020246779842342,0.011741171117556983,0.022091342074167557,0.04151969041764024,0.032703626819183186,0.03820673013052963,,,,
490,0,max_steps,1,0,0,6.297401222054758,2500,,,0.7826565830718433,0.1,-0.026786595582962036,2.1912953853607178,-44.70237731933594,187.64947509765625,0.0,11.297401222054594,1171,-4.999999999999671,0.0,0.0,0.0,0.0025189604888219033,"{4: 223, 5: 19, 3: 8}","{3: 14, 2: 86, 1: 150}",{1: 250},{1: 250},{1: 250},{1: 250},0.024801417227516404,0.015106129347992972,0.034287950539400994,0.029208981079402126,0.052382412879131264,0.0297057573410097,0.06782109922207981,0.06943877201523757,,,,
500,0,max_steps,1,0,0,-28.185956369208174,2500,,,0.7787520933134615,0.1,-0.02613137848675251,2.2453246116638184,-47.81511306762695,195.10360717773438,0.0,4.017796756460406,1106,-4.999999999999671,-27.203753125668573,0.0,0.0,-0.01127438254768327,"{2: 243, 1: 7}","{5: 59, 4: 53, 3: 96, 2: 27, 1: 15}",{1: 250},{1: 250},{1: 250},{1: 250},0.004414025273990955,0.02138899167851077,0.006634103054039682,0.00794386256112856,0.016414813760933043,0.033705359501046035,0.023078444728220966,0.02644129652833851,,,,
510,0,crash,1,0,1,-139.00807375071795,2241,,,0.7748670821368779,0.1,-0.02664794772863388,2.2292046546936035,-48.5642204284668,166.30287170410156,0.0,3.330260937489771,603,-4.481999999999728,-57.85633468820777,-80.0,0.0,-0.06202948404762069,"{1: 42, 2: 182}","{3: 11, 2: 64, 1: 50, 0: 99}",{1: 224},{1: 224},{1: 224},{1: 224},0.013796640256569345,0.021312934457338305,0.023119612969098043,0.02864699362955908,0.043845819820714636,0.03855036383192349,0.058960688842024794,0.0670714773305393,,,,
