ep,stage,done_reason,action_repeat,hits,crash,return,steps,avg_steps_per_hit,med_steps_per_hit,epsilon,alpha,q_mean,q_std,q_min,q_max,r_hit,r_progress,progress_steps,r_step,r_near_boundary,r_oob,mean_return_per_step,dx_bin_counts,dy_bin_counts,vx_bin_counts,vy_bin_counts,theta_bin_counts,omega_bin_counts,vx_abs_p50,vy_abs_p50,theta_abs_p50,omega_abs_p50,vx_abs_p90,vy_abs_p90,theta_abs_p90,omega_abs_p90,near_vx_abs_p90,near_vy_abs_p90,near_theta_abs_p90,near_omega_abs_p90
10,0,max_steps,1,0,0,-4.245905691770654,2500,,,0.9950112350131176,0.1,0.0009739078232087195,0.22939342260360718,-0.13806666433811188,50.01366424560547,0.0,0.7540943082290976,455,-4.999999999999671,0.0,0.0,-0.0016983622767082615,{4: 250},"{3: 166, 2: 40, 1: 44}",{1: 250},{1: 250},{1: 250},{1: 250},0.0045840854322554275,0.012521291252903596,0.0055939598742577555,0.00547632400842322,0.009223607664703126,0.022688602515482707,0.012525721549964135,0.016736542311380984,,,,
20,0,max_steps,1,0,0,-3.0984731507596774,2500,,,0.9900473578023296,0.1,0.0020283989142626524,0.27761322259902954,-0.13806666433811188,57.557411193847656,0.0,1.9015268492401833,694,-4.999999999999671,0.0,0.0,-0.001239389260303871,{2: 250},"{1: 108, 0: 142}",{1: 250},{1: 250},{1: 250},{1: 250},0.013088352935410118,0.011339481671196458,0.01965124325674726,0.028961334451761918,0.032235142128550685,0.021621321099893523,0.04961591017299278,0.060800174005554236,,,,
30,0,max_steps,1,0,0,-2.7790184104695492,2500,,,0.98510824420837,0.1,0.0019775775726884604,0.2776256203651428,-0.16404655575752258,57.557411193847656,0.0,2.2209815895303646,1309,-4.999999999999671,0.0,0.0,-0.0011116073641878198,{2: 250},"{3: 214, 2: 36}",{1: 250},{1: 250},{1: 250},{1: 250},0.003033882266191976,0.00990839272043415,0.004419404262982285,0.004512681272529882,0.005905502768502683,0.019029625467409193,0.008466872484520459,0.011876546325318342,0.005848747830274128,0.015144407966871627,0.007312895742255439,0.007125578503677389
40,0,max_steps,1,0,0,-4.939958106472432,2500,,,0.9801937706913741,0.1,0.003015994094312191,0.34029966592788696,-0.2301025092601776,63.62919616699219,0.0,0.06004189352724343,62,-4.999999999999671,0.0,0.0,-0.0019759832425889725,{4: 250},"{1: 46, 0: 204}",{1: 250},{1: 250},{1: 250},{1: 250},0.00724263502850727,0.011703791987497273,0.01045074883008611,0.011894373180516612,0.023152763879159623,0.019650682235130505,0.03335782532144697,0.040396449167070594,,,,
50,0,max_steps,1,0,0,-3.3705681865796038,2500,,,0.9753038143277888,0.1,0.005123840179294348,0.49162814021110535,-0.24755820631980896,81.06315612792969,0.0,1.6294318134201868,644,-4.999999999999671,0.0,0.0,-0.0013482272746318416,{5: 250},"{2: 68, 1: 91, 0: 91}",{1: 250},{1: 250},{1: 250},{1: 250},0.006339290147733564,0.010189741148349066,0.008777809749342998,0.014557639067402275,0.012443816738722272,0.023605776109146475,0.01981183335421507,0.03008269864551588,,,,
60,0,max_steps,1,0,0,-4.93791075990323,2500,,,0.9704382528072976,0.1,0.005099400412291288,0.4916350543498993,-0.24755820631980896,81.06315612792969,0.0,0.06208924009645511,122,-4.999999999999671,0.0,0.0,-0.001975164303961292,"{5: 73, 6: 177}","{1: 31, 0: 219}",{1: 250},{1: 250},{1: 250},{1: 250},0.010327170208554413,0.013603955936190732,0.014987866921628604,0.021326686834349108,0.02211971817896073,0.022613689705040286,0.03113920807177401,0.04100298681850076,,,,
70,0,max_steps,1,0,0,-4.128260537442008,2500,,,0.9655969644297613,0.1,0.0050294725224375725,0.43671080470085144,-0.28556540608406067,39.44808578491211,0.0,0.871739462557726,377,-4.999999999999671,0.0,0.0,-0.0016513042149768032,"{2: 19, 3: 231}","{1: 59, 0: 191}",{1: 250},{1: 250},{1: 250},{1: 250},0.0072457252221128565,0.011803962143144279,0.00894854335240277,0.0117442884332873,0.015741328446599232,0.02149650378653466,0.019344726970363404,0.027982943767272797,,,,
80,0,max_steps,1,0,0,0.5674542498766239,2500,,,0.9607798281021742,0.1,0.0049882750026881695,0.43673256039619446,-0.3672492802143097,39.44808578491211,0.0,5.567454249876431,1292,-4.999999999999671,0.0,0.0,0.00022698169995064954,{2: 250},"{3: 185, 2: 65}",{1: 250},{1: 250},{1: 250},{1: 250},0.00307918728844028,0.009814576309252764,0.0041414655055448035,0.006204703260698024,0.019204525876203707,0.01817755214550479,0.017567878162984888,0.01604654222380997,,,,
90,0,max_steps,1,0,0,-2.1434394892564304,2500,,,0.9559867233356352,0.1,0.006011839024722576,0.5568627715110779,-0.3672492802143097,84.91253662109375,0.0,2.856560510743552,704,-4.999999999999671,0.0,0.0,-0.0008573757957025721,{4: 250},"{3: 28, 2: 105, 1: 76, 0: 41}",{1: 250},{1: 250},{1: 250},{1: 250},0.008761742288897867,0.011032945669659275,0.013846756636661501,0.01966938872742037,0.030677326955005222,0.01939545919568052,0.04092948031003438,0.04169175015336259,,,,
100,0,max_steps,1,1,0,499.5836676756845,2500,463.0,463.0,0.951217530242334,0.1,0.008053041994571686,0.7151944041252136,-0.3734174966812134,96.9271011352539,500.0,4.581667675699071,911,-4.997999999999672,0.0,0.0,0.1998334670702738,"{3: 56, 2: 194}","{4: 36, 3: 10, 2: 99, 1: 98, 0: 7}",{1: 250},{1: 250},{1: 250},{1: 250},0.005389263774565715,0.010268520499833159,0.008163443482912217,0.012331376476944407,0.01281590440107145,0.02303269491833107,0.02185219392698023,0.027556212362630377,0.01075730807385269,0.03146379638241666,0.016552653173594147,0.012768228350075047
