ep,stage,done_reason,action_repeat,hits,crash,return,steps,avg_steps_per_hit,med_steps_per_hit,epsilon,alpha,q_mean,q_std,q_min,q_max,r_hit,r_progress,progress_steps,r_step,r_near_boundary,r_oob,mean_return_per_step,dx_bin_counts,dy_bin_counts,vx_bin_counts,vy_bin_counts,theta_bin_counts,omega_bin_counts,vx_abs_p50,vy_abs_p50,theta_abs_p50,omega_abs_p50,vx_abs_p90,vy_abs_p90,theta_abs_p90,omega_abs_p90,near_vx_abs_p90,near_vy_abs_p90,near_theta_abs_p90,near_omega_abs_p90
10,0,max_steps,1,0,0,-4.613717721797974,2500,,,0.9950112350131176,0.1,0.0010497733019292355,0.09396090358495712,-0.08545064181089401,8.487550735473633,0.0,0.3862822782017272,186,-4.999999999999671,0.0,0.0,-0.0018454870887191894,{3: 250},"{1: 61, 0: 189}",{1: 250},{1: 250},{1: 250},{1: 250},0.010720862671174905,0.013164087278401449,0.014669165601254672,0.013680571650522097,0.024803654350511843,0.02181376799987793,0.03440217321783592,0.038235859858065456,,,,
20,0,max_steps,1,0,0,-3.72047219602237,2500,,,0.9900473578023296,0.1,0.0031124104280024767,0.3425454795360565,-0.10346900671720505,63.52692413330078,0.0,1.2795278039773619,373,-4.999999999999671,0.0,0.0,-0.0014881888784089479,"{3: 69, 4: 181}","{1: 134, 0: 116}",{1: 250},{1: 250},{1: 250},{1: 250},0.011027012361956877,0.008865168215347592,0.015222615653192651,0.018556490518899807,0.030876978834280894,0.017084017011960592,0.04337380216065655,0.04307455130814011,,,,
30,0,max_steps,1,0,0,-0.5322138396408561,2500,,,0.98510824420837,0.1,0.005125326570123434,0.4890601933002472,-0.20650801062583923,78.78160858154297,0.0,4.467786160359138,666,-4.999999999999671,0.0,0.0,-0.00021288553585634246,"{1: 140, 0: 110}","{3: 88, 2: 85, 1: 50, 0: 27}",{1: 250},{1: 250},{1: 250},{1: 250},0.011592005780109594,0.01566869677324301,0.016389066363838724,0.01820941904584116,0.0254753704594644,0.02348820701330265,0.03553888644961846,0.046692601685101254,,,,
40,0,max_steps,1,0,0,1.154866079858067,2500,,,0.9801937706913741,0.1,0.005108199547976255,0.48906660079956055,-0.2174726277589798,78.78160858154297,0.0,6.154866079858034,1373,-4.999999999999671,0.0,0.0,0.0004619464319432268,"{5: 196, 6: 13, 4: 41}","{3: 95, 2: 66, 1: 89}",{1: 250},{1: 250},{1: 250},{1: 250},0.010175366331902979,0.010759079559540858,0.010857730928524366,0.010395731629151549,0.01915668799947687,0.01910671504286905,0.02618146669273835,0.031923456048480195,,,,
50,0,max_steps,1,0,0,-3.938380191369189,2500,,,0.9753038143277888,0.1,0.007207405287772417,0.6362982988357544,-0.2174726277589798,90.39308166503906,0.0,1.0616198086305124,288,-4.999999999999671,0.0,0.0,-0.0015753520765476757,{5: 250},"{2: 41, 1: 59, 0: 150}",{1: 250},{1: 250},{1: 250},{1: 250},0.008157602489739377,0.016335188638647503,0.010875124982449942,0.015560906135084887,0.02144319406637205,0.02409145800619427,0.03182462225931556,0.03877462781820278,,,,
60,0,max_steps,1,0,0,-3.565364573525032,2500,,,0.9704382528072976,0.1,0.008227548561990261,0.7222058176994324,-0.27475064992904663,101.5266342163086,0.0,1.4346354264746786,397,-4.999999999999671,0.0,0.0,-0.0014261458294100129,"{5: 41, 6: 209}","{2: 2, 1: 90, 0: 158}",{1: 250},{1: 250},{1: 250},{1: 250},0.009952436450988991,0.013727036966771305,0.011262079146330229,0.012673697218593634,0.023316218813517742,0.021792831161180793,0.038364995096600435,0.04827451265080501,,,,
70,0,max_steps,1,0,0,-2.879027831400895,2500,,,0.9655969644297613,0.1,0.0091929342597723,0.7945061922073364,-0.27475064992904663,105.6333236694336,0.0,2.1209721685990104,755,-4.999999999999671,0.0,0.0,-0.001151611132560358,{2: 250},"{3: 144, 2: 62, 1: 44}",{1: 250},{1: 250},{1: 250},{1: 250},0.007534114877656584,0.015266897156827743,0.00787025456210079,0.010828736144348695,0.014832737416069417,0.025555978458873734,0.020521931056564528,0.02318900514685646,,,,
80,0,max_steps,1,0,0,0.29239361555532306,2500,,,0.9607798281021742,0.1,0.010197868570685387,0.850740909576416,-0.39735737442970276,108.495849609375,0.0,5.292393615555305,1060,-4.999999999999671,0.0,0.0,0.00011695744622212922,"{1: 132, 2: 118}","{2: 44, 1: 106, 0: 100}",{1: 250},{1: 250},{1: 250},{1: 250},0.008453291635531697,0.0111280403629158,0.013498764342065067,0.020146466993975216,0.029850621857696213,0.021063118310111036,0.03950757605902866,0.04118800881985621,,,,
90,0,max_steps,1,0,0,-2.368802607762088,2500,,,0.9559867233356352,0.1,0.011232479475438595,0.9298616051673889,-0.42709285020828247,117.32569885253906,0.0,2.6311973922378673,749,-4.999999999999671,0.0,0.0,-0.0009475210431048351,"{5: 77, 6: 173}","{3: 124, 2: 75, 1: 51}",{1: 250},{1: 250},{1: 250},{1: 250},0.008278679121176111,0.009187066776217404,0.014643378592921212,0.01860825719484338,0.022804138420526723,0.018095115077291227,0.0330849219364132,0.04728470264173775,,,,
100,0,max_steps,1,0,0,3.244991692783166,2500,,,0.951217530242334,0.1,0.01123720407485962,0.9298608303070068,-0.48099958896636963,117.32569885253906,0.0,8.244991692783044,1304,-4.999999999999671,0.0,0.0,0.0012979966771132665,"{5: 47, 6: 203}","{5: 22, 4: 52, 3: 165, 2: 11}",{1: 250},{1: 250},{1: 250},{1: 250},0.013210382745596553,0.012616619829826987,0.01865538178918595,0.02324814022984198,0.03751904493239638,0.025642887981478714,0.048532978631859285,0.06113103872663084,,,,
